chrom	start	end	name	gene	n_samples	median_depth_mq0	median_depth_mq20	median_retained	min_retained	max_retained	flag	xa_n_lowmapq	xa_n_with_xa	xa_modal_locus	xa_modal_fraction
chr3	128483858	128484004	GATA2_exon_4	GATA2	23	873.2	873.0	1.000	0.999	1.000	OK				
chr3	128485725	128486367	GATA2_exon_3	GATA2	23	1447.2	1446.8	1.000	0.999	1.000	OK				
chr3	128486801	128487075	GATA2_exon_2	GATA2	23	1190.1	1190.1	1.000	0.999	1.000	OK				
chr3	128492897	128493200	GATA2_exon_1	GATA2	23	1139.2	1139.1	1.000	0.999	1.000	OK				
chr3	169764399	169765734	TERC	TERC	23	1615.9	1615.6	1.000	1.000	1.000	OK				
chr4	24527473	24528040	DHX15_exon_14	DHX15	23	1534.1	1534.1	1.000	1.000	1.000	OK				
chr4	24529599	24529769	DHX15_exon_13	DHX15	23	1358.1	1358.1	1.000	1.000	1.000	OK				
chr4	24532862	24533053	DHX15_exon_12	DHX15	23	1046.5	1046.5	1.000	1.000	1.000	OK				
chr4	24537050	24537170	DHX15_exon_11	DHX15	23	1084.9	1084.9	1.000	1.000	1.000	OK				
chr4	24540106	24540298	DHX15_exon_10	DHX15	23	1305.8	1305.8	1.000	1.000	1.000	OK				
chr4	24540832	24540952	DHX15_exon_9	DHX15	23	867.0	867.0	1.000	1.000	1.000	OK				
chr4	24541871	24542021	DHX15_exon_8	DHX15	23	1170.9	1170.9	1.000	1.000	1.000	OK				
chr4	24542922	24543042	DHX15_exon_7	DHX15	23	848.8	848.8	1.000	1.000	1.000	OK				
chr4	24548853	24549021	DHX15_exon_6	DHX15	23	1296.7	1296.7	1.000	1.000	1.000	OK				
chr4	24554723	24554942	DHX15_exon_5	DHX15	23	1417.1	1417.1	1.000	1.000	1.000	OK				
chr4	24556249	24556409	DHX15_exon_4	DHX15	23	1168.1	1168.1	1.000	1.000	1.000	OK				
chr4	24570652	24570846	DHX15_exon_3	DHX15	23	1447.3	1447.3	1.000	1.000	1.000	OK				
chr4	24576241	24576677	DHX15_exon_2	DHX15	23	1784.2	1783.8	1.000	1.000	1.000	OK				
chr4	24584321	24584553	DHX15_exon_1	DHX15	23	1268.0	1267.6	1.000	0.999	1.000	OK				
chr4	54657957	54658077	KIT_exon_1	KIT	23	858.6	858.6	1.000	0.996	1.000	OK				
chr4	54695510	54695780	KIT_exon_2	KIT	23	1620.4	1620.4	1.000	0.999	1.000	OK				
chr4	54698282	54698564	KIT_exon_3	KIT	23	1795.7	1795.7	1.000	1.000	1.000	OK				
chr4	54699628	54699765	KIT_exon_4	KIT	23	944.8	944.8	1.000	0.999	1.000	OK				
chr4	54703722	54703891	KIT_exon_5	KIT	23	1268.6	1268.6	1.000	1.000	1.000	OK				
chr4	54707096	54707286	KIT_exon_6	KIT	23	1192.6	1192.6	1.000	1.000	1.000	OK				
chr4	54709420	54709540	KIT_exon_7	KIT	23	1001.4	1001.4	1.000	1.000	1.000	OK				
chr4	54723579	54723699	KIT_exon_8	KIT	23	1127.5	1127.5	1.000	0.999	1.000	OK				
chr4	54725855	54726049	KIT_exon_9	KIT	23	1372.4	1372.4	1.000	1.000	1.000	OK				
chr4	54727209	54727329	KIT_exon_10	KIT	23	1188.9	1188.9	1.000	0.999	1.000	OK				
chr4	54727417	54727537	KIT_exon_11	KIT	23	952.8	952.8	1.000	1.000	1.000	OK				
chr4	54727813	54727933	KIT_exon_12	KIT	23	1174.3	1174.3	1.000	0.999	1.000	OK				
chr4	54728004	54728124	KIT_exon_13	KIT	23	1179.0	1179.0	1.000	1.000	1.000	OK				
chr4	54729333	54729484	KIT_exon_14	KIT	23	1173.3	1173.3	1.000	1.000	1.000	OK				
chr4	54731320	54731440	KIT_exon_15	KIT	23	1009.5	1009.5	1.000	1.000	1.000	OK				
chr4	54731873	54731993	KIT_exon_16	KIT	23	947.8	947.8	1.000	0.998	1.000	OK				
chr4	54733069	54733189	KIT_exon_17	KIT	23	924.6	924.6	1.000	1.000	1.000	OK				
chr4	54736492	54736612	KIT_exon_18	KIT	23	1131.3	1131.3	1.000	1.000	1.000	OK				
chr4	54736706	54736826	KIT_exon_19	KIT	23	1269.4	1269.4	1.000	1.000	1.000	OK				
chr4	54737166	54737286	KIT_exon_20	KIT	23	893.5	893.5	1.000	1.000	1.000	OK				
chr4	54738427	54740714	KIT_exon_21	KIT	23	1786.8	1786.8	1.000	1.000	1.000	OK				
chr4	105146863	105146983	TET2_exon_1	TET2	23	858.4	858.4	1.000	1.000	1.000	OK				
chr4	105190358	105190504	TET2_exon_2	TET2	23	1127.9	1127.9	1.000	1.000	1.000	OK				
chr4	105233895	105237350	TET2_exon_3	TET2	23	2192.9	2192.8	1.000	1.000	1.000	OK				
chr4	105241335	105241455	TET2_exon_4	TET2	23	957.3	957.3	1.000	1.000	1.000	OK				
chr4	105242818	105242938	TET2_exon_5	TET2	23	785.9	785.9	1.000	1.000	1.000	OK				
chr4	105243568	105243777	TET2_exon_6	TET2	23	1373.9	1373.9	1.000	1.000	1.000	OK				
chr4	105259617	105259768	TET2_exon_7	TET2	23	1252.1	1252.1	1.000	1.000	1.000	OK				
chr4	105261753	105261873	TET2_exon_8	TET2	23	827.9	827.9	1.000	1.000	1.000	OK				
chr4	105269608	105269746	TET2_exon_9	TET2	23	1063.0	1063.0	1.000	1.000	1.000	OK				
chr4	105272562	105272917	TET2_exon_10	TET2	23	1765.8	1765.8	1.000	1.000	1.000	OK				
chr4	105275046	105279802	TET2_exon_11	TET2	23	1557.1	1557.1	1.000	1.000	1.000	OK				
chr4	163128667	163129347	NAF1_exon_8	NAF1	23	695.1	695.0	1.000	0.999	1.000	OK				
chr4	163133145	163133265	NAF1_exon_7	NAF1	23	911.7	911.7	1.000	1.000	1.000	OK				
chr4	163137154	163137274	NAF1_exon_6	NAF1	23	1029.5	1029.5	1.000	1.000	1.000	OK				
chr4	163140221	163140382	NAF1_exon_5	NAF1	23	511.4	511.4	1.000	1.000	1.000	OK				
chr4	163145747	163145867	NAF1_exon_4	NAF1	23	668.2	668.2	1.000	1.000	1.000	OK				
chr4	163148325	163148445	NAF1_exon_3	NAF1	23	743.4	743.4	1.000	1.000	1.000	OK				
chr4	163164215	163164390	NAF1_exon_2	NAF1	23	843.1	843.1	1.000	1.000	1.000	OK				
chr4	163166361	163166889	NAF1_exon_1	NAF1	23	1303.2	1303.1	1.000	0.999	1.000	OK				
chr5	35856889	35857058	IL7R_exon_1	IL7R	23	1386.9	1386.9	1.000	1.000	1.000	OK				
chr5	35860850	35860989	IL7R_exon_2	IL7R	23	988.8	988.8	1.000	1.000	1.000	OK				
chr5	35867304	35867462	IL7R_exon_3	IL7R	23	1055.0	1055.0	1.000	1.000	1.000	OK				
chr5	35871054	35871212	IL7R_exon_4	IL7R	23	1058.7	1058.7	1.000	0.999	1.000	OK				
chr5	35873478	35873647	IL7R_exon_5	IL7R	23	1327.7	1327.7	1.000	1.000	1.000	OK				
chr5	35874434	35874554	IL7R_exon_6	IL7R	23	965.1	965.1	1.000	1.000	1.000	OK				
chr5	35875468	35875588	IL7R_exon_7	IL7R	23	927.7	927.7	1.000	1.000	1.000	OK				
chr5	35875981	35879602	IL7R_exon_8	IL7R	23	1877.9	1877.8	1.000	1.000	1.000	OK				
chr5	132481607	132484074	IRF1_exon_10	IRF1	23	1098.4	1098.3	1.000	1.000	1.000	OK				
chr5	132484360	132484496	IRF1_exon_9	IRF1	23	1012.2	1012.2	1.000	0.999	1.000	OK				
chr5	132485624	132485744	IRF1_exon_8	IRF1	23	1025.0	1025.0	1.000	1.000	1.000	OK				
chr5	132486250	132486370	IRF1_exon_7	IRF1	23	1089.8	1089.8	1.000	0.999	1.000	OK				
chr5	132486560	132486680	IRF1_exon_6	IRF1	23	1322.1	1322.1	1.000	1.000	1.000	OK				
chr5	132486728	132486848	IRF1_exon_5	IRF1	23	1422.8	1422.8	1.000	1.000	1.000	OK				
chr5	132486952	132487129	IRF1_exon_4	IRF1	23	1431.3	1431.3	1.000	1.000	1.000	OK				
chr5	132487923	132488043	IRF1_exon_3	IRF1	23	1047.5	1047.5	1.000	1.000	1.000	OK				
chr5	132489384	132489504	IRF1_exon_2	IRF1	23	1089.2	1089.2	1.000	1.000	1.000	OK				
chr5	132490543	132490772	IRF1_exon_1	IRF1	23	1057.7	1057.0	1.000	0.998	1.000	OK				
chr5	149492966	149496859	CSNK1A1_exon_10	CSNK1A1	23	1405.2	1405.2	1.000	1.000	1.000	OK				
chr5	149505445	149505594	CSNK1A1_exon_9	CSNK1A1	23	932.5	931.4	0.999	0.996	1.000	OK				
chr5	149507018	149507138	CSNK1A1_exon_8	CSNK1A1	23	1008.1	1008.1	1.000	1.000	1.000	OK				
chr5	149509877	149509997	CSNK1A1_exon_7	CSNK1A1	23	648.9	648.9	1.000	1.000	1.000	OK				
chr5	149511770	149511890	CSNK1A1_exon_6	CSNK1A1	23	777.5	777.5	1.000	1.000	1.000	OK				
chr5	149513068	149513208	CSNK1A1_exon_5	CSNK1A1	23	952.0	952.0	1.000	0.998	1.000	OK				
chr5	149520274	149520394	CSNK1A1_exon_4	CSNK1A1	23	674.1	674.1	1.000	0.999	1.000	OK				
chr5	149525046	149525166	CSNK1A1_exon_3	CSNK1A1	23	896.6	896.6	1.000	0.998	1.000	OK				
chr5	149550066	149550186	CSNK1A1_exon_2	CSNK1A1	23	870.3	870.3	1.000	1.000	1.000	OK				
chr5	149550840	149551438	CSNK1A1_exon_1	CSNK1A1	23	1149.1	1148.9	0.999	0.998	1.000	OK				
chr5	150053293	150054223	CSF1R_exon_21	CSF1R	23	1666.0	1665.9	1.000	1.000	1.000	OK				
chr5	150054314	150054434	CSF1R_exon_20	CSF1R	23	1027.1	1027.1	1.000	1.000	1.000	OK				
chr5	150055225	150055345	CSF1R_exon_19	CSF1R	23	1034.5	1034.5	1.000	0.999	1.000	OK				
chr5	150056020	150056140	CSF1R_exon_18	CSF1R	23	984.9	984.9	1.000	1.000	1.000	OK				
chr5	150056218	150056338	CSF1R_exon_17	CSF1R	23	1075.8	1075.8	1.000	1.000	1.000	OK				
chr5	150057275	150057395	CSF1R_exon_16	CSF1R	23	967.7	967.7	1.000	1.000	1.000	OK				
chr5	150057491	150057611	CSF1R_exon_15	CSF1R	23	882.6	882.0	1.000	0.999	1.000	OK				
chr5	150059698	150059861	CSF1R_exon_14	CSF1R	23	1224.1	1224.1	1.000	1.000	1.000	OK				
chr5	150060855	150060975	CSF1R_exon_13	CSF1R	23	984.0	984.0	1.000	1.000	1.000	OK				
chr5	150061481	150061601	CSF1R_exon_12	CSF1R	23	659.5	659.5	1.000	0.999	1.000	OK				
chr5	150061724	150061844	CSF1R_exon_11	CSF1R	23	1049.4	1049.4	1.000	0.999	1.000	OK				
chr5	150068211	150068331	CSF1R_exon_10	CSF1R	23	979.6	979.6	1.000	1.000	1.000	OK				
chr5	150069871	150070062	CSF1R_exon_9	CSF1R	23	1102.8	1102.3	1.000	0.999	1.000	OK				
chr5	150070180	150070300	CSF1R_exon_8	CSF1R	23	1018.1	1017.8	1.000	0.999	1.000	OK				
chr5	150070452	150070572	CSF1R_exon_7	CSF1R	23	1054.9	1054.9	1.000	1.000	1.000	OK				
chr5	150073299	150073492	CSF1R_exon_6	CSF1R	23	1284.3	1284.3	1.000	1.000	1.000	OK				
chr5	150077274	150077434	CSF1R_exon_5	CSF1R	23	1186.9	1186.9	1.000	1.000	1.000	OK				
chr5	150078110	150078247	CSF1R_exon_4	CSF1R	23	943.7	943.7	1.000	0.998	1.000	OK				
chr5	150080050	150080335	CSF1R_exon_3	CSF1R	23	1635.2	1634.7	1.000	1.000	1.000	OK				
chr5	150080765	150081023	CSF1R_exon_2	CSF1R	23	1520.8	1520.8	1.000	1.000	1.000	OK				
chr5	150086377	150086553	CSF1R_exon_1	CSF1R	23	1238.6	1238.6	1.000	1.000	1.000	OK				
chr5	171387847	171388005	NPM1_exon_1	NPM1	23	476.2	469.2	0.979	0.951	0.997	OK				
chr5	171390015	171390135	NPM1_exon_2	NPM1	23	697.3	697.3	1.000	0.999	1.000	OK				
chr5	171391303	171391423	NPM1_exon_3	NPM1	23	596.9	594.9	0.994	0.975	1.000	OK				
chr5	171391680	171391800	NPM1_exon_4	NPM1	23	805.3	789.4	0.991	0.961	0.998	OK				
chr5	171392701	171392821	NPM1_exon_5	NPM1	23	613.9	595.1	0.969	0.884	0.989	OK				
chr5	171392864	171392984	NPM1_exon_6	NPM1	23	688.3	688.3	1.000	0.999	1.000	OK				
chr5	171400118	171400238	NPM1_exon_7	NPM1	23	902.4	902.4	1.000	1.000	1.000	OK				
chr5	171400834	171400954	NPM1_exon_8	NPM1	23	886.0	885.3	0.997	0.986	1.000	OK				
chr5	171405298	171405418	NPM1_exon_9	NPM1	23	534.9	534.9	1.000	0.995	1.000	OK				
chr5	171407675	171407795	NPM1_exon_10	NPM1	23	784.3	784.3	1.000	0.997	1.000	OK				
chr5	171410511	171410899	NPM1_exon_11	NPM1	23	502.7	493.5	0.975	0.925	0.987	OK				
chr5	177511575	177511926	DDX41_exon_17	DDX41	23	1530.8	1530.7	1.000	1.000	1.000	OK				
chr5	177512089	177512209	DDX41_exon_16	DDX41	23	1128.6	1128.3	1.000	1.000	1.000	OK				
chr5	177512296	177512416	DDX41_exon_15	DDX41	23	1303.0	1303.0	1.000	1.000	1.000	OK				
chr5	177512494	177512644	DDX41_exon_14	DDX41	23	1385.5	1385.5	1.000	1.000	1.000	OK				
chr5	177512775	177512895	DDX41_exon_13	DDX41	23	1055.2	1055.2	1.000	0.999	1.000	OK				
chr5	177513001	177513121	DDX41_exon_12	DDX41	23	1110.0	1110.0	1.000	0.999	1.000	OK				
chr5	177513351	177513483	DDX41_exon_11	DDX41	23	1243.0	1242.5	1.000	1.000	1.000	OK				
chr5	177513683	177513846	DDX41_exon_10	DDX41	23	1121.1	1121.0	1.000	0.999	1.000	OK				
chr5	177514699	177514836	DDX41_exon_9	DDX41	23	1314.1	1313.5	1.000	0.999	1.000	OK				
chr5	177514914	177515068	DDX41_exon_8	DDX41	23	1446.9	1446.9	1.000	1.000	1.000	OK				
chr5	177515183	177515303	DDX41_exon_7	DDX41	23	1016.6	1016.6	1.000	1.000	1.000	OK				
chr5	177515683	177515820	DDX41_exon_6	DDX41	23	1312.7	1312.7	1.000	1.000	1.000	OK				
chr5	177515898	177516018	DDX41_exon_5	DDX41	23	1655.7	1655.7	1.000	1.000	1.000	OK				
chr5	177516106	177516226	DDX41_exon_4	DDX41	23	1410.9	1410.9	1.000	0.999	1.000	OK				
chr5	177516286	177516446	DDX41_exon_3	DDX41	23	1275.9	1275.9	1.000	0.999	1.000	OK				
chr5	177516718	177516838	DDX41_exon_2	DDX41	23	1194.6	1194.6	1.000	0.999	1.000	OK				
chr5	177516907	177517027	DDX41_exon_1	DDX41	23	1101.9	1101.6	1.000	0.999	1.000	OK				
chr6	41934950	41936106	CCND3_exon_5	CCND3	23	1756.1	1755.8	1.000	1.000	1.000	OK				
chr6	41936557	41936694	CCND3_exon_4	CCND3	23	992.4	992.4	1.000	1.000	1.000	OK				
chr6	41937233	41937393	CCND3_exon_3	CCND3	23	1086.6	1086.6	1.000	1.000	1.000	OK				
chr6	41940368	41940584	CCND3_exon_2	CCND3	23	911.0	911.0	1.000	1.000	1.000	OK				
chr6	41941450	41941807	CCND3_exon_1	CCND3	23	860.2	860.1	1.000	0.999	1.000	OK				
chr6	99542385	99543608	CCNC_exon_12	CCNC	23	1266.6	1266.6	1.000	1.000	1.000	OK				
chr6	99545109	99545229	CCNC_exon_11	CCNC	23	871.2	871.2	1.000	1.000	1.000	OK				
chr6	99546382	99546502	CCNC_exon_10	CCNC	23	1054.2	1054.2	1.000	1.000	1.000	OK				
chr6	99549479	99549599	CCNC_exon_9	CCNC	23	797.8	797.8	1.000	1.000	1.000	OK				
chr6	99550201	99550321	CCNC_exon_8	CCNC	23	966.7	966.7	1.000	1.000	1.000	OK				
chr6	99550974	99551094	CCNC_exon_7	CCNC	23	14.8	14.8	1.000	1.000	1.000	LOW_DEPTH				
chr6	99551785	99551905	CCNC_exon_6	CCNC	23	11.8	11.8	1.000	1.000	1.000	LOW_DEPTH				
chr6	99558485	99558605	CCNC_exon_5	CCNC	23	722.0	722.0	1.000	1.000	1.000	OK				
chr6	99561317	99561437	CCNC_exon_4	CCNC	23	715.0	715.0	1.000	1.000	1.000	OK				
chr6	99561578	99561698	CCNC_exon_3	CCNC	23	813.1	813.1	1.000	1.000	1.000	OK				
chr6	99562833	99562953	CCNC_exon_2	CCNC	23	832.5	832.5	1.000	1.000	1.000	OK				
chr6	99568494	99568659	CCNC_exon_1	CCNC	23	1029.5	1029.5	1.000	0.999	1.000	OK				
chr6	135181306	135181535	MYB_exon_1	MYB	23	372.0	371.9	1.000	0.996	1.000	OK				
chr6	135185900	135186020	MYB_exon_2	MYB	23	828.7	828.7	1.000	1.000	1.000	OK				
chr6	135187828	135187948	MYB_exon_3	MYB	23	925.5	925.5	1.000	1.000	1.000	OK				
chr6	135189765	135189885	MYB_exon_4	MYB	23	1033.8	1033.8	1.000	1.000	1.000	OK				
chr6	135190125	135190346	MYB_exon_5	MYB	23	1525.6	1525.6	1.000	1.000	1.000	OK				
chr6	135192322	135192557	MYB_exon_6	MYB	23	1419.8	1419.8	1.000	1.000	1.000	OK				
chr6	135193799	135193919	MYB_exon_7	MYB	23	858.2	858.2	1.000	1.000	1.000	OK				
chr6	135194346	135194466	MYB_exon_8	MYB	23	953.9	953.9	1.000	1.000	1.000	OK				
chr6	135195746	135196001	MYB_exon_9	MYB	23	1433.1	1433.1	1.000	1.000	1.000	OK				
chr6	135196959	135197322	MYB_exon_10	MYB	23	1614.7	1614.7	1.000	1.000	1.000	OK				
chr6	135198906	135199049	MYB_exon_11	MYB	23	868.8	868.8	1.000	0.999	1.000	OK				
chr6	135200080	135200200	MYB_exon_12	MYB	23	1230.9	1230.9	1.000	1.000	1.000	OK				
chr6	135200291	135200411	MYB_exon_13	MYB	23	1113.9	1113.9	1.000	1.000	1.000	OK				
chr6	135201632	135201752	MYB_exon_14	MYB	23	875.9	875.9	1.000	1.000	1.000	OK				
chr6	135203209	135203329	MYB_exon_15	MYB	23	1039.1	1039.1	1.000	1.000	1.000	OK				
chr6	135217862	135219171	MYB_exon_16	MYB	23	1181.7	1181.7	1.000	1.000	1.000	OK				
chr7	50304714	50304921	IKZF1_exon_1	IKZF1	23	947.7	947.7	1.000	0.999	1.000	OK				
chr7	50319040	50319160	IKZF1_exon_2	IKZF1	23	922.9	922.9	1.000	1.000	1.000	OK				
chr7	50327636	50327756	IKZF1_exon_3	IKZF1	23	982.7	982.7	1.000	1.000	1.000	OK				
chr7	50376531	50376792	IKZF1_exon_4	IKZF1	23	1703.5	1703.5	1.000	1.000	1.000	OK				
chr7	50382538	50382706	IKZF1_exon_5	IKZF1	23	1175.0	1175.0	1.000	1.000	1.000	OK				
chr7	50387346	50387466	IKZF1_exon_6	IKZF1	23	854.9	854.9	1.000	0.999	1.000	OK				
chr7	50391727	50391862	IKZF1_exon_7	IKZF1	23	916.3	916.3	1.000	1.000	1.000	OK				
chr7	50399916	50405100	IKZF1_exon_8	IKZF1	23	1891.5	1891.4	1.000	1.000	1.000	OK				
chr7	93099532	93106104	SAMD9_exon_3	SAMD9	23	1797.3	1797.3	1.000	1.000	1.000	OK				
chr7	93114787	93114907	SAMD9_exon_2	SAMD9	23	983.5	983.5	1.000	1.000	1.000	OK				
chr7	93117859	93117979	SAMD9_exon_1	SAMD9	23	780.4	780.4	1.000	1.000	1.000	OK				
chr7	93130054	93135990	SAMD9L_exon_5	SAMD9L	23	1898.1	1898.1	1.000	1.000	1.000	OK				
chr7	93144731	93144851	SAMD9L_exon_4	SAMD9L	23	1116.7	1116.7	1.000	1.000	1.000	OK				
chr7	93145383	93146039	SAMD9L_exon_3	SAMD9L	23	1694.4	1694.4	1.000	1.000	1.000	OK				
chr7	93146881	93147145	SAMD9L_exon_2	SAMD9L	23	1622.2	1622.2	1.000	1.000	1.000	OK				
chr7	93148192	93148384	SAMD9L_exon_1	SAMD9L	23	1392.5	1392.5	1.000	1.000	1.000	OK				
chr7	101817608	101817728	CUX1_exon_1	CUX1	23	738.2	738.2	1.000	0.998	1.000	OK				
chr7	101916108	101916228	CUX1_exon_2	CUX1	23	983.5	983.5	1.000	1.000	1.000	OK				
chr7	102028050	102028170	CUX1_exon_3	CUX1	23	951.1	949.0	0.993	0.978	1.000	OK				
chr7	102070334	102070454	CUX1_exon_4	CUX1	23	892.1	892.1	1.000	0.998	1.000	OK				
chr7	102097362	102097500	CUX1_exon_5	CUX1	23	951.0	951.0	1.000	0.999	1.000	OK				
chr7	102104336	102104456	CUX1_exon_6	CUX1	23	1007.6	1007.6	1.000	1.000	1.000	OK				
chr7	102111675	102111795	CUX1_exon_7	CUX1	23	1028.5	1028.5	1.000	1.000	1.000	OK				
chr7	102115196	102115316	CUX1_exon_8	CUX1	23	994.4	994.4	1.000	1.000	1.000	OK				
chr7	102158527	102158647	CUX1_exon_9	CUX1	23	916.9	916.9	1.000	1.000	1.000	OK				
chr7	102170436	102170556	CUX1_exon_10	CUX1	23	963.6	963.6	1.000	1.000	1.000	OK				
chr7	102178467	102178656	CUX1_exon_11	CUX1	23	1425.4	1424.6	1.000	0.999	1.000	OK				
chr7	102189791	102189911	CUX1_exon_12	CUX1	23	1039.7	1039.7	1.000	1.000	1.000	OK				
chr7	102193806	102193926	CUX1_exon_13	CUX1	23	1044.1	1044.1	1.000	1.000	1.000	OK				
chr7	102195492	102195612	CUX1_exon_14	CUX1	23	823.7	823.7	1.000	0.999	1.000	OK				
chr7	102196632	102197304	CUX1_exon_15	CUX1	23	1866.7	1866.7	1.000	1.000	1.000	OK				
chr7	102198798	102198918	CUX1_exon_16	CUX1	23	1093.2	1093.2	1.000	1.000	1.000	OK				
chr7	102200070	102200190	CUX1_exon_17	CUX1	23	932.0	932.0	1.000	1.000	1.000	OK				
chr7	102201358	102202203	CUX1_exon_18	CUX1	23	1462.5	1462.1	1.000	1.000	1.000	OK				
chr7	102204389	102204555	CUX1_exon_19	CUX1	23	1252.3	1252.3	1.000	0.999	1.000	OK				
chr7	102205075	102205195	CUX1_exon_20	CUX1	23	851.8	851.8	1.000	1.000	1.000	OK				
chr7	102227365	102227668	CUX1_exon_21	CUX1	23	1648.5	1648.5	1.000	1.000	1.000	OK				
chr7	102234050	102234239	CUX1_exon_22	CUX1	23	1492.7	1492.7	1.000	1.000	1.000	OK				
chr7	102239318	102239583	CUX1_exon_23	CUX1	23	1432.7	1432.3	1.000	1.000	1.000	OK				
chr7	102248410	102258232	CUX1_exon_24	CUX1	23	1632.9	1632.8	1.000	1.000	1.000	OK				
chr7	134646849	134646969	BPGM_exon_1	BPGM	23	973.4	973.4	1.000	0.999	1.000	OK				
chr7	134661445	134662107	BPGM_exon_2	BPGM	23	1888.1	1888.1	1.000	1.000	1.000	OK				
chr7	134678851	134679815	BPGM_exon_3	BPGM	23	1571.7	1571.7	1.000	1.000	1.000	OK				
chr7	139359892	139360321	LUC7L2_exon_1	LUC7L2	23	859.7	859.5	1.000	0.999	1.000	OK				
chr7	139376045	139376165	LUC7L2_exon_2	LUC7L2	23	1063.8	1063.8	1.000	1.000	1.000	OK				
chr7	139398587	139398707	LUC7L2_exon_3	LUC7L2	23	1089.7	1089.7	1.000	1.000	1.000	OK				
chr7	139402130	139402250	LUC7L2_exon_4	LUC7L2	23	1077.1	1077.1	1.000	1.000	1.000	OK				
chr7	139405642	139405786	LUC7L2_exon_5	LUC7L2	23	1083.4	1083.4	1.000	1.000	1.000	OK				
chr7	139407172	139407349	LUC7L2_exon_6	LUC7L2	23	1295.0	1295.0	1.000	1.000	1.000	OK				
chr7	139409551	139409671	LUC7L2_exon_7	LUC7L2	23	881.2	881.2	1.000	1.000	1.000	OK				
chr7	139412513	139412633	LUC7L2_exon_8	LUC7L2	23	557.7	557.7	1.000	1.000	1.000	OK				
chr7	139417536	139417728	LUC7L2_exon_9	LUC7L2	23	1487.3	1487.3	1.000	1.000	1.000	OK				
chr7	139422161	139423453	LUC7L2_exon_10	LUC7L2	23	1648.2	1648.2	1.000	1.000	1.000	OK				
chr7	140753272	140753392	BRAF_exon_15	BRAF	23	811.2	811.2	1.000	1.000	1.000	OK				
chr7	148807381	148807705	EZH2_exon_20	EZH2	23	1335.5	1335.3	1.000	0.999	1.000	OK				
chr7	148809065	148809185	EZH2_exon_19	EZH2	23	1110.8	1110.8	1.000	1.000	1.000	OK				
chr7	148809271	148809391	EZH2_exon_18	EZH2	23	1179.4	1179.4	1.000	0.999	1.000	OK				
chr7	148810296	148810416	EZH2_exon_17	EZH2	23	906.8	906.8	1.000	0.999	1.000	OK				
chr7	148811607	148811727	EZH2_exon_16	EZH2	23	946.0	946.0	1.000	1.000	1.000	OK				
chr7	148813957	148814136	EZH2_exon_15	EZH2	23	1421.5	1421.5	1.000	1.000	1.000	OK				
chr7	148814915	148815035	EZH2_exon_14	EZH2	23	976.0	976.0	1.000	1.000	1.000	OK				
chr7	148815491	148815611	EZH2_exon_13	EZH2	23	1048.8	1048.8	1.000	1.000	1.000	OK				
chr7	148816672	148816792	EZH2_exon_12	EZH2	23	961.8	961.8	1.000	1.000	1.000	OK				
chr7	148817220	148817390	EZH2_exon_11	EZH2	23	1331.6	1331.5	1.000	1.000	1.000	OK				
chr7	148817875	148818116	EZH2_exon_10	EZH2	23	1302.5	1302.5	1.000	1.000	1.000	OK				
chr7	148819571	148819691	EZH2_exon_9	EZH2	23	1027.5	1027.5	1.000	1.000	1.000	OK				
chr7	148826452	148826631	EZH2_exon_8	EZH2	23	1461.2	1461.2	1.000	1.000	1.000	OK				
chr7	148827157	148827277	EZH2_exon_7	EZH2	23	760.0	760.0	1.000	1.000	1.000	OK				
chr7	148828738	148828879	EZH2_exon_6	EZH2	23	830.9	830.9	1.000	1.000	1.000	OK				
chr7	148829726	148829846	EZH2_exon_5	EZH2	23	317.5	317.5	1.000	1.000	1.000	OK				
chr7	148832630	148832750	EZH2_exon_4	EZH2	23	1012.2	1012.2	1.000	1.000	1.000	OK				
chr7	148846472	148846592	EZH2_exon_3	EZH2	23	1089.8	1089.8	1.000	1.000	1.000	OK				
chr7	148847182	148847302	EZH2_exon_2	EZH2	23	997.9	997.9	1.000	1.000	1.000	OK				
chr7	148884166	148884286	EZH2_exon_1	EZH2	23	381.9	381.9	1.000	0.999	1.000	OK				
chr7	152644878	152649362	XRCC2_exon_3	XRCC2	23	761.3	761.2	1.000	1.000	1.000	OK				
chr7	152660683	152660803	XRCC2_exon_2	XRCC2	23	847.3	847.3	1.000	1.000	1.000	OK				
chr7	152676033	152676153	XRCC2_exon_1	XRCC2	23	905.4	905.4	1.000	0.999	1.000	OK				
chr8	2935359	2938743	CSMD1_exon_70	CSMD1	23	1555.6	1555.6	1.000	1.000	1.000	OK				
chr8	2942470	2942603	CSMD1_exon_69	CSMD1	23	1142.4	1142.4	1.000	1.000	1.000	OK				
chr8	2949282	2949402	CSMD1_exon_68	CSMD1	23	762.8	762.8	1.000	0.999	1.000	OK				
chr8	2950225	2950345	CSMD1_exon_67	CSMD1	23	892.7	892.7	1.000	1.000	1.000	OK				
chr8	2951112	2951274	CSMD1_exon_66	CSMD1	23	1291.5	1291.5	1.000	1.000	1.000	OK				
chr8	2954156	2954276	CSMD1_exon_65	CSMD1	23	576.6	576.6	1.000	1.000	1.000	OK				
chr8	2955587	2955767	CSMD1_exon_64	CSMD1	23	1474.2	1474.2	1.000	1.000	1.000	OK				
chr8	2957690	2957810	CSMD1_exon_63	CSMD1	23	904.5	904.5	1.000	1.000	1.000	OK				
