chromosome	start	end	gene	mean_log2	stdev_log2	n_samples	is_noisy
chr5	58454463	58454583	bb.chr5.58454463	-0.018612	0.085777	23	False
chr5	59586445	59586565	bb.chr5.59586445	-0.040994	0.200658	23	False
chr5	60631024	60631144	bb.chr5.60631024	-0.018889	0.083927	23	False
chr5	61969996	61970116	bb.chr5.61969996	0.000559	0.266119	23	False
chr5	62769426	62769546	bb.chr5.62769426	-0.009402	0.095557	23	False
chr5	64568878	64568998	bb.chr5.64568878	0.016305	0.112730	23	False
chr5	65192593	65192713	bb.chr5.65192593	-0.200540	0.596877	23	True
chr5	65907911	65908031	bb.chr5.65907911	0.029796	0.132980	23	False
chr5	66533979	66534099	bb.chr5.66533979	-0.085703	0.756629	23	True
chr5	67478904	67479024	bb.chr5.67478904	-0.079695	0.366868	23	True
chr5	68365000	68365120	bb.chr5.68365000	-0.012491	0.205330	23	False
chr5	71456881	71457001	bb.chr5.71456881	-0.012535	0.214936	23	False
chr5	72150104	72150224	bb.chr5.72150104	-0.061793	0.319742	23	True
chr5	73152457	73152577	bb.chr5.73152457	0.009874	0.106750	23	False
chr5	73776067	73776187	bb.chr5.73776067	0.006936	0.092357	23	False
chr5	74588002	74588122	bb.chr5.74588002	0.005009	0.109036	23	False
chr5	75656976	75657096	bb.chr5.75656976	-0.020324	0.069868	23	False
chr5	76485405	76485525	bb.chr5.76485405	-0.026311	0.321527	23	True
chr5	77275333	77275453	bb.chr5.77275333	-0.056174	0.353559	23	True
chr5	77981217	77981337	bb.chr5.77981217	0.114186	0.105616	23	False
chr5	78885967	78886087	bb.chr5.78885967	0.002485	0.106348	23	False
chr5	79713636	79713756	bb.chr5.79713636	-0.032091	0.138301	23	False
chr5	80514046	80514166	bb.chr5.80514046	-0.214633	0.771561	23	True
chr5	81857034	81857154	bb.chr5.81857034	0.020637	0.110254	23	False
chr5	82909973	82910093	bb.chr5.82909973	-0.014672	0.116232	23	False
chr5	83965059	83965179	bb.chr5.83965059	-0.038200	0.454978	23	True
chr5	85329923	85330043	bb.chr5.85329923	-0.013762	0.199414	23	False
chr5	86133237	86133357	bb.chr5.86133237	0.000910	0.081785	23	False
chr5	87276247	87276367	bb.chr5.87276247	0.081421	0.436037	23	True
chr5	88839585	88839705	bb.chr5.88839585	-0.005616	0.182459	23	False
chr5	89673255	89673375	bb.chr5.89673255	-0.042130	0.150846	23	False
chr5	90441310	90441430	bb.chr5.90441310	-0.038906	0.236166	23	False
chr5	91323338	91323458	bb.chr5.91323338	0.025574	0.177164	23	False
chr5	92104294	92104414	bb.chr5.92104294	-0.042501	0.242978	23	False
chr5	92865313	92865433	bb.chr5.92865313	-0.021136	0.073163	23	False
chr5	93682182	93682302	bb.chr5.93682182	-0.016074	0.408980	23	True
chr5	94390056	94390176	bb.chr5.94390056	-0.015740	0.175665	23	False
chr5	95241597	95241717	bb.chr5.95241597	-0.080344	0.302366	23	True
chr5	96064643	96064763	bb.chr5.96064643	0.027603	0.216739	23	False
chr5	97117541	97117661	bb.chr5.97117541	-0.031992	0.187147	23	False
chr5	98134198	98134318	bb.chr5.98134198	-0.416853	1.167589	23	True
chr5	98781701	98781821	bb.chr5.98781701	-0.081804	0.354251	23	True
chr5	99975166	99975286	bb.chr5.99975166	-0.271667	0.704759	23	True
chr5	101240788	101240908	bb.chr5.101240788	-0.018455	0.215581	23	False
chr5	101997083	101997203	bb.chr5.101997083	-0.147027	0.511683	23	True
chr5	105770297	105770417	bb.chr5.105770297	0.002443	0.185716	23	False
chr5	107316106	107316226	bb.chr5.107316106	-0.035686	0.138849	23	False
chr5	109204797	109204917	bb.chr5.109204797	0.004062	0.157254	23	False
chr5	110016519	110016639	bb.chr5.110016519	-0.007972	0.090696	23	False
chr5	111081744	111081864	bb.chr5.111081744	-0.045845	0.160189	23	False
chr5	112689068	112689188	bb.chr5.112689068	0.000880	0.176666	23	False
chr5	113791140	113791260	bb.chr5.113791140	-0.010666	0.113210	23	False
chr5	114460605	114460725	bb.chr5.114460605	0.008878	0.107515	23	False
chr5	115402372	115402492	bb.chr5.115402372	0.129341	0.061710	23	False
chr5	116052787	116052907	bb.chr5.116052787	-0.063259	0.346694	23	True
chr5	116993464	116993584	bb.chr5.116993464	-0.005571	0.211095	23	False
chr5	117919233	117919353	bb.chr5.117919233	-0.015656	0.114854	23	False
chr5	119410255	119410375	bb.chr5.119410255	-0.007904	0.084121	23	False
chr5	120198429	120198549	bb.chr5.120198429	-0.069316	0.316281	23	True
chr5	120910810	120910930	bb.chr5.120910810	-0.006853	0.159325	23	False
chr5	122415469	122415589	bb.chr5.122415469	-0.031391	0.163392	23	False
chr5	123173895	123174015	bb.chr5.123173895	-0.019381	0.166103	23	False
chr5	124013363	124013483	bb.chr5.124013363	-0.049257	0.233953	23	False
chr5	124781799	124781919	bb.chr5.124781799	-0.157664	0.470562	23	True
chr5	126426697	126426817	bb.chr5.126426697	0.016326	0.190655	23	False
chr5	127486195	127486315	bb.chr5.127486195	-0.015439	0.088703	23	False
chr5	128186401	128186521	bb.chr5.128186401	-0.001554	0.146605	23	False
chr5	128854177	128854297	bb.chr5.128854177	-0.683397	1.703136	20	True
chr5	129623189	129623309	bb.chr5.129623189	-0.045753	0.216073	23	False
chr5	130599890	130600010	bb.chr5.130599890	-0.368226	1.415690	23	True
chr5	131771628	131771748	bb.chr5.131771628	-0.007575	0.128773	23	False
chr5	132481607	132481836	IRF1_exon_10	0.067528	0.084628	23	False
chr5	132481836	132482065	IRF1_exon_10	0.062165	0.069463	23	False
chr5	132482914	132483204	IRF1_exon_10	0.085768	0.085344	23	False
chr5	132483204	132483494	IRF1_exon_10	0.002370	0.092159	23	False
chr5	132483494	132483784	IRF1_exon_10	0.013955	0.080914	23	False
chr5	132483784	132484074	IRF1_exon_10	0.099524	0.068161	23	False
chr5	132484360	132484496	IRF1_exon_9	0.026945	0.095387	23	False
chr5	132485624	132485744	IRF1_exon_8	0.019485	0.122464	23	False
chr5	132486250	132486370	IRF1_exon_7	0.021351	0.110914	23	False
chr5	132486560	132486680	IRF1_exon_6	0.020889	0.076101	23	False
chr5	132486728	132486848	IRF1_exon_5	0.018384	0.072187	23	False
chr5	132486952	132487129	IRF1_exon_4	0.043194	0.071162	23	False
chr5	132487923	132488043	IRF1_exon_3	-0.020624	0.133007	23	False
chr5	132489384	132489504	IRF1_exon_2	-0.011782	0.097214	23	False
chr5	132490543	132490772	IRF1_exon_1	0.069912	0.095226	23	False
chr5	133399470	133399590	bb.chr5.133399470	0.017599	0.104653	23	False
chr5	134060069	134060189	bb.chr5.134060069	0.039624	0.103130	23	False
chr5	135008049	135008169	bb.chr5.135008049	-0.012612	0.111537	23	False
chr5	136638808	136638928	bb.chr5.136638808	0.000895	0.085635	23	False
chr5	137662433	137662553	bb.chr5.137662433	-0.064236	0.096574	23	False
chr5	138393025	138393145	bb.chr5.138393025	-0.023799	0.075901	23	False
chr5	139471260	139471380	bb.chr5.139471260	0.031718	0.148984	23	False
chr5	140322275	140322395	bb.chr5.140322275	-0.022099	0.081267	23	False
chr5	142628900	142629020	bb.chr5.142628900	0.021173	0.089590	23	False
chr5	143793180	143793300	bb.chr5.143793180	-0.004024	0.124373	23	False
chr5	144458967	144459087	bb.chr5.144458967	-0.015420	0.130184	23	False
chr5	145225608	145225728	bb.chr5.145225608	-0.041634	0.073662	23	False
chr5	145942448	145942568	bb.chr5.145942448	0.060643	0.067245	23	False
chr5	146878973	146879093	bb.chr5.146878973	-0.028114	0.065913	23	False
chr5	147847360	147847480	bb.chr5.147847360	-0.020764	0.100158	23	False
chr5	148487856	148487976	bb.chr5.148487856	-0.582187	1.602249	23	True
chr5	149492966	149493086	CSNK1A1_exon_10	-0.037979	0.062529	23	False
chr5	149493338	149493608	CSNK1A1_exon_10	-0.048577	0.080551	23	False
chr5	149493608	149493879	CSNK1A1_exon_10	0.043986	0.057381	23	False
chr5	149493879	149494150	CSNK1A1_exon_10	-0.025807	0.085416	23	False
chr5	149494150	149494421	CSNK1A1_exon_10	0.024527	0.119454	23	False
chr5	149494421	149494692	CSNK1A1_exon_10	0.005129	0.063124	23	False
chr5	149494692	149494963	CSNK1A1_exon_10	0.013783	0.057661	23	False
chr5	149494963	149495233	CSNK1A1_exon_10	0.028301	0.088457	23	False
chr5	149495233	149495504	CSNK1A1_exon_10	-0.000059	0.137560	23	False
chr5	149495504	149495775	CSNK1A1_exon_10	0.036391	0.085180	23	False
chr5	149495775	149496046	CSNK1A1_exon_10	-0.030194	0.182880	23	False
chr5	149496046	149496317	CSNK1A1_exon_10	0.001769	0.142872	23	False
chr5	149496317	149496588	CSNK1A1_exon_10	0.015377	0.079675	23	False
chr5	149496588	149496859	CSNK1A1_exon_10	-0.042346	0.056975	23	False
chr5	149505445	149505594	CSNK1A1_exon_9	-0.008428	0.052971	23	False
chr5	149507018	149507138	CSNK1A1_exon_8	-0.000022	0.078136	23	False
chr5	149509877	149509997	CSNK1A1_exon_7	0.019310	0.122537	23	False
chr5	149511770	149511890	CSNK1A1_exon_6	-0.012104	0.103988	23	False
chr5	149513068	149513208	CSNK1A1_exon_5	0.013179	0.045561	23	False
chr5	149520274	149520394	CSNK1A1_exon_4	-0.032260	0.161703	23	False
chr5	149525046	149525166	CSNK1A1_exon_3	0.010093	0.102606	23	False
chr5	149550066	149550186	CSNK1A1_exon_2	0.009432	0.081044	23	False
chr5	149550840	149551139	CSNK1A1_exon_1	-0.007795	0.053553	23	False
chr5	149551139	149551438	CSNK1A1_exon_1	-0.010472	0.091912	23	False
chr5	149732543	149732663	bb.chr5.149732543	-0.011491	0.066017	23	False
chr5	150053293	150053603	CSF1R_exon_21	0.041716	0.084536	23	False
chr5	150053603	150053913	CSF1R_exon_21	0.013609	0.116978	23	False
chr5	150053913	150054223	CSF1R_exon_21	0.144034	0.089726	23	False
chr5	150054314	150054434	CSF1R_exon_20	0.069226	0.117079	23	False
chr5	150055225	150055345	CSF1R_exon_19	-0.032215	0.083862	23	False
chr5	150056020	150056140	CSF1R_exon_18	0.044277	0.061167	23	False
chr5	150056218	150056338	CSF1R_exon_17	0.053292	0.053048	23	False
chr5	150057275	150057395	CSF1R_exon_16	0.016888	0.072494	23	False
chr5	150057491	150057611	CSF1R_exon_15	0.024209	0.091924	23	False
chr5	150059698	150059861	CSF1R_exon_14	-0.051081	0.064105	23	False
chr5	150060855	150060975	CSF1R_exon_13	0.025712	0.116172	23	False
chr5	150061481	150061601	CSF1R_exon_12	-0.138877	0.139822	23	False
chr5	150061724	150061844	CSF1R_exon_11	-0.119279	0.082001	23	False
chr5	150068211	150068331	CSF1R_exon_10	-0.027751	0.122266	23	False
chr5	150069871	150070062	CSF1R_exon_9	0.058524	0.065413	23	False
chr5	150070180	150070300	CSF1R_exon_8	0.043747	0.084630	23	False
chr5	150070452	150070572	CSF1R_exon_7	-0.028160	0.074945	23	False
chr5	150073299	150073492	CSF1R_exon_6	-0.132254	0.051798	23	False
chr5	150077274	150077434	CSF1R_exon_5	-0.026299	0.075400	23	False
chr5	150078110	150078247	CSF1R_exon_4	0.037244	0.067790	23	False
chr5	150080050	150080335	CSF1R_exon_3	0.022129	0.057046	23	False
chr5	150080765	150081023	CSF1R_exon_2	0.050790	0.045581	23	False
chr5	150086377	150086553	CSF1R_exon_1	-0.101815	0.063021	23	False
chr5	150520270	150520390	bb.chr5.150520270	-0.005838	0.114663	23	False
chr5	151640700	151640820	bb.chr5.151640700	-0.030457	0.070482	23	False
chr5	152431486	152431606	bb.chr5.152431486	-0.005390	0.173809	23	False
chr5	153123240	153123360	bb.chr5.153123240	-0.044897	0.323203	23	True
chr5	153739028	153739148	bb.chr5.153739028	-0.033510	0.148878	23	False
chr5	154559955	154560075	bb.chr5.154559955	-0.022366	0.093972	23	False
chr5	155593511	155593631	bb.chr5.155593511	-0.032656	0.288315	23	False
chr5	156388564	156388684	bb.chr5.156388564	0.009857	0.096719	23	False
chr5	157045992	157046112	bb.chr5.157045992	0.002019	0.137762	23	False
chr5	157751151	157751271	bb.chr5.157751151	0.003165	0.114960	23	False
chr5	158374228	158374348	bb.chr5.158374228	-0.041513	0.097095	23	False
chr5	159115697	159115817	bb.chr5.159115697	-0.012281	0.120427	23	False
chr5	159739549	159739669	bb.chr5.159739549	-0.005278	0.135581	23	False
chr5	160434274	160434394	bb.chr5.160434274	-0.006014	0.097323	23	False
chr5	161821467	161821587	bb.chr5.161821467	-0.011347	0.185733	23	False
chr5	162571750	162571870	bb.chr5.162571750	-0.113234	0.536366	23	True
chr5	163244640	163244760	bb.chr5.163244640	-0.026226	0.653562	23	True
chr5	164743663	164743783	bb.chr5.164743663	-0.013874	0.111780	23	False
chr5	165551564	165551684	bb.chr5.165551564	-0.115620	0.598997	23	True
chr5	166325185	166325305	bb.chr5.166325185	-0.017056	0.223884	23	False
chr5	167097961	167098081	bb.chr5.167097961	-0.295380	0.813579	23	True
chr5	167947123	167947243	bb.chr5.167947123	-0.034497	0.066041	23	False
chr5	168756638	168756758	bb.chr5.168756638	0.001098	0.081399	23	False
chr5	169911260	169911380	bb.chr5.169911260	-0.004829	0.071330	23	False
chr5	170788426	170788546	bb.chr5.170788426	0.008699	0.081812	23	False
chr5	171387847	171388005	NPM1_exon_1	-0.009753	0.084230	23	False
chr5	171390015	171390135	NPM1_exon_2	0.011869	0.097444	23	False
chr5	171391303	171391423	NPM1_exon_3	-0.008694	0.076879	23	False
chr5	171391680	171391800	NPM1_exon_4	0.002626	0.081037	23	False
chr5	171392701	171392821	NPM1_exon_5	0.006832	0.100122	23	False
chr5	171392864	171392984	NPM1_exon_6	0.006895	0.167181	23	False
chr5	171400118	171400238	NPM1_exon_7	-0.020588	0.079926	23	False
chr5	171400834	171400954	NPM1_exon_8	0.006288	0.083260	23	False
chr5	171405298	171405418	NPM1_exon_9	0.000008	0.128514	23	False
chr5	171407675	171407795	NPM1_exon_10	0.005040	0.072653	23	False
chr5	171410511	171410631	NPM1_exon_11	0.063114	0.234517	23	False
chr5	171410711	171410899	NPM1_exon_11	0.002258	0.098889	23	False
chr5	171442518	171442638	bb.chr5.171442518	-0.021958	0.087922	23	False
chr5	172235139	172235259	bb.chr5.172235139	0.006632	0.160780	23	False
chr5	172994697	172994817	bb.chr5.172994697	0.017595	0.167069	23	False
chr5	174192557	174192677	bb.chr5.174192557	0.002136	0.112023	23	False
chr5	175202564	175202684	bb.chr5.175202564	0.008061	0.085207	23	False
chr5	176260553	176260673	bb.chr5.176260553	0.006781	0.320497	23	True
chr5	176861761	176861881	bb.chr5.176861761	-0.007275	0.134175	23	False
chr5	177511575	177511926	DDX41_exon_17	-0.031120	0.036360	23	False
chr5	177512089	177512209	DDX41_exon_16	-0.012974	0.133088	23	False
chr5	177512296	177512416	DDX41_exon_15	-0.007598	0.098585	23	False
chr5	177512494	177512644	DDX41_exon_14	-0.005383	0.058104	23	False
chr5	177512775	177512895	DDX41_exon_13	0.003088	0.130001	23	False
chr5	177513001	177513121	DDX41_exon_12	0.009616	0.099821	23	False
chr5	177513351	177513483	DDX41_exon_11	-0.007486	0.073072	23	False
chr5	177513683	177513846	DDX41_exon_10	-0.091587	0.080409	23	False
chr5	177514699	177514836	DDX41_exon_9	0.060959	0.086515	23	False
chr5	177514914	177515068	DDX41_exon_8	-0.055597	0.075712	23	False
chr5	177515183	177515303	DDX41_exon_7	-0.107941	0.080276	23	False
chr5	177515683	177515820	DDX41_exon_6	0.040788	0.053069	23	False
chr5	177515898	177516018	DDX41_exon_5	-0.046306	0.072379	23	False
chr5	177516106	177516226	DDX41_exon_4	0.038156	0.065142	23	False
chr5	177516286	177516446	DDX41_exon_3	0.033035	0.053451	23	False
chr5	177516718	177516838	DDX41_exon_2	0.060948	0.100978	23	False
chr5	177516907	177517027	DDX41_exon_1	0.045612	0.049514	23	False
chr5	177630376	177630496	bb.chr5.177630376	-0.004483	0.167535	23	False
chr5	178387721	178387841	bb.chr5.178387721	0.016743	0.140509	23	False
chr5	179218249	179218369	bb.chr5.179218249	0.005468	0.092381	23	False
chr5	179818689	179818809	bb.chr5.179818689	-0.019544	0.101819	23	False
chr5	181108560	181108680	bb.chr5.181108560	-0.016731	0.106479	23	False
chr6	500896	501016	bb.chr6.500896	-0.038048	0.247170	23	False
chr6	1426453	1426573	bb.chr6.1426453	-0.007623	0.081507	23	False
chr6	2097392	2097512	bb.chr6.2097392	0.038892	0.118413	23	False
chr6	2841262	2841382	bb.chr6.2841262	0.020409	0.092163	23	False
chr6	3572254	3572374	bb.chr6.3572254	-0.018340	0.094326	23	False
chr6	4518002	4518122	bb.chr6.4518002	-0.067783	0.471415	23	True
chr6	5177691	5177811	bb.chr6.5177691	0.021844	0.123650	23	False
chr6	5946846	5946966	bb.chr6.5946846	-0.028422	0.092096	23	False
chr6	6637568	6637688	bb.chr6.6637568	-0.002429	0.084968	23	False
chr6	7355177	7355297	bb.chr6.7355177	-0.233149	1.157805	23	True
chr6	8083685	8083805	bb.chr6.8083685	-0.006395	0.188359	23	False
chr6	8787237	8787357	bb.chr6.8787237	-0.248599	0.812525	23	True
chr6	9518995	9519115	bb.chr6.9518995	-0.030128	0.228414	23	False
chr6	10223334	10223454	bb.chr6.10223334	-0.021973	0.072333	23	False
chr6	10923229	10923349	bb.chr6.10923229	0.008352	0.109760	23	False
chr6	11617874	11617994	bb.chr6.11617874	-0.016090	0.229932	23	False
chr6	12514677	12514797	bb.chr6.12514677	-0.026408	0.354445	23	True
chr6	13139053	13139173	bb.chr6.13139053	-0.002976	0.149707	23	False
chr6	14668376	14668496	bb.chr6.14668376	0.001242	0.067594	23	False
chr6	15414484	15414604	bb.chr6.15414484	-0.032383	0.350969	23	True
chr6	16399266	16399386	bb.chr6.16399266	-0.021958	0.138243	23	False
chr6	17295881	17296001	bb.chr6.17295881	-0.031768	0.140054	23	False
chr6	18023287	18023407	bb.chr6.18023287	-0.054165	0.332999	23	True
chr6	18975256	18975376	bb.chr6.18975256	-0.023627	0.129897	23	False
chr6	19670695	19670815	bb.chr6.19670695	-0.011724	0.078053	23	False
chr6	20396136	20396256	bb.chr6.20396136	-0.215230	0.728986	23	True
chr6	21103377	21103497	bb.chr6.21103377	0.092286	0.392018	23	True
chr6	21808315	21808435	bb.chr6.21808315	-0.020425	0.074513	23	False
chr6	22541500	22541620	bb.chr6.22541500	0.015572	0.128793	23	False
chr6	23492787	23492907	bb.chr6.23492787	-0.009270	0.103402	23	False
chr6	24112249	24112369	bb.chr6.24112249	-0.003228	0.091835	23	False
chr6	25395684	25395804	bb.chr6.25395684	0.001207	0.115423	23	False
chr6	26091048	26091168	bb.chr6.26091048	-0.005180	0.073469	23	False
chr6	27344239	27344359	bb.chr6.27344239	0.131732	0.099910	23	False
chr6	28443466	28443586	bb.chr6.28443466	-0.029179	0.081401	23	False
chr6	33673542	33673662	bb.chr6.33673542	0.080550	0.101700	23	False
chr6	34833351	34833471	bb.chr6.34833351	-0.014739	0.167629	23	False
chr6	35611165	35611285	bb.chr6.35611165	0.013053	0.215399	23	False
chr6	36321308	36321428	bb.chr6.36321308	-0.009378	0.100315	23	False
chr6	37761909	37762029	bb.chr6.37761909	0.103578	0.109129	23	False
chr6	38428296	38428416	bb.chr6.38428296	0.002438	0.115810	23	False
chr6	39375945	39376065	bb.chr6.39375945	-0.050998	0.064344	23	False
chr6	40383136	40383256	bb.chr6.40383136	-0.030203	0.118506	23	False
chr6	41308046	41308166	bb.chr6.41308046	-0.024823	0.091776	23	False
chr6	41934950	41935239	CCND3_exon_5	0.077247	0.055829	23	False
chr6	41935239	41935528	CCND3_exon_5	-0.023561	0.072288	23	False
chr6	41935528	41935817	CCND3_exon_5	-0.060279	0.112059	23	False
chr6	41935817	41936106	CCND3_exon_5	0.080785	0.095795	23	False
chr6	41936557	41936694	CCND3_exon_4	0.045226	0.085524	23	False
chr6	41937233	41937393	CCND3_exon_3	-0.041053	0.053196	23	False
chr6	41940368	41940584	CCND3_exon_2	0.046568	0.079339	23	False
chr6	41941450	41941807	CCND3_exon_1	-0.046265	0.121108	23	False
chr6	42509008	42509128	bb.chr6.42509008	-0.017878	0.099304	23	False
chr6	43428527	43428647	bb.chr6.43428527	0.013695	0.108759	23	False
chr6	44154619	44154739	bb.chr6.44154619	-0.014095	0.126021	23	False
chr6	44805465	44805585	bb.chr6.44805465	-0.084355	0.393458	23	True
chr6	45556150	45556270	bb.chr6.45556150	0.020592	0.100378	23	False
chr6	46708222	46708342	bb.chr6.46708222	-0.052747	0.369100	23	True
chr6	47476344	47476464	bb.chr6.47476344	-0.021764	0.079344	23	False
chr6	49369465	49369585	bb.chr6.49369465	0.106983	0.197534	23	False
chr6	50113529	50113649	bb.chr6.50113529	-0.036905	0.095983	23	False
chr6	51619103	51619223	bb.chr6.51619103	0.017118	0.087502	23	False
chr6	52566427	52566547	bb.chr6.52566427	0.021453	0.096828	23	False
chr6	53273345	53273465	bb.chr6.53273345	-0.026793	0.204717	23	False
chr6	53982814	53982934	bb.chr6.53982814	-0.013125	0.122950	23	False
chr6	54687001	54687121	bb.chr6.54687001	-0.016634	0.241515	23	False
chr6	55677577	55677697	bb.chr6.55677577	-0.054007	0.421193	23	True
chr6	56426015	56426135	bb.chr6.56426015	0.000604	0.107609	23	False
chr6	58275628	58275748	bb.chr6.58275628	-0.019979	0.088302	23	False
chr6	60720331	60720451	bb.chr6.60720331	-0.030347	0.183744	23	False
chr6	61920898	61921018	bb.chr6.61920898	-0.066526	0.263919	23	False
chr6	62833573	62833693	bb.chr6.62833573	-0.040366	0.172344	23	False
chr6	63574309	63574429	bb.chr6.63574309	0.023578	0.158384	23	False
chr6	64800120	64800240	bb.chr6.64800120	-0.027649	0.131418	23	False
chr6	65476176	65476296	bb.chr6.65476176	-0.046171	0.195217	23	False
chr6	66429927	66430047	bb.chr6.66429927	-0.095382	0.348473	23	True
chr6	68487298	68487418	bb.chr6.68487298	-0.193600	1.071289	23	True
chr6	69398463	69398583	bb.chr6.69398463	-0.030700	0.107596	23	False
chr6	70371613	70371733	bb.chr6.70371613	-0.019606	0.104057	23	False
chr6	71105114	71105234	bb.chr6.71105114	0.171581	0.096275	23	False
chr6	71875703	71875823	bb.chr6.71875703	0.003936	0.201899	23	False
chr6	72639826	72639946	bb.chr6.72639826	-0.015474	0.139664	23	False
chr6	73348223	73348343	bb.chr6.73348223	-0.028919	0.077012	23	False
chr6	74016177	74016297	bb.chr6.74016177	-0.049841	0.418534	23	True
chr6	75134824	75134944	bb.chr6.75134824	-0.015228	0.103208	23	False
chr6	75937799	75937919	bb.chr6.75937799	-0.052168	0.175876	23	False
chr6	77104920	77105040	bb.chr6.77104920	-0.154488	0.646695	23	True
chr6	78037711	78037831	bb.chr6.78037711	-0.002864	0.194550	23	False
chr6	78691636	78691756	bb.chr6.78691636	-0.000177	0.160498	23	False
chr6	79466720	79466840	bb.chr6.79466720	0.013136	0.132926	23	False
chr6	81136941	81137061	bb.chr6.81136941	0.014508	0.102311	23	False
chr6	81832276	81832396	bb.chr6.81832276	0.013976	0.120378	23	False
chr6	82777781	82777901	bb.chr6.82777781	-0.000466	0.177051	23	False
chr6	83474693	83474813	bb.chr6.83474693	-0.021249	0.144461	23	False
chr6	84448431	84448551	bb.chr6.84448431	-0.024983	0.087252	23	False
chr6	85115909	85116029	bb.chr6.85115909	0.005106	0.089479	23	False
chr6	85768959	85769079	bb.chr6.85768959	0.008562	0.111374	23	False
chr6	87524765	87524885	bb.chr6.87524765	-0.668060	1.492095	23	True
chr6	88572699	88572819	bb.chr6.88572699	-0.011588	0.089865	23	False
chr6	89623279	89623399	bb.chr6.89623279	-0.010969	0.142782	23	False
chr6	90393927	90394047	bb.chr6.90393927	-0.064142	0.405488	23	True
chr6	91479285	91479405	bb.chr6.91479285	0.011026	0.092717	23	False
chr6	92275583	92275703	bb.chr6.92275583	-0.000048	0.143233	23	False
chr6	92987622	92987742	bb.chr6.92987622	-0.013387	0.122414	23	False
chr6	93653674	93653794	bb.chr6.93653674	-0.044512	0.207463	23	False
chr6	96086737	96086857	bb.chr6.96086737	0.011306	0.251719	23	False
chr6	97077572	97077692	bb.chr6.97077572	-0.003565	0.154724	23	False
chr6	98490898	98491018	bb.chr6.98490898	0.016012	0.205620	23	False
chr6	99377291	99377411	bb.chr6.99377291	-0.040459	0.151087	23	False
chr6	99542385	99542629	CCNC_exon_12	0.024916	0.095666	23	False
chr6	99542629	99542874	CCNC_exon_12	0.023781	0.090145	23	False
chr6	99542874	99543118	CCNC_exon_12	0.051280	0.090076	23	False
chr6	99543118	99543363	CCNC_exon_12	-0.000878	0.179404	23	False
chr6	99543363	99543608	CCNC_exon_12	0.012842	0.120033	23	False
chr6	99545109	99545229	CCNC_exon_11	-0.014988	0.072677	23	False
chr6	99546382	99546502	CCNC_exon_10	-0.022899	0.089368	23	False
chr6	99549479	99549599	CCNC_exon_9	-0.017686	0.081700	23	False
chr6	99550201	99550321	CCNC_exon_8	-0.018150	0.068432	23	False
chr6	99558485	99558605	CCNC_exon_5	-0.027256	0.093133	23	False
chr6	99561317	99561437	CCNC_exon_4	-0.107896	0.109997	23	False
chr6	99561578	99561698	CCNC_exon_3	-0.092652	0.107533	23	False
chr6	99562833	99562953	CCNC_exon_2	-0.019754	0.097566	23	False
chr6	99568494	99568659	CCNC_exon_1	-0.078931	0.067272	23	False
chr6	100315232	100315352	bb.chr6.100315232	-0.015436	0.176481	23	False
chr6	101360283	101360403	bb.chr6.101360283	-0.075536	0.528346	23	True
chr6	102401401	102401521	bb.chr6.102401401	-0.024277	0.118187	23	False
chr6	103331340	103331460	bb.chr6.103331340	-0.076278	0.333608	23	True
chr6	103959114	103959234	bb.chr6.103959114	0.001850	0.085158	23	False
chr6	104618521	104618641	bb.chr6.104618521	0.008456	0.078614	23	False
chr6	105822570	105822690	bb.chr6.105822570	-0.149932	0.521216	23	True
chr6	106796024	106796144	bb.chr6.106796024	-0.025693	0.127375	23	False
chr6	107555137	107555257	bb.chr6.107555137	0.009474	0.081825	23	False
chr6	108168336	108168456	bb.chr6.108168336	-0.019514	0.188991	23	False
chr6	109866060	109866180	bb.chr6.109866060	0.006898	0.097273	23	False
chr6	110607537	110607657	bb.chr6.110607537	-0.003000	0.185830	23	False
chr6	111785029	111785149	bb.chr6.111785029	0.019869	0.113410	23	False
chr6	112617544	112617664	bb.chr6.112617544	0.009955	0.147499	23	False
chr6	113276867	113276987	bb.chr6.113276867	0.012026	0.140748	23	False
chr6	113987566	113987686	bb.chr6.113987566	-0.024357	0.087209	23	False
chr6	114748324	114748444	bb.chr6.114748324	-0.005093	0.197045	23	False
chr6	116400433	116400553	bb.chr6.116400433	-0.074737	0.270374	23	False
chr6	117492046	117492166	bb.chr6.117492046	-0.039302	0.284819	23	False
chr6	118321528	118321648	bb.chr6.118321528	0.007086	0.142787	23	False
chr6	119025687	119025807	bb.chr6.119025687	-0.023339	0.109829	23	False
chr6	119897241	119897361	bb.chr6.119897241	0.071875	0.208842	23	False
chr6	120853442	120853562	bb.chr6.120853442	0.026552	0.098415	23	False
chr6	121600265	121600385	bb.chr6.121600265	-0.144454	0.883941	23	True
chr6	122581868	122581988	bb.chr6.122581868	0.007920	0.190683	23	False
chr6	123271630	123271750	bb.chr6.123271630	0.010044	0.173053	23	False
chr6	123972324	123972444	bb.chr6.123972324	-0.009695	0.222951	23	False
chr6	124666033	124666153	bb.chr6.124666033	0.015660	0.083952	23	False
chr6	125889189	125889309	bb.chr6.125889189	0.001292	0.095730	23	False
chr6	126819863	126819983	bb.chr6.126819863	-0.171321	0.603880	23	True
chr6	128715255	128715375	bb.chr6.128715255	-0.023608	0.236814	23	False
chr6	129432912	129433032	bb.chr6.129432912	0.010887	0.154277	23	False
