gene	chromosome	start	end	mean_log2	stdev_log2	fp_gain_count	fp_loss_count	fp_gain_rate	fp_loss_rate	fp_any_rate	n_samples
bb.chr3.165254992	chr3	165254992	165255112	0.011958	0.066208	0	0	0.000000	0.000000	0.000000	8
bb.chr3.166401855	chr3	166401855	166401975	0.024075	0.140107	0	0	0.000000	0.000000	0.000000	8
bb.chr3.167348877	chr3	167348877	167348997	-0.042527	0.129520	0	0	0.000000	0.000000	0.000000	8
bb.chr3.168185985	chr3	168185985	168186105	0.009138	0.101882	0	0	0.000000	0.000000	0.000000	8
bb.chr3.168863643	chr3	168863643	168863763	0.017587	0.061477	0	0	0.000000	0.000000	0.000000	8
bb.chr3.169744975	chr3	169744975	169745095	-0.006575	0.177322	0	0	0.000000	0.000000	0.000000	8
TERC	chr3	169764399	169765734	-0.017361	0.052883	0	0	0.000000	0.000000	0.000000	8
bb.chr3.171263020	chr3	171263020	171263140	0.017959	0.064988	0	0	0.000000	0.000000	0.000000	8
bb.chr3.172467808	chr3	172467808	172467928	-0.031839	0.136385	0	0	0.000000	0.000000	0.000000	8
bb.chr3.173395191	chr3	173395191	173395311	-0.000213	0.065303	0	0	0.000000	0.000000	0.000000	8
bb.chr3.174278078	chr3	174278078	174278198	-0.007179	0.125729	0	0	0.000000	0.000000	0.000000	8
bb.chr3.175471870	chr3	175471870	175471990	-0.061808	0.315361	1	1	0.125000	0.125000	0.250000	8
bb.chr3.177589794	chr3	177589794	177589914	-0.001990	0.076714	0	0	0.000000	0.000000	0.000000	8
bb.chr3.178774363	chr3	178774363	178774483	0.036505	0.058528	0	0	0.000000	0.000000	0.000000	8
bb.chr3.179973849	chr3	179973849	179973969	-0.000246	0.085084	0	0	0.000000	0.000000	0.000000	8
bb.chr3.180821544	chr3	180821544	180821664	0.020976	0.101079	0	0	0.000000	0.000000	0.000000	8
bb.chr3.181504820	chr3	181504820	181504940	-0.010728	0.097620	0	0	0.000000	0.000000	0.000000	8
bb.chr3.182708360	chr3	182708360	182708480	0.013210	0.062977	0	0	0.000000	0.000000	0.000000	8
bb.chr3.183919997	chr3	183919997	183920117	-0.000162	0.080956	0	0	0.000000	0.000000	0.000000	8
bb.chr3.184805765	chr3	184805765	184805885	0.047087	0.080006	0	0	0.000000	0.000000	0.000000	8
bb.chr3.185710857	chr3	185710857	185710977	-0.228699	0.907468	1	3	0.125000	0.375000	0.500000	8
bb.chr3.186320796	chr3	186320796	186320916	-0.002470	0.063984	0	0	0.000000	0.000000	0.000000	8
bb.chr3.187241194	chr3	187241194	187241314	-0.008096	0.055436	0	0	0.000000	0.000000	0.000000	8
bb.chr3.188459779	chr3	188459779	188459899	-0.016658	0.109956	0	0	0.000000	0.000000	0.000000	8
bb.chr3.189331919	chr3	189331919	189332039	-0.168068	0.516508	1	1	0.125000	0.125000	0.250000	8
bb.chr3.190233117	chr3	190233117	190233237	0.045057	0.125255	0	0	0.000000	0.000000	0.000000	8
bb.chr3.190850089	chr3	190850089	190850209	-0.003089	0.112251	0	0	0.000000	0.000000	0.000000	8
bb.chr3.191753116	chr3	191753116	191753236	-0.004668	0.099194	0	0	0.000000	0.000000	0.000000	8
bb.chr3.192369435	chr3	192369435	192369555	0.031203	0.091721	0	0	0.000000	0.000000	0.000000	8
bb.chr3.193548610	chr3	193548610	193548730	-0.021847	0.096081	0	0	0.000000	0.000000	0.000000	8
bb.chr3.194512711	chr3	194512711	194512831	-0.025650	0.089948	0	0	0.000000	0.000000	0.000000	8
bb.chr3.195185443	chr3	195185443	195185563	0.006957	0.097485	0	0	0.000000	0.000000	0.000000	8
bb.chr3.195947326	chr3	195947326	195947446	-0.086549	0.216779	0	1	0.000000	0.125000	0.125000	8
bb.chr3.196631912	chr3	196631912	196632032	0.011874	0.082279	0	0	0.000000	0.000000	0.000000	8
bb.chr3.198052242	chr3	198052242	198052362	-0.044076	0.260485	0	0	0.000000	0.000000	0.000000	8
bb.chr4.670059	chr4	670059	670179	0.015034	0.044415	0	0	0.000000	0.000000	0.000000	8
bb.chr4.1359473	chr4	1359473	1359593	0.020343	0.110304	0	0	0.000000	0.000000	0.000000	8
bb.chr4.2267590	chr4	2267590	2267710	0.085327	0.121120	0	0	0.000000	0.000000	0.000000	8
bb.chr4.2936864	chr4	2936864	2936984	0.019217	0.084575	0	0	0.000000	0.000000	0.000000	8
bb.chr4.3751630	chr4	3751630	3751750	0.009535	0.074228	0	0	0.000000	0.000000	0.000000	8
bb.chr4.4555463	chr4	4555463	4555583	0.005261	0.083703	0	0	0.000000	0.000000	0.000000	8
bb.chr4.5676902	chr4	5676902	5677022	0.017843	0.078342	0	0	0.000000	0.000000	0.000000	8
bb.chr4.6723996	chr4	6723996	6724116	0.014957	0.057128	0	0	0.000000	0.000000	0.000000	8
bb.chr4.8046012	chr4	8046012	8046132	0.029997	0.080045	0	0	0.000000	0.000000	0.000000	8
bb.chr4.8881739	chr4	8881739	8881859	0.029657	0.091072	0	0	0.000000	0.000000	0.000000	8
bb.chr4.9994167	chr4	9994167	9994287	0.019743	0.092365	0	0	0.000000	0.000000	0.000000	8
bb.chr4.10691546	chr4	10691546	10691666	-0.021456	0.088366	0	0	0.000000	0.000000	0.000000	8
bb.chr4.11745614	chr4	11745614	11745734	-0.050741	0.090101	0	0	0.000000	0.000000	0.000000	8
bb.chr4.12353523	chr4	12353523	12353643	-0.042174	0.109171	0	0	0.000000	0.000000	0.000000	8
bb.chr4.13150256	chr4	13150256	13150376	0.003156	0.116288	0	0	0.000000	0.000000	0.000000	8
bb.chr4.13786535	chr4	13786535	13786655	-0.002789	0.142669	0	0	0.000000	0.000000	0.000000	8
bb.chr4.14943801	chr4	14943801	14943921	0.014572	0.075382	0	0	0.000000	0.000000	0.000000	8
bb.chr4.15848303	chr4	15848303	15848423	-0.002163	0.056102	0	0	0.000000	0.000000	0.000000	8
bb.chr4.16653675	chr4	16653675	16653795	0.010177	0.085547	0	0	0.000000	0.000000	0.000000	8
bb.chr4.17941792	chr4	17941792	17941912	-0.010279	0.101297	0	0	0.000000	0.000000	0.000000	8
bb.chr4.18797161	chr4	18797161	18797281	-0.012418	0.061069	0	0	0.000000	0.000000	0.000000	8
bb.chr4.19597554	chr4	19597554	19597674	0.015605	0.039830	0	0	0.000000	0.000000	0.000000	8
bb.chr4.20210253	chr4	20210253	20210373	-0.139881	0.748915	2	3	0.250000	0.375000	0.625000	8
bb.chr4.20983455	chr4	20983455	20983575	0.019459	0.078466	0	0	0.000000	0.000000	0.000000	8
bb.chr4.22139547	chr4	22139547	22139667	0.005241	0.197317	0	0	0.000000	0.000000	0.000000	8
bb.chr4.23349429	chr4	23349429	23349549	-0.054727	0.136908	0	0	0.000000	0.000000	0.000000	8
bb.chr4.24132748	chr4	24132748	24132868	-0.006747	0.064319	0	0	0.000000	0.000000	0.000000	8
DHX15	chr4	24527473	24584553	-0.001470	0.032954	0	0	0.000000	0.000000	0.000000	8
bb.chr4.24992775	chr4	24992775	24992895	-0.020023	0.121226	0	0	0.000000	0.000000	0.000000	8
bb.chr4.25773542	chr4	25773542	25773662	-0.007082	0.073059	0	0	0.000000	0.000000	0.000000	8
bb.chr4.27101848	chr4	27101848	27101968	0.011738	0.108225	0	0	0.000000	0.000000	0.000000	8
bb.chr4.27919283	chr4	27919283	27919403	0.001730	0.103123	0	0	0.000000	0.000000	0.000000	8
bb.chr4.28706286	chr4	28706286	28706406	-0.067927	0.181256	0	0	0.000000	0.000000	0.000000	8
bb.chr4.29337348	chr4	29337348	29337468	-0.042257	0.100610	0	0	0.000000	0.000000	0.000000	8
bb.chr4.30621566	chr4	30621566	30621686	-0.009316	0.129380	0	0	0.000000	0.000000	0.000000	8
bb.chr4.31397378	chr4	31397378	31397498	-0.058752	0.195638	0	0	0.000000	0.000000	0.000000	8
bb.chr4.32221498	chr4	32221498	32221618	0.007128	0.065169	0	0	0.000000	0.000000	0.000000	8
bb.chr4.32927511	chr4	32927511	32927631	-0.021436	0.130394	0	0	0.000000	0.000000	0.000000	8
bb.chr4.34919102	chr4	34919102	34919222	-0.023867	0.095554	0	0	0.000000	0.000000	0.000000	8
bb.chr4.36012213	chr4	36012213	36012333	-0.017025	0.089304	0	0	0.000000	0.000000	0.000000	8
bb.chr4.36738207	chr4	36738207	36738327	0.007097	0.109433	0	0	0.000000	0.000000	0.000000	8
bb.chr4.38396392	chr4	38396392	38396512	0.011683	0.071554	0	0	0.000000	0.000000	0.000000	8
bb.chr4.39133187	chr4	39133187	39133307	-0.115227	0.268525	0	1	0.000000	0.125000	0.125000	8
bb.chr4.40253821	chr4	40253821	40253941	0.007574	0.053977	0	0	0.000000	0.000000	0.000000	8
bb.chr4.41133467	chr4	41133467	41133587	0.005506	0.087500	0	0	0.000000	0.000000	0.000000	8
bb.chr4.42427070	chr4	42427070	42427190	-0.296011	0.638978	0	1	0.000000	0.125000	0.125000	8
bb.chr4.43230558	chr4	43230558	43230678	-0.010516	0.085722	0	0	0.000000	0.000000	0.000000	8
bb.chr4.43945160	chr4	43945160	43945280	0.012379	0.110182	0	0	0.000000	0.000000	0.000000	8
bb.chr4.44578235	chr4	44578235	44578355	0.016897	0.069470	0	0	0.000000	0.000000	0.000000	8
bb.chr4.45793818	chr4	45793818	45793938	0.020159	0.139825	0	0	0.000000	0.000000	0.000000	8
bb.chr4.47560120	chr4	47560120	47560240	0.011395	0.096554	0	0	0.000000	0.000000	0.000000	8
bb.chr4.48334908	chr4	48334908	48335028	-0.003891	0.063293	0	0	0.000000	0.000000	0.000000	8
bb.chr4.49616454	chr4	49616454	49616574	-0.344770	0.809272	1	2	0.125000	0.250000	0.375000	8
bb.chr4.52112515	chr4	52112515	52112635	-0.007763	0.087504	0	0	0.000000	0.000000	0.000000	8
bb.chr4.52958017	chr4	52958017	52958137	-0.011556	0.076420	0	0	0.000000	0.000000	0.000000	8
bb.chr4.53708828	chr4	53708828	53708948	0.010942	0.080304	0	0	0.000000	0.000000	0.000000	8
bb.chr4.54435481	chr4	54435481	54435601	-0.008686	0.038096	0	0	0.000000	0.000000	0.000000	8
KIT	chr4	54657957	54740714	0.000363	0.021030	0	0	0.000000	0.000000	0.000000	8
bb.chr4.55157972	chr4	55157972	55158092	-0.001933	0.080825	0	0	0.000000	0.000000	0.000000	8
bb.chr4.56105045	chr4	56105045	56105165	-0.118497	0.467139	1	2	0.125000	0.250000	0.375000	8
bb.chr4.56878610	chr4	56878610	56878730	0.013028	0.074673	0	0	0.000000	0.000000	0.000000	8
bb.chr4.58017012	chr4	58017012	58017132	0.006489	0.069680	0	0	0.000000	0.000000	0.000000	8
bb.chr4.59816842	chr4	59816842	59816962	-0.230888	0.865157	2	3	0.250000	0.375000	0.625000	8
bb.chr4.61182957	chr4	61182957	61183077	0.012746	0.052190	0	0	0.000000	0.000000	0.000000	8
bb.chr4.61914044	chr4	61914044	61914164	0.004344	0.063745	0	0	0.000000	0.000000	0.000000	8
bb.chr4.62564976	chr4	62564976	62565096	0.016019	0.051154	0	0	0.000000	0.000000	0.000000	8
bb.chr4.63311081	chr4	63311081	63311201	-0.003376	0.126742	0	0	0.000000	0.000000	0.000000	8
bb.chr4.64438653	chr4	64438653	64438773	-0.003464	0.145411	0	0	0.000000	0.000000	0.000000	8
bb.chr4.65081746	chr4	65081746	65081866	0.021562	0.079346	0	0	0.000000	0.000000	0.000000	8
bb.chr4.65984151	chr4	65984151	65984271	-0.054473	0.213260	0	1	0.000000	0.125000	0.125000	8
bb.chr4.67075357	chr4	67075357	67075477	-0.020535	0.172337	0	0	0.000000	0.000000	0.000000	8
bb.chr4.67894548	chr4	67894548	67894668			0	0	0.000000	0.000000	0.000000	0
bb.chr4.69079644	chr4	69079644	69079764	0.032164	0.039385	0	0	0.000000	0.000000	0.000000	8
bb.chr4.69735548	chr4	69735548	69735668	-0.000129	0.053149	0	0	0.000000	0.000000	0.000000	8
bb.chr4.70557132	chr4	70557132	70557252	-0.028819	0.118919	0	0	0.000000	0.000000	0.000000	8
bb.chr4.71406585	chr4	71406585	71406705	-0.038554	0.099640	0	0	0.000000	0.000000	0.000000	8
bb.chr4.72188021	chr4	72188021	72188141	-0.488702	1.362298	4	2	0.500000	0.250000	0.750000	7
bb.chr4.73275671	chr4	73275671	73275791	-0.007527	0.127753	0	0	0.000000	0.000000	0.000000	8
bb.chr4.74545970	chr4	74545970	74546090	-0.067065	0.188523	0	0	0.000000	0.000000	0.000000	8
bb.chr4.75303072	chr4	75303072	75303192	0.036646	0.104049	0	0	0.000000	0.000000	0.000000	8
bb.chr4.76211866	chr4	76211866	76211986	-0.005558	0.062039	0	0	0.000000	0.000000	0.000000	8
bb.chr4.77208174	chr4	77208174	77208294	0.017132	0.095065	0	0	0.000000	0.000000	0.000000	8
bb.chr4.78012958	chr4	78012958	78013078	-0.039632	0.201005	0	0	0.000000	0.000000	0.000000	8
bb.chr4.78719863	chr4	78719863	78719983	-0.233865	0.826501	2	2	0.250000	0.250000	0.500000	8
bb.chr4.80191673	chr4	80191673	80191793	-0.004212	0.134245	0	0	0.000000	0.000000	0.000000	8
bb.chr4.81961877	chr4	81961877	81961997	0.009744	0.069545	0	0	0.000000	0.000000	0.000000	8
bb.chr4.82680937	chr4	82680937	82681057	-0.043084	0.143368	0	0	0.000000	0.000000	0.000000	8
bb.chr4.83426210	chr4	83426210	83426330	-0.086190	0.378371	1	1	0.125000	0.125000	0.250000	8
bb.chr4.84161081	chr4	84161081	84161201	0.000970	0.128778	0	0	0.000000	0.000000	0.000000	8
bb.chr4.85012237	chr4	85012237	85012357	-0.045993	0.205064	0	0	0.000000	0.000000	0.000000	8
bb.chr4.86337793	chr4	86337793	86337913	-0.009706	0.059249	0	0	0.000000	0.000000	0.000000	8
bb.chr4.87393583	chr4	87393583	87393703	-0.127592	0.262944	0	1	0.000000	0.125000	0.125000	8
bb.chr4.88249620	chr4	88249620	88249740	0.028940	0.056992	0	0	0.000000	0.000000	0.000000	8
bb.chr4.89295536	chr4	89295536	89295656	-0.015324	0.106587	0	0	0.000000	0.000000	0.000000	8
bb.chr4.90645516	chr4	90645516	90645636	-0.073044	0.536699	1	1	0.125000	0.125000	0.250000	8
bb.chr4.91763757	chr4	91763757	91763877	0.034768	0.045774	0	0	0.000000	0.000000	0.000000	8
bb.chr4.92775942	chr4	92775942	92776062	-0.026911	0.328019	2	0	0.250000	0.000000	0.250000	8
bb.chr4.93620375	chr4	93620375	93620495	0.022769	0.126320	0	0	0.000000	0.000000	0.000000	8
bb.chr4.94364161	chr4	94364161	94364281	-0.083028	0.345662	0	1	0.000000	0.125000	0.125000	8
bb.chr4.95216301	chr4	95216301	95216421	0.001400	0.054443	0	0	0.000000	0.000000	0.000000	8
bb.chr4.96002272	chr4	96002272	96002392	-0.014926	0.107303	0	0	0.000000	0.000000	0.000000	8
bb.chr4.96891059	chr4	96891059	96891179	0.018395	0.077160	0	0	0.000000	0.000000	0.000000	8
bb.chr4.98045042	chr4	98045042	98045162	-0.022257	0.089827	0	0	0.000000	0.000000	0.000000	8
bb.chr4.98878711	chr4	98878711	98878831	0.001633	0.091278	0	0	0.000000	0.000000	0.000000	8
bb.chr4.100095178	chr4	100095178	100095298	0.008212	0.036064	0	0	0.000000	0.000000	0.000000	8
bb.chr4.100762283	chr4	100762283	100762403	0.014710	0.132616	0	0	0.000000	0.000000	0.000000	8
bb.chr4.102193235	chr4	102193235	102193355	-0.017646	0.116318	0	0	0.000000	0.000000	0.000000	8
bb.chr4.103021281	chr4	103021281	103021401	-0.007348	0.067735	0	0	0.000000	0.000000	0.000000	8
bb.chr4.103800531	chr4	103800531	103800651	-0.079199	0.245906	0	1	0.000000	0.125000	0.125000	8
bb.chr4.104576246	chr4	104576246	104576366	-0.000003	0.114803	0	0	0.000000	0.000000	0.000000	8
TET2	chr4	105146863	105279802	0.006051	0.017339	0	0	0.000000	0.000000	0.000000	8
bb.chr4.105185136	chr4	105185136	105185256	-0.051931	0.251640	0	0	0.000000	0.000000	0.000000	8
bb.chr4.106463067	chr4	106463067	106463187	-0.049536	0.245030	0	0	0.000000	0.000000	0.000000	8
bb.chr4.107552451	chr4	107552451	107552571	0.054362	0.079259	0	0	0.000000	0.000000	0.000000	8
bb.chr4.108625801	chr4	108625801	108625921	-0.057944	0.174227	0	0	0.000000	0.000000	0.000000	8
bb.chr4.109268495	chr4	109268495	109268615	-0.103138	0.314597	0	1	0.000000	0.125000	0.125000	8
bb.chr4.109959148	chr4	109959148	109959268	-0.001543	0.084282	0	0	0.000000	0.000000	0.000000	8
bb.chr4.110798192	chr4	110798192	110798312	0.004977	0.051777	0	0	0.000000	0.000000	0.000000	8
bb.chr4.112146976	chr4	112146976	112147096	-0.083148	0.164190	0	0	0.000000	0.000000	0.000000	8
bb.chr4.112845262	chr4	112845262	112845382	-0.007364	0.158076	0	0	0.000000	0.000000	0.000000	8
bb.chr4.113467890	chr4	113467890	113468010	0.012287	0.046474	0	0	0.000000	0.000000	0.000000	8
bb.chr4.114534895	chr4	114534895	114535015	-0.006847	0.050290	0	0	0.000000	0.000000	0.000000	8
bb.chr4.115334128	chr4	115334128	115334248	-0.165003	0.888396	3	4	0.375000	0.500000	0.875000	8
bb.chr4.116107360	chr4	116107360	116107480	0.002670	0.059039	0	0	0.000000	0.000000	0.000000	8
bb.chr4.116949076	chr4	116949076	116949196	-0.016412	0.084036	0	0	0.000000	0.000000	0.000000	8
bb.chr4.118294352	chr4	118294352	118294472	0.014439	0.055392	0	0	0.000000	0.000000	0.000000	8
bb.chr4.119130731	chr4	119130731	119130851	0.025437	0.080045	0	0	0.000000	0.000000	0.000000	8
bb.chr4.120174938	chr4	120174938	120175058	0.018280	0.081978	0	0	0.000000	0.000000	0.000000	8
bb.chr4.120936742	chr4	120936742	120936862	0.012884	0.112025	0	0	0.000000	0.000000	0.000000	8
bb.chr4.122078746	chr4	122078746	122078866	0.030879	0.079203	0	0	0.000000	0.000000	0.000000	8
bb.chr4.123118108	chr4	123118108	123118228	-0.034730	0.137730	0	0	0.000000	0.000000	0.000000	8
bb.chr4.123930295	chr4	123930295	123930415	-0.013749	0.117653	0	0	0.000000	0.000000	0.000000	8
bb.chr4.124742727	chr4	124742727	124742847	0.002667	0.108045	0	0	0.000000	0.000000	0.000000	8
bb.chr4.126883574	chr4	126883574	126883694	-0.089003	0.449394	1	1	0.125000	0.125000	0.250000	8
bb.chr4.127705835	chr4	127705835	127705955	-0.026973	0.105796	0	0	0.000000	0.000000	0.000000	8
bb.chr4.128931940	chr4	128931940	128932060	0.022842	0.565702	3	0	0.375000	0.000000	0.375000	8
bb.chr4.129567863	chr4	129567863	129567983	0.000348	0.024084	0	0	0.000000	0.000000	0.000000	8
bb.chr4.130516541	chr4	130516541	130516661	-0.109236	0.208025	0	0	0.000000	0.000000	0.000000	8
bb.chr4.131130383	chr4	131130383	131130503	-0.004930	0.092819	0	0	0.000000	0.000000	0.000000	8
bb.chr4.132523166	chr4	132523166	132523286	-0.001928	0.080361	0	0	0.000000	0.000000	0.000000	8
bb.chr4.133302754	chr4	133302754	133302874	-0.010960	0.030306	0	0	0.000000	0.000000	0.000000	8
bb.chr4.133999778	chr4	133999778	133999898	-0.046128	0.114588	0	0	0.000000	0.000000	0.000000	8
bb.chr4.135205008	chr4	135205008	135205128	0.001379	0.074771	0	0	0.000000	0.000000	0.000000	8
bb.chr4.136769291	chr4	136769291	136769411	-0.013677	0.170157	0	0	0.000000	0.000000	0.000000	8
bb.chr4.138159986	chr4	138159986	138160106	-0.105945	0.388457	0	1	0.000000	0.125000	0.125000	8
bb.chr4.138961674	chr4	138961674	138961794	0.002993	0.057994	0	0	0.000000	0.000000	0.000000	8
bb.chr4.139756890	chr4	139756890	139757010	-0.000808	0.085765	0	0	0.000000	0.000000	0.000000	8
bb.chr4.140380036	chr4	140380036	140380156	0.019481	0.076944	0	0	0.000000	0.000000	0.000000	8
bb.chr4.141061181	chr4	141061181	141061301	-0.007408	0.088251	0	0	0.000000	0.000000	0.000000	8
bb.chr4.142434029	chr4	142434029	142434149	-0.012145	0.129317	0	0	0.000000	0.000000	0.000000	8
bb.chr4.143506407	chr4	143506407	143506527	-0.012942	0.102094	0	0	0.000000	0.000000	0.000000	8
bb.chr4.144356903	chr4	144356903	144357023	0.007840	0.044866	0	0	0.000000	0.000000	0.000000	8
bb.chr4.145042595	chr4	145042595	145042715	-0.034538	0.172269	0	0	0.000000	0.000000	0.000000	8
bb.chr4.145888786	chr4	145888786	145888906	-0.011334	0.193541	0	0	0.000000	0.000000	0.000000	8
bb.chr4.146745585	chr4	146745585	146745705	-0.006075	0.046029	0	0	0.000000	0.000000	0.000000	8
bb.chr4.147557356	chr4	147557356	147557476	0.008868	0.167652	0	0	0.000000	0.000000	0.000000	8
bb.chr4.148362926	chr4	148362926	148363046	-0.035928	0.083733	0	0	0.000000	0.000000	0.000000	8
bb.chr4.149146511	chr4	149146511	149146631	-0.025124	0.051188	0	0	0.000000	0.000000	0.000000	8
bb.chr4.150310159	chr4	150310159	150310279	-0.064478	0.213372	0	0	0.000000	0.000000	0.000000	8
bb.chr4.151622571	chr4	151622571	151622691	0.005992	0.116307	0	0	0.000000	0.000000	0.000000	8
bb.chr4.152662544	chr4	152662544	152662664	0.005947	0.058425	0	0	0.000000	0.000000	0.000000	8
bb.chr4.153502913	chr4	153502913	153503033	-0.003823	0.064448	0	0	0.000000	0.000000	0.000000	8
bb.chr4.155075215	chr4	155075215	155075335	-0.014415	0.114818	0	0	0.000000	0.000000	0.000000	8
bb.chr4.156689980	chr4	156689980	156690100	-0.005216	0.105725	0	0	0.000000	0.000000	0.000000	8
bb.chr4.158965460	chr4	158965460	158965580	0.047039	0.073163	0	0	0.000000	0.000000	0.000000	8
bb.chr4.159948493	chr4	159948493	159948613	-0.014357	0.159644	0	0	0.000000	0.000000	0.000000	8
bb.chr4.160711735	chr4	160711735	160711855	-0.032843	0.210613	0	0	0.000000	0.000000	0.000000	8
bb.chr4.161512099	chr4	161512099	161512219	-0.034213	0.168890	0	0	0.000000	0.000000	0.000000	8
bb.chr4.162322032	chr4	162322032	162322152	-0.059472	0.185240	0	0	0.000000	0.000000	0.000000	8
NAF1	chr4	163128667	163166889	-0.012205	0.039265	0	0	0.000000	0.000000	0.000000	8
bb.chr4.163403870	chr4	163403870	163403990	-0.052767	0.193982	0	0	0.000000	0.000000	0.000000	8
bb.chr4.164189322	chr4	164189322	164189442	0.062071	0.038130	0	0	0.000000	0.000000	0.000000	8
bb.chr4.165061345	chr4	165061345	165061465	-0.003677	0.115879	0	0	0.000000	0.000000	0.000000	8
bb.chr4.165842831	chr4	165842831	165842951	-0.001801	0.067614	0	0	0.000000	0.000000	0.000000	8
bb.chr4.166485885	chr4	166485885	166486005	-0.022185	0.183048	0	0	0.000000	0.000000	0.000000	8
bb.chr4.167118805	chr4	167118805	167118925	-0.019598	0.083998	0	0	0.000000	0.000000	0.000000	8
bb.chr4.168769603	chr4	168769603	168769723	-0.015852	0.042994	0	0	0.000000	0.000000	0.000000	8
bb.chr4.170405970	chr4	170405970	170406090	-0.072887	0.319953	0	1	0.000000	0.125000	0.125000	8
bb.chr4.171118276	chr4	171118276	171118396	-0.038527	0.158530	0	0	0.000000	0.000000	0.000000	8
bb.chr4.171981677	chr4	171981677	171981797	0.001737	0.327544	1	1	0.125000	0.125000	0.250000	8
bb.chr4.172586415	chr4	172586415	172586535	-0.013688	0.085201	0	0	0.000000	0.000000	0.000000	8
bb.chr4.173421356	chr4	173421356	173421476	0.073886	0.212514	1	0	0.125000	0.000000	0.125000	8
bb.chr4.174139409	chr4	174139409	174139529	-0.003759	0.714208	3	2	0.375000	0.250000	0.625000	8
bb.chr4.175015470	chr4	175015470	175015590	0.018186	0.144690	0	0	0.000000	0.000000	0.000000	8
bb.chr4.176544267	chr4	176544267	176544387	-0.160510	0.858671	3	3	0.375000	0.375000	0.750000	8
bb.chr4.177351896	chr4	177351896	177352016	0.011847	0.110410	0	0	0.000000	0.000000	0.000000	8
bb.chr4.178438017	chr4	178438017	178438137	-0.019410	0.152846	0	0	0.000000	0.000000	0.000000	8
bb.chr4.179793797	chr4	179793797	179793917	0.014756	0.090647	0	0	0.000000	0.000000	0.000000	8
bb.chr4.180865481	chr4	180865481	180865601	-0.052017	0.185577	0	0	0.000000	0.000000	0.000000	8
bb.chr4.181660473	chr4	181660473	181660593	-0.007621	0.124998	0	0	0.000000	0.000000	0.000000	8
bb.chr4.182444454	chr4	182444454	182444574	0.007819	0.121021	0	0	0.000000	0.000000	0.000000	8
bb.chr4.183532981	chr4	183532981	183533101	0.018248	0.048638	0	0	0.000000	0.000000	0.000000	8
bb.chr4.184344188	chr4	184344188	184344308	0.034720	0.083432	0	0	0.000000	0.000000	0.000000	8
bb.chr4.185162406	chr4	185162406	185162526	-0.022998	0.282497	1	0	0.125000	0.000000	0.125000	8
bb.chr4.186228326	chr4	186228326	186228446	0.008540	0.110487	0	0	0.000000	0.000000	0.000000	8
bb.chr4.187292489	chr4	187292489	187292609	-0.010840	0.164944	0	0	0.000000	0.000000	0.000000	8
bb.chr4.187934119	chr4	187934119	187934239	0.028526	0.086990	0	0	0.000000	0.000000	0.000000	8
bb.chr4.188644380	chr4	188644380	188644500	0.001359	0.050527	0	0	0.000000	0.000000	0.000000	8
bb.chr4.189446440	chr4	189446440	189446560	0.012633	0.198487	0	0	0.000000	0.000000	0.000000	8
bb.chr5.202107	chr5	202107	202227	0.017992	0.079006	0	0	0.000000	0.000000	0.000000	8
bb.chr5.1076346	chr5	1076346	1076466	0.009371	0.114302	0	0	0.000000	0.000000	0.000000	8
bb.chr5.1882212	chr5	1882212	1882332	0.083345	0.092609	0	0	0.000000	0.000000	0.000000	8
bb.chr5.2693894	chr5	2693894	2694014	0.016404	0.104083	0	0	0.000000	0.000000	0.000000	8
bb.chr5.3488288	chr5	3488288	3488408	0.026894	0.077622	0	0	0.000000	0.000000	0.000000	8
bb.chr5.4297857	chr5	4297857	4297977	0.042270	0.428690	1	1	0.125000	0.125000	0.250000	8
bb.chr5.4949111	chr5	4949111	4949231	-0.027316	0.137369	0	0	0.000000	0.000000	0.000000	8
bb.chr5.5910365	chr5	5910365	5910485	-0.010054	0.042214	0	0	0.000000	0.000000	0.000000	8
bb.chr5.6989560	chr5	6989560	6989680	-0.070738	0.204102	0	0	0.000000	0.000000	0.000000	8
bb.chr5.8549580	chr5	8549580	8549700	-0.117891	0.420650	0	1	0.000000	0.125000	0.125000	8
bb.chr5.9401891	chr5	9401891	9402011	-0.010390	0.045075	0	0	0.000000	0.000000	0.000000	8
bb.chr5.10150761	chr5	10150761	10150881	-0.001930	0.058257	0	0	0.000000	0.000000	0.000000	8
bb.chr5.10964499	chr5	10964499	10964619	-0.050672	0.358600	0	2	0.000000	0.250000	0.250000	8
bb.chr5.11869966	chr5	11869966	11870086	0.049260	0.092720	0	0	0.000000	0.000000	0.000000	8
bb.chr5.12551597	chr5	12551597	12551717	0.011130	0.105143	0	0	0.000000	0.000000	0.000000	8
bb.chr5.13185593	chr5	13185593	13185713	0.005895	0.147207	0	0	0.000000	0.000000	0.000000	8
bb.chr5.13986934	chr5	13986934	13987054	0.024901	0.060069	0	0	0.000000	0.000000	0.000000	8
bb.chr5.14779993	chr5	14779993	14780113	0.020915	0.044958	0	0	0.000000	0.000000	0.000000	8
bb.chr5.15850249	chr5	15850249	15850369	0.008149	0.108471	0	0	0.000000	0.000000	0.000000	8
bb.chr5.16924362	chr5	16924362	16924482	-0.031207	0.070113	0	0	0.000000	0.000000	0.000000	8
bb.chr5.18329869	chr5	18329869	18329989	-0.003481	0.141081	0	0	0.000000	0.000000	0.000000	8
bb.chr5.19373164	chr5	19373164	19373284	-0.024335	0.164805	0	0	0.000000	0.000000	0.000000	8
