@HD	VN:1.6
@SQ	SN:chr1	LN:248956422
@SQ	SN:chr2	LN:242193529
@SQ	SN:chr3	LN:198295559
@SQ	SN:chr4	LN:190214555
@SQ	SN:chr5	LN:181538259
@SQ	SN:chr6	LN:170805979
@SQ	SN:chr7	LN:159345973
@SQ	SN:chr8	LN:145138636
@SQ	SN:chr9	LN:138394717
@SQ	SN:chr10	LN:133797422
@SQ	SN:chr11	LN:135086622
@SQ	SN:chr12	LN:133275309
@SQ	SN:chr13	LN:114364328
@SQ	SN:chr14	LN:107043718
@SQ	SN:chr15	LN:101991189
@SQ	SN:chr16	LN:90338345
@SQ	SN:chr17	LN:83257441
@SQ	SN:chr18	LN:80373285
@SQ	SN:chr19	LN:58617616
@SQ	SN:chr20	LN:64444167
@SQ	SN:chr21	LN:46709983
@SQ	SN:chr22	LN:50818468
@SQ	SN:chrX	LN:156040895
@SQ	SN:chrY	LN:57227415
Target	gc_bias	mappability	reptiming	Gene	on_target
chr3:17092806-17092925	0.391666666666667	NA	NA	.	TRUE
chr3:18248982-18249101	0.375	NA	NA	TBC1D5	TRUE
chr3:18873250-18873369	0.358333333333333	NA	NA	.	TRUE
chr3:19523882-19524001	0.366666666666667	NA	NA	KCNH8	TRUE
chr3:20423657-20423776	0.358333333333333	NA	NA	.	TRUE
chr3:21632558-21632677	0.391666666666667	NA	NA	ZNF385D	TRUE
chr3:22246444-22246563	0.366666666666667	NA	NA	ZNF385D	TRUE
chr3:22859065-22859184	0.341666666666667	NA	NA	.	TRUE
chr3:23727316-23727435	0.466666666666667	NA	NA	.	TRUE
chr3:24624743-24624862	0.35	NA	NA	.	TRUE
chr3:25555948-25556067	0.391666666666667	NA	NA	RARB	TRUE
chr3:26414348-26414467	0.458333333333333	NA	NA	.	TRUE
chr3:27622161-27622280	0.491666666666667	NA	NA	.	TRUE
chr3:28550000-28550119	0.3	NA	NA	ZCWPW2	TRUE
chr3:29164358-29164477	0.333333333333333	NA	NA	.	TRUE
chr3:30077168-30077287	0.4	NA	NA	.	TRUE
chr3:31159480-31159599	0.358333333333333	NA	NA	.	TRUE
chr3:31878026-31878145	0.325	NA	NA	OSBPL10	TRUE
chr3:32842045-32842164	0.5	NA	NA	TRIM71	TRUE
chr3:33957285-33957404	0.508333333333333	NA	NA	LINC01811	TRUE
chr3:34565637-34565756	0.5	NA	NA	.	TRUE
chr3:35187667-35187786	0.383333333333333	NA	NA	.	TRUE
chr3:36945533-36945652	0.558333333333333	NA	NA	.	TRUE
chr3:37570310-37570429	0.475	NA	NA	ITGA9	TRUE
chr3:38138660-38138779	0.716666666666667	NA	NA	MYD88	TRUE
chr3:38138784-38138903	0.625	NA	NA	MYD88	TRUE
chr3:38138908-38139027	0.691666666666667	NA	NA	MYD88	TRUE
chr3:38139863-38139997	0.57037037037037	NA	NA	MYD88	TRUE
chr3:38140387-38140567	0.519337016574586	NA	NA	MYD88	TRUE
chr3:38140753-38140872	0.533333333333333	NA	NA	MYD88	TRUE
chr3:38141131-38141508	0.529100529100529	NA	NA	MYD88	TRUE
chr3:38141509-38141886	0.568783068783069	NA	NA	MYD88	TRUE
chr3:38141887-38142264	0.513227513227513	NA	NA	MYD88	TRUE
chr3:38142265-38142642	0.46031746031746	NA	NA	MYD88	TRUE
chr3:38142643-38143021	0.424802110817942	NA	NA	MYD88	TRUE
chr3:38499768-38499887	0.4	NA	NA	EXOG	TRUE
chr3:39172762-39172881	0.516666666666667	NA	NA	.	TRUE
chr3:40294676-40294795	0.516666666666667	NA	NA	.	TRUE
chr3:41127057-41127176	0.516666666666667	NA	NA	.	TRUE
chr3:41199504-41199669	0.716867469879518	NA	NA	CTNNB1	TRUE
chr3:41224020-41224139	0.4	NA	NA	CTNNB1	TRUE
chr3:41224525-41224752	0.495614035087719	NA	NA	CTNNB1	TRUE
chr3:41224953-41225206	0.456692913385827	NA	NA	CTNNB1	TRUE
chr3:41225333-41225571	0.472803347280335	NA	NA	CTNNB1	TRUE
chr3:41225659-41225860	0.400990099009901	NA	NA	CTNNB1	TRUE
chr3:41227207-41227351	0.441379310344828	NA	NA	CTNNB1	TRUE
chr3:41233337-41233456	0.433333333333333	NA	NA	CTNNB1	TRUE
chr3:41233528-41233866	0.495575221238938	NA	NA	CTNNB1	TRUE
chr3:41234138-41234296	0.522012578616352	NA	NA	CTNNB1	TRUE
chr3:41235723-41235842	0.475	NA	NA	CTNNB1	TRUE
chr3:41236348-41236498	0.490066225165563	NA	NA	CTNNB1	TRUE
chr3:41236588-41236707	0.475	NA	NA	CTNNB1	TRUE
chr3:41237987-41238106	0.45	NA	NA	CTNNB1	TRUE
chr3:41239133-41239459	0.489296636085627	NA	NA	CTNNB1	TRUE
chr3:41239460-41239787	0.390243902439024	NA	NA	CTNNB1	TRUE
chr3:41239788-41240114	0.299694189602446	NA	NA	CTNNB1	TRUE
chr3:41240115-41240442	0.304878048780488	NA	NA	CTNNB1	TRUE
chr3:42099702-42099821	0.366666666666667	NA	NA	TRAK1	TRUE
chr3:43135469-43135588	0.333333333333333	NA	NA	.	TRUE
chr3:43924050-43924169	0.591666666666667	NA	NA	.	TRUE
chr3:44784763-44784882	0.275	NA	NA	KIF15	TRUE
chr3:45417736-45417855	0.3	NA	NA	LARS2	TRUE
chr3:46107611-46107730	0.5	NA	NA	.	TRUE
chr3:46921486-46921605	0.583333333333333	NA	NA	CCDC12	TRUE
chr3:47016435-47016707	0.311355311355311	NA	NA	SETD2	TRUE
chr3:47016708-47016980	0.476190476190476	NA	NA	SETD2	TRUE
chr3:47016981-47017253	0.476190476190476	NA	NA	SETD2	TRUE
chr3:47017627-47017746	0.5	NA	NA	SETD2	TRUE
chr3:47019722-47019841	0.458333333333333	NA	NA	SETD2	TRUE
chr3:47037661-47037780	0.516666666666667	NA	NA	SETD2	TRUE
chr3:47042560-47042699	0.464285714285714	NA	NA	SETD2	TRUE
chr3:47046486-47046620	0.548148148148148	NA	NA	SETD2	TRUE
chr3:47056820-47057154	0.51044776119403	NA	NA	SETD2	TRUE
chr3:47057155-47057489	0.495522388059702	NA	NA	SETD2	TRUE
chr3:47062162-47062345	0.489130434782609	NA	NA	SETD2	TRUE
chr3:47067038-47067157	0.391666666666667	NA	NA	SETD2	TRUE
chr3:47083719-47084049	0.441087613293051	NA	NA	SETD2	TRUE
chr3:47084050-47084381	0.433734939759036	NA	NA	SETD2	TRUE
chr3:47086194-47086313	0.533333333333333	NA	NA	SETD2	TRUE
chr3:47088112-47088246	0.451851851851852	NA	NA	SETD2	TRUE
chr3:47097957-47098076	0.491666666666667	NA	NA	SETD2	TRUE
chr3:47101447-47101566	0.441666666666667	NA	NA	SETD2	TRUE
chr3:47103317-47103436	0.4	NA	NA	SETD2	TRUE
chr3:47105998-47106117	0.391666666666667	NA	NA	SETD2	TRUE
chr3:47113879-47113998	0.466666666666667	NA	NA	SETD2	TRUE
chr3:47116622-47116753	0.378787878787879	NA	NA	SETD2	TRUE
chr3:47120181-47120577	0.415617128463476	NA	NA	SETD2	TRUE
chr3:47120578-47120974	0.455919395465995	NA	NA	SETD2	TRUE
chr3:47120975-47121371	0.400503778337531	NA	NA	SETD2	TRUE
chr3:47121372-47121768	0.392947103274559	NA	NA	SETD2	TRUE
chr3:47121769-47122165	0.385390428211587	NA	NA	SETD2	TRUE
chr3:47122166-47122562	0.382871536523929	NA	NA	SETD2	TRUE
chr3:47122563-47122959	0.307304785894207	NA	NA	SETD2	TRUE
chr3:47122960-47123356	0.420654911838791	NA	NA	SETD2	TRUE
chr3:47123357-47123753	0.375314861460957	NA	NA	SETD2	TRUE
chr3:47123754-47124150	0.438287153652393	NA	NA	SETD2	TRUE
chr3:47124151-47124547	0.415617128463476	NA	NA	SETD2	TRUE
chr3:47126573-47126692	0.316666666666667	NA	NA	SETD2	TRUE
chr3:47163853-47164128	0.771739130434783	NA	NA	SETD2	TRUE
chr3:47565021-47565140	0.45	NA	NA	CSPG5	TRUE
chr3:48445310-48445429	0.433333333333333	NA	NA	.	TRUE
chr3:50578049-50578168	0.516666666666667	NA	NA	HEMK1	TRUE
chr3:51592374-51592493	0.341666666666667	NA	NA	RAD54L2	TRUE
chr3:52304777-52304896	0.5	NA	NA	.	TRUE
chr3:53238239-53238358	0.366666666666667	NA	NA	TKT	TRUE
chr3:53852826-53852945	0.433333333333333	NA	NA	IL17RB	TRUE
chr3:55031681-55031800	0.433333333333333	NA	NA	CACNA2D3	TRUE
chr3:55973269-55973388	0.425	NA	NA	ERC2	TRUE
chr3:57126225-57126344	0.5	NA	NA	IL17RD	TRUE
chr3:57851293-57851412	0.291666666666667	NA	NA	SLMAP	TRUE
chr3:58624144-58624263	0.491666666666667	NA	NA	FAM107A	TRUE
chr3:59919026-59919145	0.358333333333333	NA	NA	FHIT	TRUE
chr3:60525341-60525460	0.316666666666667	NA	NA	FHIT	TRUE
chr3:61158049-61158168	0.283333333333333	NA	NA	FHIT	TRUE
chr3:62017112-62017231	0.408333333333333	NA	NA	PTPRG	TRUE
chr3:63278800-63278919	0.575	NA	NA	SYNPR	TRUE
chr3:64135555-64135674	0.508333333333333	NA	NA	PRICKLE2	TRUE
chr3:65258244-65258363	0.416666666666667	NA	NA	.	TRUE
chr3:66151129-66151248	0.508333333333333	NA	NA	SLC25A26	TRUE
chr3:66793283-66793402	0.491666666666667	NA	NA	.	TRUE
chr3:67681403-67681522	0.325	NA	NA	SUCLG2-DT	TRUE
chr3:68550291-68550410	0.441666666666667	NA	NA	.	TRUE
chr3:69225104-69225223	0.333333333333333	NA	NA	FRMD4B	TRUE
chr3:70648284-70648403	0.341666666666667	NA	NA	.	TRUE
chr3:71251357-71251476	0.383333333333333	NA	NA	FOXP1	TRUE
chr3:71895033-71895152	0.375	NA	NA	.	TRUE
chr3:72501710-72501829	0.575	NA	NA	.	TRUE
chr3:73686911-73687030	0.45	NA	NA	.	TRUE
chr3:74500449-74500568	0.333333333333333	NA	NA	CNTN3	TRUE
chr3:75490947-75491066	0.558333333333333	NA	NA	.	TRUE
chr3:76422845-76422964	0.35	NA	NA	ROBO2	TRUE
chr3:77337645-77337764	0.283333333333333	NA	NA	ROBO2	TRUE
chr3:78275755-78275874	0.408333333333333	NA	NA	.	TRUE
chr3:79422931-79423050	0.366666666666667	NA	NA	ROBO1	TRUE
chr3:80980024-80980143	0.366666666666667	NA	NA	.	TRUE
chr3:81664380-81664499	0.325	NA	NA	GBE1	TRUE
chr3:82415160-82415279	0.291666666666667	NA	NA	LINC02008	TRUE
chr3:83955485-83955604	0.341666666666667	NA	NA	.	TRUE
chr3:84610514-84610633	0.383333333333333	NA	NA	.	TRUE
chr3:86001397-86001516	0.308333333333333	NA	NA	.	TRUE
chr3:86673614-86673733	0.35	NA	NA	.	TRUE
chr3:87599554-87599673	0.291666666666667	NA	NA	.	TRUE
chr3:88448825-88448944	0.308333333333333	NA	NA	CSNK2A2IP	TRUE
chr3:89057620-89057739	0.416666666666667	NA	NA	.	TRUE
chr3:93988727-93988846	0.366666666666667	NA	NA	.	TRUE
chr3:94926882-94927001	0.283333333333333	NA	NA	.	TRUE
chr3:95985312-95985431	0.4	NA	NA	.	TRUE
chr3:97777752-97777871	0.341666666666667	NA	NA	ARL6	TRUE
chr3:98434175-98434294	0.4	NA	NA	.	TRUE
chr3:99439715-99439834	0.391666666666667	NA	NA	.	TRUE
chr3:100315946-100316065	0.35	NA	NA	TBC1D23	TRUE
chr3:101124244-101124363	0.408333333333333	NA	NA	.	TRUE
chr3:102171992-102172111	0.325	NA	NA	ZPLD1	TRUE
chr3:103138428-103138547	0.391666666666667	NA	NA	.	TRUE
chr3:103838092-103838211	0.316666666666667	NA	NA	.	TRUE
chr3:104924215-104924334	0.316666666666667	NA	NA	.	TRUE
chr3:105629982-105630101	0.316666666666667	NA	NA	.	TRUE
chr3:105655460-105655847	0.283505154639175	NA	NA	CBLB	TRUE
chr3:105655848-105656236	0.349614395886889	NA	NA	CBLB	TRUE
chr3:105656237-105656625	0.323907455012853	NA	NA	CBLB	TRUE
chr3:105656638-105657007	0.321621621621622	NA	NA	CBLB	TRUE
chr3:105657008-105657377	0.410810810810811	NA	NA	CBLB	TRUE
chr3:105657378-105657747	0.324324324324324	NA	NA	CBLB	TRUE
chr3:105657748-105658117	0.362162162162162	NA	NA	CBLB	TRUE
chr3:105658118-105658487	0.356756756756757	NA	NA	CBLB	TRUE
chr3:105658488-105658857	0.408108108108108	NA	NA	CBLB	TRUE
chr3:105658858-105659228	0.487870619946092	NA	NA	CBLB	TRUE
chr3:105670232-105670351	0.441666666666667	NA	NA	CBLB	TRUE
chr3:105678430-105678570	0.524822695035461	NA	NA	CBLB	TRUE
chr3:105681478-105681609	0.5	NA	NA	CBLB	TRUE
chr3:105681717-105681836	0.391666666666667	NA	NA	CBLB	TRUE
chr3:105685319-105685465	0.414965986394558	NA	NA	CBLB	TRUE
chr3:105693472-105693591	0.475	NA	NA	CBLB	TRUE
chr3:105702093-105702212	0.491666666666667	NA	NA	CBLB	TRUE
chr3:105702216-105702335	0.558333333333333	NA	NA	CBLB	TRUE
chr3:105702339-105702458	0.516666666666667	NA	NA	CBLB	TRUE
chr3:105703987-105704172	0.564516129032258	NA	NA	CBLB	TRUE
chr3:105720046-105720249	0.509803921568627	NA	NA	CBLB	TRUE
chr3:105734008-105734139	0.424242424242424	NA	NA	CBLB	TRUE
chr3:105737154-105737273	0.341666666666667	NA	NA	CBLB	TRUE
chr3:105740493-105740630	0.463768115942029	NA	NA	CBLB	TRUE
chr3:105745917-105746036	0.416666666666667	NA	NA	CBLB	TRUE
chr3:105751461-105751617	0.382165605095541	NA	NA	CBLB	TRUE
chr3:105776395-105776541	0.408163265306122	NA	NA	CBLB	TRUE
chr3:105853413-105853532	0.375	NA	NA	CBLB	TRUE
chr3:105853544-105853663	0.333333333333333	NA	NA	CBLB	TRUE
chr3:105867409-105867590	0.489010989010989	NA	NA	CBLB	TRUE
chr3:105868735-105869011	0.671480144404332	NA	NA	CBLB	TRUE
chr3:106529026-106529145	0.408333333333333	NA	NA	.	TRUE
chr3:107365695-107365814	0.391666666666667	NA	NA	.	TRUE
chr3:108046486-108046605	0.408333333333333	NA	NA	CD47	TRUE
chr3:109547054-109547173	0.3	NA	NA	LINC01205	TRUE
chr3:110399916-110400035	0.325	NA	NA	.	TRUE
chr3:111314088-111314207	0.408333333333333	NA	NA	.	TRUE
chr3:112386957-112387076	0.275	NA	NA	.	TRUE
chr3:113437402-113437521	0.366666666666667	NA	NA	SPICE1-CFAP44	TRUE
chr3:114067337-114067456	0.291666666666667	NA	NA	QTRT2	TRUE
chr3:115382022-115382141	0.366666666666667	NA	NA	.	TRUE
chr3:116138764-116138883	0.341666666666667	NA	NA	LSAMP	TRUE
chr3:116777845-116777964	0.425	NA	NA	LSAMP	TRUE
chr3:117413313-117413432	0.366666666666667	NA	NA	LSAMP	TRUE
chr3:118284571-118284690	0.316666666666667	NA	NA	.	TRUE
chr3:118888240-118888359	0.391666666666667	NA	NA	.	TRUE
chr3:119491284-119491403	0.316666666666667	NA	NA	POGLUT1	TRUE
chr3:120271912-120272031	0.416666666666667	NA	NA	GPR156	TRUE
chr3:122492816-122492935	0.35	NA	NA	KPNA1	TRUE
chr3:123120970-123121089	0.458333333333333	NA	NA	PDIA5	TRUE
chr3:123799482-123799601	0.508333333333333	NA	NA	MYLK	TRUE
chr3:125209065-125209184	0.45	NA	NA	.	TRUE
chr3:126110750-126110869	0.516666666666667	NA	NA	ALDH1L1	TRUE
chr3:126764254-126764373	0.466666666666667	NA	NA	CHCHD6	TRUE
chr3:127684116-127684235	0.475	NA	NA	.	TRUE
chr3:128479426-128479803	0.402116402116402	NA	NA	GATA2	TRUE
chr3:128479804-128480181	0.502645502645503	NA	NA	GATA2	TRUE
chr3:128480182-128480560	0.585751978891821	NA	NA	GATA2	TRUE
chr3:128480561-128480938	0.558201058201058	NA	NA	GATA2	TRUE
chr3:128480939-128481317	0.617414248021108	NA	NA	GATA2	TRUE
chr3:128481821-128481940	0.591666666666667	NA	NA	GATA2	TRUE
chr3:128482980-128483279	0.53	NA	NA	GATA2	TRUE
chr3:128483280-128483579	0.443333333333333	NA	NA	GATA2	TRUE
chr3:128483859-128484004	0.63013698630137	NA	NA	GATA2	TRUE
chr3:128485726-128486046	0.651090342679128	NA	NA	GATA2	TRUE
chr3:128486047-128486367	0.682242990654206	NA	NA	GATA2	TRUE
chr3:128486802-128487075	0.708029197080292	NA	NA	GATA2	TRUE
chr3:128492898-128493200	0.739273927392739	NA	NA	GATA2	TRUE
chr3:128861672-128861791	0.566666666666667	NA	NA	IFT122P3	TRUE
chr3:129992900-129993019	0.583333333333333	NA	NA	.	TRUE
chr3:130840413-130840532	0.3	NA	NA	.	TRUE
chr3:131453038-131453157	0.458333333333333	NA	NA	.	TRUE
chr3:132502173-132502292	0.333333333333333	NA	NA	DNAJC13	TRUE
chr3:133354824-133354943	0.3	NA	NA	TMEM108	TRUE
chr3:134389638-134389757	0.45	NA	NA	.	TRUE
chr3:135160653-135160772	0.441666666666667	NA	NA	EPHB1	TRUE
chr3:136958571-136958690	0.316666666666667	NA	NA	IL20RB	TRUE
chr3:137854406-137854525	0.408333333333333	NA	NA	.	TRUE
chr3:138455405-138455524	0.608333333333333	NA	NA	ESYT3	TRUE
chr3:139122536-139122655	0.458333333333333	NA	NA	BPESC1	TRUE
chr3:140301793-140301912	0.441666666666667	NA	NA	CLSTN2	TRUE
chr3:141279313-141279432	0.508333333333333	NA	NA	PXYLP1	TRUE
chr3:142991163-142991282	0.375	NA	NA	.	TRUE
chr3:143974061-143974180	0.325	NA	NA	DIPK2A	TRUE
chr3:144765712-144765831	0.366666666666667	NA	NA	.	TRUE
chr3:146883983-146884102	0.325	NA	NA	.	TRUE
chr3:148245277-148245396	0.35	NA	NA	.	TRUE
chr3:148968795-148968914	0.35	NA	NA	.	TRUE
chr3:150469468-150469587	0.483333333333333	NA	NA	.	TRUE
chr3:151092699-151092818	0.541666666666667	NA	NA	MED12L	TRUE
chr3:152305042-152305161	0.383333333333333	NA	NA	MBNL1	TRUE
chr3:152913881-152914000	0.325	NA	NA	.	TRUE
chr3:153807563-153807682	0.291666666666667	NA	NA	LINC02006	TRUE
chr3:154417637-154417756	0.341666666666667	NA	NA	GPR149	TRUE
chr3:155313307-155313426	0.391666666666667	NA	NA	.	TRUE
chr3:156291766-156291885	0.566666666666667	NA	NA	KCNAB1	TRUE
chr3:157437013-157437132	0.416666666666667	NA	NA	PTX3	TRUE
chr3:158332348-158332467	0.366666666666667	NA	NA	RSRC1	TRUE
chr3:159115595-159115714	0.375	NA	NA	IQCJ-SCHIP1	TRUE
chr3:159817328-159817447	0.466666666666667	NA	NA	IQCJ-SCHIP1	TRUE
chr3:160694328-160694447	0.441666666666667	NA	NA	.	TRUE
chr3:161330127-161330246	0.425	NA	NA	.	TRUE
chr3:162554812-162554931	0.383333333333333	NA	NA	.	TRUE
chr3:163439535-163439654	0.383333333333333	NA	NA	.	TRUE
chr3:164041166-164041285	0.4	NA	NA	.	TRUE
chr3:165254993-165255112	0.408333333333333	NA	NA	LINC01322	TRUE
chr3:166401856-166401975	0.3	NA	NA	.	TRUE
chr3:167348878-167348997	0.333333333333333	NA	NA	ZBBX	TRUE
chr3:168185986-168186105	0.383333333333333	NA	NA	.	TRUE
chr3:168863644-168863763	0.391666666666667	NA	NA	EGFEM1P	TRUE
chr3:169744976-169745095	0.316666666666667	NA	NA	.	TRUE
chr3:169764400-169764732	0.645645645645646	NA	NA	TERC	TRUE
chr3:169764733-169765066	0.67065868263473	NA	NA	TERC	TRUE
chr3:169765067-169765400	0.541916167664671	NA	NA	.	TRUE
chr3:169765401-169765734	0.407185628742515	NA	NA	.	TRUE
chr3:171263021-171263140	0.425	NA	NA	TNIK	TRUE
chr3:172467809-172467928	0.375	NA	NA	.	TRUE
chr3:173395192-173395311	0.508333333333333	NA	NA	.	TRUE
chr3:174278079-174278198	0.366666666666667	NA	NA	NLGN1	TRUE
chr3:175471871-175471990	0.291666666666667	NA	NA	NAALADL2	TRUE
chr3:177589795-177589914	0.4	NA	NA	LINC00578	TRUE
chr3:178774364-178774483	0.416666666666667	NA	NA	KCNMB2	TRUE
chr3:179973850-179973969	0.408333333333333	NA	NA	PEX5L	TRUE
chr3:180821545-180821664	0.483333333333333	NA	NA	.	TRUE
chr3:181504821-181504940	0.4	NA	NA	.	TRUE
chr3:182708361-182708480	0.475	NA	NA	.	TRUE
chr3:183919998-183920117	0.525	NA	NA	ABCC5	TRUE
chr3:184805766-184805885	0.458333333333333	NA	NA	.	TRUE
chr3:185710858-185710977	0.291666666666667	NA	NA	IGF2BP2	TRUE
chr3:186320797-186320916	0.516666666666667	NA	NA	DGKG	TRUE
chr3:187241195-187241314	0.491666666666667	NA	NA	.	TRUE
chr3:188459780-188459899	0.4	NA	NA	LPP	TRUE
chr3:189331920-189332039	0.3	NA	NA	.	TRUE
chr3:190233118-190233237	0.375	NA	NA	CLDN16	TRUE
chr3:190850090-190850209	0.375	NA	NA	.	TRUE
chr3:191753117-191753236	0.366666666666667	NA	NA	.	TRUE
chr3:192369436-192369555	0.4	NA	NA	FGF12	TRUE
chr3:193548611-193548730	0.458333333333333	NA	NA	ATP13A4	TRUE
chr3:194512712-194512831	0.408333333333333	NA	NA	.	TRUE
chr3:195185444-195185563	0.391666666666667	NA	NA	XXYLT1	TRUE
chr3:195947327-195947446	0.525	NA	NA	.	TRUE
chr3:196631913-196632032	0.516666666666667	NA	NA	LINC01063	TRUE
chr3:198052243-198052362	0.366666666666667	NA	NA	.	TRUE
chr4:670060-670179	0.566666666666667	NA	NA	PDE6B	TRUE
chr4:1359474-1359593	0.416666666666667	NA	NA	UVSSA	TRUE
chr4:2267591-2267710	0.65	NA	NA	.	TRUE
chr4:2936865-2936984	0.616666666666667	NA	NA	.	TRUE
chr4:3751631-3751750	0.616666666666667	NA	NA	.	TRUE
chr4:4555464-4555583	0.416666666666667	NA	NA	.	TRUE
chr4:5676903-5677022	0.583333333333333	NA	NA	EVC2	TRUE
chr4:6723997-6724116	0.541666666666667	NA	NA	.	TRUE
chr4:8046013-8046132	0.6	NA	NA	ABLIM2	TRUE
chr4:8881740-8881859	0.55	NA	NA	.	TRUE
chr4:9994168-9994287	0.375	NA	NA	SLC2A9	TRUE
chr4:10691547-10691666	0.391666666666667	NA	NA	.	TRUE
chr4:11745615-11745734	0.375	NA	NA	LINC02360	TRUE
chr4:12353524-12353643	0.283333333333333	NA	NA	.	TRUE
chr4:13150257-13150376	0.541666666666667	NA	NA	.	TRUE
chr4:13786536-13786655	0.391666666666667	NA	NA	LINC01182	TRUE
chr4:14943802-14943921	0.433333333333333	NA	NA	CPEB2-DT	TRUE
chr4:15848304-15848423	0.558333333333333	NA	NA	.	TRUE
chr4:16653676-16653795	0.458333333333333	NA	NA	LDB2	TRUE
chr4:17941793-17941912	0.325	NA	NA	LCORL	TRUE
chr4:18797162-18797281	0.475	NA	NA	.	TRUE
chr4:19597555-19597674	0.458333333333333	NA	NA	.	TRUE
chr4:20210254-20210373	0.3	NA	NA	.	TRUE
chr4:20983456-20983575	0.391666666666667	NA	NA	KCNIP4	TRUE
chr4:22139548-22139667	0.35	NA	NA	.	TRUE
chr4:23349430-23349549	0.341666666666667	NA	NA	.	TRUE
chr4:24132749-24132868	0.441666666666667	NA	NA	.	TRUE
chr4:24527474-24527756	0.328621908127208	NA	NA	DHX15	TRUE
chr4:24527757-24528040	0.348591549295775	NA	NA	DHX15	TRUE
chr4:24529600-24529769	0.405882352941176	NA	NA	DHX15	TRUE
chr4:24532863-24533053	0.397905759162304	NA	NA	DHX15	TRUE
chr4:24537051-24537170	0.483333333333333	NA	NA	DHX15	TRUE
chr4:24540107-24540298	0.421875	NA	NA	DHX15	TRUE
chr4:24540833-24540952	0.358333333333333	NA	NA	DHX15	TRUE
chr4:24541872-24542021	0.446666666666667	NA	NA	DHX15	TRUE
chr4:24542923-24543042	0.383333333333333	NA	NA	DHX15	TRUE
chr4:24548854-24549021	0.416666666666667	NA	NA	DHX15	TRUE
chr4:24554724-24554942	0.401826484018265	NA	NA	DHX15	TRUE
chr4:24556250-24556409	0.4125	NA	NA	DHX15	TRUE
chr4:24570653-24570846	0.489690721649485	NA	NA	DHX15	TRUE
chr4:24576242-24576459	0.44954128440367	NA	NA	DHX15	TRUE
chr4:24576460-24576677	0.472477064220183	NA	NA	DHX15	TRUE
chr4:24584322-24584553	0.612068965517241	NA	NA	DHX15	TRUE
chr4:24992776-24992895	0.516666666666667	NA	NA	.	TRUE
chr4:25773543-25773662	0.45	NA	NA	.	TRUE
chr4:27101849-27101968	0.475	NA	NA	.	TRUE
chr4:27919284-27919403	0.358333333333333	NA	NA	.	TRUE
chr4:28706287-28706406	0.3	NA	NA	.	TRUE
chr4:29337349-29337468	0.333333333333333	NA	NA	.	TRUE
chr4:30621567-30621686	0.383333333333333	NA	NA	.	TRUE
chr4:31397379-31397498	0.358333333333333	NA	NA	.	TRUE
chr4:32221499-32221618	0.35	NA	NA	LINC02506	TRUE
chr4:32927512-32927631	0.325	NA	NA	.	TRUE
chr4:34919103-34919222	0.341666666666667	NA	NA	.	TRUE
chr4:36012214-36012333	0.341666666666667	NA	NA	ARAP2	TRUE
chr4:36738208-36738327	0.358333333333333	NA	NA	.	TRUE
chr4:38396393-38396512	0.408333333333333	NA	NA	.	TRUE
chr4:39133188-39133307	0.275	NA	NA	.	TRUE
chr4:40253822-40253941	0.375	NA	NA	.	TRUE
chr4:41133468-41133587	0.4	NA	NA	APBB2	TRUE
chr4:42427071-42427190	0.283333333333333	NA	NA	ATP8A1	TRUE
chr4:43230559-43230678	0.4	NA	NA	.	TRUE
chr4:43945161-43945280	0.308333333333333	NA	NA	.	TRUE
chr4:44578236-44578355	0.408333333333333	NA	NA	.	TRUE
chr4:45793819-45793938	0.4	NA	NA	.	TRUE
chr4:47560121-47560240	0.441666666666667	NA	NA	.	TRUE
chr4:48334909-48335028	0.491666666666667	NA	NA	.	TRUE
chr4:49616455-49616574	0.308333333333333	NA	NA	.	TRUE
chr4:52112516-52112635	0.516666666666667	NA	NA	.	TRUE
chr4:52958018-52958137	0.375	NA	NA	SCFD2	TRUE
chr4:53708829-53708948	0.366666666666667	NA	NA	PDGFRA	TRUE
chr4:54435482-54435601	0.383333333333333	NA	NA	.	TRUE
chr4:54657958-54658077	0.633333333333333	NA	NA	KIT	TRUE
chr4:54695511-54695780	0.47037037037037	NA	NA	KIT	TRUE
chr4:54698283-54698564	0.528368794326241	NA	NA	KIT	TRUE
chr4:54699629-54699765	0.437956204379562	NA	NA	KIT	TRUE
chr4:54703723-54703891	0.390532544378698	NA	NA	KIT	TRUE
chr4:54707097-54707286	0.347368421052632	NA	NA	KIT	TRUE
chr4:54709421-54709540	0.391666666666667	NA	NA	KIT	TRUE
chr4:54723580-54723699	0.491666666666667	NA	NA	KIT	TRUE
chr4:54725856-54726049	0.43298969072165	NA	NA	KIT	TRUE
chr4:54727210-54727329	0.416666666666667	NA	NA	KIT	TRUE
chr4:54727418-54727537	0.4	NA	NA	KIT	TRUE
chr4:54727814-54727933	0.491666666666667	NA	NA	KIT	TRUE
chr4:54728005-54728124	0.45	NA	NA	KIT	TRUE
chr4:54729334-54729484	0.377483443708609	NA	NA	KIT	TRUE
chr4:54731321-54731440	0.458333333333333	NA	NA	KIT	TRUE
chr4:54731874-54731993	0.508333333333333	NA	NA	KIT	TRUE
chr4:54733070-54733189	0.391666666666667	NA	NA	KIT	TRUE
chr4:54736493-54736612	0.441666666666667	NA	NA	KIT	TRUE
chr4:54736707-54736826	0.5	NA	NA	KIT	TRUE
chr4:54737167-54737286	0.408333333333333	NA	NA	KIT	TRUE
