chromosome	start	end	gene	mean_log2	stdev_log2	n_samples	is_noisy
chr5	145942448	145942568	bb.chr5.145942448	0.066808	0.084932	8	False
chr5	146878973	146879093	bb.chr5.146878973	0.020973	0.063229	8	False
chr5	147847360	147847480	bb.chr5.147847360	0.006087	0.050617	8	False
chr5	148487856	148487976	bb.chr5.148487856	-0.100930	0.215165	8	False
chr5	149492966	149493086	CSNK1A1_exon_10	-0.009025	0.063150	8	False
chr5	149493338	149493608	CSNK1A1_exon_10	-0.027032	0.044455	8	False
chr5	149493608	149493879	CSNK1A1_exon_10	0.004932	0.062398	8	False
chr5	149493879	149494150	CSNK1A1_exon_10	-0.021991	0.109660	8	False
chr5	149494150	149494421	CSNK1A1_exon_10	-0.006900	0.059127	8	False
chr5	149494421	149494692	CSNK1A1_exon_10	-0.005905	0.048979	8	False
chr5	149494692	149494963	CSNK1A1_exon_10	0.010885	0.054645	8	False
chr5	149494963	149495233	CSNK1A1_exon_10	-0.015728	0.066800	8	False
chr5	149495233	149495504	CSNK1A1_exon_10	0.010574	0.058025	8	False
chr5	149495504	149495775	CSNK1A1_exon_10	-0.013890	0.043471	8	False
chr5	149495775	149496046	CSNK1A1_exon_10	-0.028120	0.057040	8	False
chr5	149496046	149496317	CSNK1A1_exon_10	-0.030634	0.056650	8	False
chr5	149496317	149496588	CSNK1A1_exon_10	-0.006129	0.054042	8	False
chr5	149496588	149496859	CSNK1A1_exon_10	-0.034312	0.039836	8	False
chr5	149505445	149505594	CSNK1A1_exon_9	-0.005459	0.057315	8	False
chr5	149507018	149507138	CSNK1A1_exon_8	0.036805	0.072924	8	False
chr5	149509877	149509997	CSNK1A1_exon_7	-0.003873	0.078438	8	False
chr5	149511770	149511890	CSNK1A1_exon_6	0.000649	0.097580	8	False
chr5	149513068	149513208	CSNK1A1_exon_5	0.012325	0.039484	8	False
chr5	149520274	149520394	CSNK1A1_exon_4	-0.008500	0.106843	8	False
chr5	149525046	149525166	CSNK1A1_exon_3	-0.030725	0.058412	8	False
chr5	149550066	149550186	CSNK1A1_exon_2	-0.013704	0.072193	8	False
chr5	149550840	149551139	CSNK1A1_exon_1	0.016689	0.083202	8	False
chr5	149551139	149551438	CSNK1A1_exon_1	0.002959	0.089359	8	False
chr5	149732543	149732663	bb.chr5.149732543	0.002961	0.043983	8	False
chr5	150053293	150053603	CSF1R_exon_21	0.040893	0.046856	8	False
chr5	150053603	150053913	CSF1R_exon_21	-0.000944	0.066137	8	False
chr5	150053913	150054223	CSF1R_exon_21	0.075593	0.071922	8	False
chr5	150054314	150054434	CSF1R_exon_20	0.028224	0.112509	8	False
chr5	150055225	150055345	CSF1R_exon_19	0.006690	0.096714	8	False
chr5	150056020	150056140	CSF1R_exon_18	0.039189	0.064262	8	False
chr5	150056218	150056338	CSF1R_exon_17	0.020782	0.060951	8	False
chr5	150057275	150057395	CSF1R_exon_16	0.007920	0.084626	8	False
chr5	150057491	150057611	CSF1R_exon_15	0.035649	0.067933	8	False
chr5	150059698	150059861	CSF1R_exon_14	-0.054864	0.078448	8	False
chr5	150060855	150060975	CSF1R_exon_13	0.050937	0.053107	8	False
chr5	150061481	150061601	CSF1R_exon_12	-0.093183	0.067465	8	False
chr5	150061724	150061844	CSF1R_exon_11	-0.107065	0.053559	8	False
chr5	150068211	150068331	CSF1R_exon_10	0.014409	0.089238	8	False
chr5	150069871	150070062	CSF1R_exon_9	0.008386	0.050309	8	False
chr5	150070180	150070300	CSF1R_exon_8	0.015106	0.084833	8	False
chr5	150070452	150070572	CSF1R_exon_7	-0.035652	0.062330	8	False
chr5	150073299	150073492	CSF1R_exon_6	-0.076168	0.034095	8	False
chr5	150077274	150077434	CSF1R_exon_5	-0.037248	0.035407	8	False
chr5	150078110	150078247	CSF1R_exon_4	0.022169	0.041163	8	False
chr5	150080050	150080335	CSF1R_exon_3	0.020894	0.050081	8	False
chr5	150080765	150081023	CSF1R_exon_2	-0.017780	0.036268	8	False
chr5	150086377	150086553	CSF1R_exon_1	-0.053684	0.045518	8	False
chr5	150520270	150520390	bb.chr5.150520270	0.003449	0.159627	8	False
chr5	151640700	151640820	bb.chr5.151640700	0.019502	0.047237	8	False
chr5	152431486	152431606	bb.chr5.152431486	-0.022814	0.085147	8	False
chr5	153123240	153123360	bb.chr5.153123240	-0.011525	0.122052	8	False
chr5	153739028	153739148	bb.chr5.153739028	-0.003482	0.078189	8	False
chr5	154559955	154560075	bb.chr5.154559955	0.007091	0.061033	8	False
chr5	155593511	155593631	bb.chr5.155593511	-0.040128	0.207245	8	False
chr5	156388564	156388684	bb.chr5.156388564	0.011492	0.065396	8	False
chr5	157045992	157046112	bb.chr5.157045992	0.007309	0.072060	8	False
chr5	157751151	157751271	bb.chr5.157751151	0.027793	0.105635	8	False
chr5	158374228	158374348	bb.chr5.158374228	-0.013465	0.076201	8	False
chr5	159115697	159115817	bb.chr5.159115697	0.006096	0.066369	8	False
chr5	159739549	159739669	bb.chr5.159739549	0.003240	0.054364	8	False
chr5	160434274	160434394	bb.chr5.160434274	0.024131	0.037944	8	False
chr5	161821467	161821587	bb.chr5.161821467	-0.010102	0.122314	8	False
chr5	162571750	162571870	bb.chr5.162571750	-0.085559	0.296278	8	False
chr5	163244640	163244760	bb.chr5.163244640	-0.026023	0.176529	8	False
chr5	163903797	163903917	bb.chr5.163903797	-0.225651	0.649807	8	True
chr5	164743663	164743783	bb.chr5.164743663	0.001731	0.081220	8	False
chr5	165551564	165551684	bb.chr5.165551564	-0.036630	0.262676	8	False
chr5	166325185	166325305	bb.chr5.166325185	-0.030821	0.147936	8	False
chr5	167097961	167098081	bb.chr5.167097961	-0.075392	0.210187	8	False
chr5	167947123	167947243	bb.chr5.167947123	0.009692	0.044573	8	False
chr5	168756638	168756758	bb.chr5.168756638	0.017926	0.062214	8	False
chr5	169911260	169911380	bb.chr5.169911260	0.014087	0.072042	8	False
chr5	170788426	170788546	bb.chr5.170788426	0.022732	0.039589	8	False
chr5	171387847	171388005	NPM1_exon_1	-0.039597	0.163128	8	False
chr5	171390015	171390135	NPM1_exon_2	0.005665	0.074406	8	False
chr5	171391303	171391423	NPM1_exon_3	-0.015336	0.053642	8	False
chr5	171391680	171391800	NPM1_exon_4	-0.007645	0.096616	8	False
chr5	171392701	171392821	NPM1_exon_5	-0.018038	0.053721	8	False
chr5	171392864	171392984	NPM1_exon_6	-0.031301	0.106715	8	False
chr5	171400118	171400238	NPM1_exon_7	0.019777	0.087767	8	False
chr5	171400834	171400954	NPM1_exon_8	0.032442	0.072250	8	False
chr5	171405298	171405418	NPM1_exon_9	-0.036536	0.101735	8	False
chr5	171407675	171407795	NPM1_exon_10	-0.014844	0.058538	8	False
chr5	171410511	171410631	NPM1_exon_11	0.045943	0.117406	8	False
chr5	171410711	171410899	NPM1_exon_11	-0.044808	0.097829	8	False
chr5	171442518	171442638	bb.chr5.171442518	0.017144	0.107625	8	False
chr5	172235139	172235259	bb.chr5.172235139	0.005883	0.110845	8	False
chr5	172994697	172994817	bb.chr5.172994697	0.010279	0.027106	8	False
chr5	174192557	174192677	bb.chr5.174192557	0.016413	0.055575	8	False
chr5	175202564	175202684	bb.chr5.175202564	0.007681	0.049431	8	False
chr5	176260553	176260673	bb.chr5.176260553	-0.022236	0.156699	8	False
chr5	176861761	176861881	bb.chr5.176861761	0.016781	0.085425	8	False
chr5	177511575	177511926	DDX41_exon_17	0.011414	0.025112	8	False
chr5	177512089	177512209	DDX41_exon_16	-0.050999	0.064842	8	False
chr5	177512296	177512416	DDX41_exon_15	0.029512	0.086390	8	False
chr5	177512494	177512644	DDX41_exon_14	0.004796	0.070724	8	False
chr5	177512775	177512895	DDX41_exon_13	-0.035860	0.086512	8	False
chr5	177513001	177513121	DDX41_exon_12	-0.013443	0.087243	8	False
chr5	177513351	177513483	DDX41_exon_11	0.022840	0.040810	8	False
chr5	177513683	177513846	DDX41_exon_10	-0.066101	0.095857	8	False
chr5	177514699	177514836	DDX41_exon_9	-0.006745	0.085186	8	False
chr5	177514914	177515068	DDX41_exon_8	-0.002374	0.078760	8	False
chr5	177515183	177515303	DDX41_exon_7	-0.075581	0.077232	8	False
chr5	177515683	177515820	DDX41_exon_6	0.007856	0.059522	8	False
chr5	177515898	177516018	DDX41_exon_5	0.014543	0.063882	8	False
chr5	177516106	177516226	DDX41_exon_4	0.054886	0.096190	8	False
chr5	177516286	177516446	DDX41_exon_3	-0.016518	0.040466	8	False
chr5	177516718	177516838	DDX41_exon_2	0.011489	0.088117	8	False
chr5	177516907	177517027	DDX41_exon_1	0.002818	0.058227	8	False
chr5	177630376	177630496	bb.chr5.177630376	0.008131	0.078863	8	False
chr5	178387721	178387841	bb.chr5.178387721	0.022309	0.072194	8	False
chr5	179218249	179218369	bb.chr5.179218249	0.032368	0.071560	8	False
chr5	179818689	179818809	bb.chr5.179818689	0.004585	0.095899	8	False
chr5	181108560	181108680	bb.chr5.181108560	-0.017521	0.074787	8	False
chr6	500896	501016	bb.chr6.500896	-0.027807	0.171546	8	False
chr6	1426453	1426573	bb.chr6.1426453	0.012683	0.039590	8	False
chr6	2097392	2097512	bb.chr6.2097392	-0.022542	0.105008	8	False
chr6	2841262	2841382	bb.chr6.2841262	0.000275	0.092137	8	False
chr6	3572254	3572374	bb.chr6.3572254	0.017124	0.039987	8	False
chr6	4518002	4518122	bb.chr6.4518002	-0.008974	0.197179	8	False
chr6	5177691	5177811	bb.chr6.5177691	0.003649	0.067961	8	False
chr6	5946846	5946966	bb.chr6.5946846	-0.020485	0.098099	8	False
chr6	6637568	6637688	bb.chr6.6637568	-0.032244	0.096635	8	False
chr6	8083685	8083805	bb.chr6.8083685	-0.053612	0.135312	8	False
chr6	8787237	8787357	bb.chr6.8787237	-0.068315	0.139604	8	False
chr6	9518995	9519115	bb.chr6.9518995	0.004765	0.091750	8	False
chr6	10223334	10223454	bb.chr6.10223334	0.022563	0.096834	8	False
chr6	10923229	10923349	bb.chr6.10923229	-0.026402	0.104911	8	False
chr6	11617874	11617994	bb.chr6.11617874	0.003644	0.147672	8	False
chr6	12514677	12514797	bb.chr6.12514677	0.023470	0.185431	8	False
chr6	13139053	13139173	bb.chr6.13139053	0.012681	0.085598	8	False
chr6	14668376	14668496	bb.chr6.14668376	-0.009419	0.082337	8	False
chr6	15414484	15414604	bb.chr6.15414484	0.003265	0.123557	8	False
chr6	16399266	16399386	bb.chr6.16399266	-0.021689	0.102901	8	False
chr6	17295881	17296001	bb.chr6.17295881	-0.001110	0.129849	8	False
chr6	18023287	18023407	bb.chr6.18023287	-0.072034	0.164567	8	False
chr6	18975256	18975376	bb.chr6.18975256	0.040658	0.119649	8	False
chr6	19670695	19670815	bb.chr6.19670695	0.008810	0.040099	8	False
chr6	20396136	20396256	bb.chr6.20396136	-0.028919	0.185082	8	False
chr6	21103377	21103497	bb.chr6.21103377	0.093678	0.123364	8	False
chr6	21808315	21808435	bb.chr6.21808315	0.002821	0.035023	8	False
chr6	22541500	22541620	bb.chr6.22541500	0.031485	0.093525	8	False
chr6	23492787	23492907	bb.chr6.23492787	0.051596	0.134971	8	False
chr6	24112249	24112369	bb.chr6.24112249	0.000776	0.057910	8	False
chr6	25395684	25395804	bb.chr6.25395684	0.005981	0.037480	8	False
chr6	26091048	26091168	bb.chr6.26091048	-0.014148	0.057975	8	False
chr6	27344239	27344359	bb.chr6.27344239	0.074624	0.049962	8	False
chr6	28443466	28443586	bb.chr6.28443466	0.003335	0.134177	8	False
chr6	33673542	33673662	bb.chr6.33673542	0.074786	0.102458	8	False
chr6	34833351	34833471	bb.chr6.34833351	-0.009319	0.065789	8	False
chr6	35611165	35611285	bb.chr6.35611165	0.033196	0.119285	8	False
chr6	36321308	36321428	bb.chr6.36321308	-0.006958	0.088681	8	False
chr6	37035716	37035836	bb.chr6.37035716	-0.115113	0.497320	8	True
chr6	37761909	37762029	bb.chr6.37761909	0.051368	0.043356	8	False
chr6	38428296	38428416	bb.chr6.38428296	0.010233	0.121718	8	False
chr6	39375945	39376065	bb.chr6.39375945	-0.011253	0.072826	8	False
chr6	40383136	40383256	bb.chr6.40383136	-0.000676	0.094652	8	False
chr6	41308046	41308166	bb.chr6.41308046	-0.003971	0.046678	8	False
chr6	41934950	41935239	CCND3_exon_5	0.088300	0.030415	8	False
chr6	41935239	41935528	CCND3_exon_5	-0.022584	0.069097	8	False
chr6	41935528	41935817	CCND3_exon_5	-0.078953	0.135268	8	False
chr6	41935817	41936106	CCND3_exon_5	0.083971	0.063102	8	False
chr6	41936557	41936694	CCND3_exon_4	0.035845	0.042147	8	False
chr6	41937233	41937393	CCND3_exon_3	-0.043773	0.049067	8	False
chr6	41940368	41940584	CCND3_exon_2	0.034044	0.084737	8	False
chr6	41941450	41941807	CCND3_exon_1	-0.008747	0.103196	8	False
chr6	42509008	42509128	bb.chr6.42509008	-0.042187	0.157380	8	False
chr6	43428527	43428647	bb.chr6.43428527	0.027552	0.063645	8	False
chr6	44154619	44154739	bb.chr6.44154619	0.005241	0.099294	8	False
chr6	44805465	44805585	bb.chr6.44805465	-0.012013	0.125699	8	False
chr6	45556150	45556270	bb.chr6.45556150	-0.018601	0.072896	8	False
chr6	46708222	46708342	bb.chr6.46708222	-0.004556	0.229874	8	False
chr6	47476344	47476464	bb.chr6.47476344	0.012907	0.076325	8	False
chr6	49369465	49369585	bb.chr6.49369465	0.046643	0.176414	8	False
chr6	50113529	50113649	bb.chr6.50113529	0.012308	0.049459	8	False
chr6	51619103	51619223	bb.chr6.51619103	0.025378	0.063034	8	False
chr6	52566427	52566547	bb.chr6.52566427	-0.016352	0.080477	8	False
chr6	53273345	53273465	bb.chr6.53273345	-0.058689	0.223846	8	False
chr6	53982814	53982934	bb.chr6.53982814	-0.004143	0.061383	8	False
chr6	54687001	54687121	bb.chr6.54687001	-0.012957	0.087580	8	False
chr6	55677577	55677697	bb.chr6.55677577	-0.070103	0.179115	8	False
chr6	56426015	56426135	bb.chr6.56426015	0.016350	0.062944	8	False
chr6	58275628	58275748	bb.chr6.58275628	0.039075	0.072917	8	False
chr6	60720331	60720451	bb.chr6.60720331	0.011160	0.125389	8	False
chr6	61920898	61921018	bb.chr6.61920898	-0.007750	0.189691	8	False
chr6	62833573	62833693	bb.chr6.62833573	-0.023334	0.166050	8	False
chr6	63574309	63574429	bb.chr6.63574309	-0.020727	0.090302	8	False
chr6	64800120	64800240	bb.chr6.64800120	-0.006847	0.063512	8	False
chr6	65476176	65476296	bb.chr6.65476176	-0.031948	0.121949	8	False
chr6	66429927	66430047	bb.chr6.66429927	-0.036095	0.160347	8	False
chr6	68487298	68487418	bb.chr6.68487298	-0.244554	0.479423	8	True
chr6	69398463	69398583	bb.chr6.69398463	-0.004437	0.136000	8	False
chr6	70371613	70371733	bb.chr6.70371613	0.005421	0.078039	8	False
chr6	71105114	71105234	bb.chr6.71105114	0.082712	0.114305	8	False
chr6	71875703	71875823	bb.chr6.71875703	0.033830	0.086721	8	False
chr6	72639826	72639946	bb.chr6.72639826	-0.017405	0.076522	8	False
chr6	73348223	73348343	bb.chr6.73348223	-0.002087	0.048326	8	False
chr6	74016177	74016297	bb.chr6.74016177	-0.011933	0.145713	8	False
chr6	75134824	75134944	bb.chr6.75134824	-0.006854	0.048866	8	False
chr6	75937799	75937919	bb.chr6.75937799	0.007670	0.110112	8	False
chr6	77104920	77105040	bb.chr6.77104920	-0.071362	0.230793	8	False
chr6	78037711	78037831	bb.chr6.78037711	-0.021404	0.037226	8	False
chr6	78691636	78691756	bb.chr6.78691636	-0.016108	0.091870	8	False
chr6	79466720	79466840	bb.chr6.79466720	0.002515	0.095241	8	False
chr6	80079997	80080117	bb.chr6.80079997	-0.064458	0.232541	8	False
chr6	81136941	81137061	bb.chr6.81136941	0.006355	0.028895	8	False
chr6	81832276	81832396	bb.chr6.81832276	0.010547	0.088178	8	False
chr6	82777781	82777901	bb.chr6.82777781	0.003287	0.068275	8	False
chr6	83474693	83474813	bb.chr6.83474693	0.008972	0.091056	8	False
chr6	84448431	84448551	bb.chr6.84448431	0.020218	0.079768	8	False
chr6	85115909	85116029	bb.chr6.85115909	0.033263	0.057504	8	False
chr6	85768959	85769079	bb.chr6.85768959	0.006911	0.102953	8	False
chr6	86534050	86534170	bb.chr6.86534050	0.003808	0.158535	8	False
chr6	87524765	87524885	bb.chr6.87524765	-0.131666	0.437998	8	True
chr6	88572699	88572819	bb.chr6.88572699	-0.001411	0.056656	8	False
chr6	89623279	89623399	bb.chr6.89623279	0.014678	0.087278	8	False
chr6	90393927	90394047	bb.chr6.90393927	-0.011104	0.178124	8	False
chr6	91479285	91479405	bb.chr6.91479285	-0.011121	0.057088	8	False
chr6	92275583	92275703	bb.chr6.92275583	0.014416	0.092925	8	False
chr6	92987622	92987742	bb.chr6.92987622	0.018165	0.064346	8	False
chr6	93653674	93653794	bb.chr6.93653674	-0.016537	0.074113	8	False
chr6	95394508	95394628	bb.chr6.95394508	-0.711542	1.557347	8	True
chr6	96086737	96086857	bb.chr6.96086737	-0.005595	0.095021	8	False
chr6	97077572	97077692	bb.chr6.97077572	0.005028	0.140036	8	False
chr6	97753933	97754053	bb.chr6.97753933	-0.022415	0.589322	8	True
chr6	98490898	98491018	bb.chr6.98490898	-0.003406	0.059500	8	False
chr6	99377291	99377411	bb.chr6.99377291	-0.013359	0.067370	8	False
chr6	99542385	99542629	CCNC_exon_12	-0.028439	0.062788	8	False
chr6	99542629	99542874	CCNC_exon_12	-0.015170	0.085122	8	False
chr6	99542874	99543118	CCNC_exon_12	-0.007150	0.059749	8	False
chr6	99543118	99543363	CCNC_exon_12	0.014307	0.074707	8	False
chr6	99543363	99543608	CCNC_exon_12	-0.009675	0.047743	8	False
chr6	99545109	99545229	CCNC_exon_11	0.011469	0.090799	8	False
chr6	99546382	99546502	CCNC_exon_10	-0.015027	0.060034	8	False
chr6	99549479	99549599	CCNC_exon_9	-0.011737	0.048685	8	False
chr6	99550201	99550321	CCNC_exon_8	0.045764	0.091477	8	False
chr6	99558485	99558605	CCNC_exon_5	-0.021027	0.069081	8	False
chr6	99561317	99561437	CCNC_exon_4	-0.087850	0.102750	8	False
chr6	99561578	99561698	CCNC_exon_3	-0.097525	0.094646	8	False
chr6	99562833	99562953	CCNC_exon_2	-0.027858	0.050688	8	False
chr6	99568494	99568659	CCNC_exon_1	-0.072280	0.099850	8	False
chr6	100315232	100315352	bb.chr6.100315232	-0.024080	0.068351	8	False
chr6	101360283	101360403	bb.chr6.101360283	-0.047310	0.199043	8	False
chr6	102401401	102401521	bb.chr6.102401401	-0.020812	0.077281	8	False
chr6	103331340	103331460	bb.chr6.103331340	0.009937	0.079984	8	False
chr6	103959114	103959234	bb.chr6.103959114	0.010677	0.063587	8	False
chr6	104618521	104618641	bb.chr6.104618521	0.003684	0.061019	8	False
chr6	105822570	105822690	bb.chr6.105822570	-0.023189	0.182931	8	False
chr6	106796024	106796144	bb.chr6.106796024	-0.001028	0.056748	8	False
chr6	107555137	107555257	bb.chr6.107555137	0.013411	0.062398	8	False
chr6	108168336	108168456	bb.chr6.108168336	-0.001328	0.104562	8	False
chr6	108795883	108796003	bb.chr6.108795883	-0.021454	0.127072	8	False
chr6	109866060	109866180	bb.chr6.109866060	0.019207	0.084012	8	False
chr6	110607537	110607657	bb.chr6.110607537	-0.017962	0.059508	8	False
chr6	111785029	111785149	bb.chr6.111785029	0.028236	0.097624	8	False
chr6	112617544	112617664	bb.chr6.112617544	0.015793	0.077873	8	False
chr6	113276867	113276987	bb.chr6.113276867	-0.043013	0.081904	8	False
chr6	113987566	113987686	bb.chr6.113987566	0.017941	0.060419	8	False
chr6	114748324	114748444	bb.chr6.114748324	0.003793	0.089553	8	False
chr6	115668136	115668256	bb.chr6.115668136	-0.717675	1.228157	7	True
chr6	116400433	116400553	bb.chr6.116400433	-0.044486	0.106956	8	False
chr6	117492046	117492166	bb.chr6.117492046	-0.041109	0.138032	8	False
chr6	118321528	118321648	bb.chr6.118321528	-0.000764	0.145676	8	False
chr6	119025687	119025807	bb.chr6.119025687	0.004276	0.054188	8	False
chr6	119897241	119897361	bb.chr6.119897241	0.019739	0.074009	8	False
chr6	120853442	120853562	bb.chr6.120853442	-0.000379	0.083004	8	False
chr6	121600265	121600385	bb.chr6.121600265	0.016856	0.144432	8	False
chr6	122581868	122581988	bb.chr6.122581868	0.002308	0.128316	8	False
chr6	123271630	123271750	bb.chr6.123271630	-0.001072	0.081347	8	False
chr6	123972324	123972444	bb.chr6.123972324	0.017286	0.051509	8	False
chr6	124666033	124666153	bb.chr6.124666033	0.023874	0.088621	8	False
chr6	125889189	125889309	bb.chr6.125889189	-0.038907	0.080747	8	False
chr6	126819863	126819983	bb.chr6.126819863	0.012928	0.100554	8	False
chr6	128007628	128007748	bb.chr6.128007628	-0.059892	0.316667	8	True
chr6	128715255	128715375	bb.chr6.128715255	-0.014916	0.070646	8	False
chr6	129432912	129433032	bb.chr6.129432912	0.041661	0.066407	8	False
chr6	130139113	130139233	bb.chr6.130139113	-0.004199	0.108013	8	False
chr6	131276176	131276296	bb.chr6.131276176	-0.093243	0.356610	8	True
chr6	132235318	132235438	bb.chr6.132235318	-0.028996	0.194362	8	False
chr6	132970349	132970469	bb.chr6.132970349	-0.031490	0.052025	8	False
chr6	134253736	134253856	bb.chr6.134253736	-0.003148	0.094982	8	False
chr6	135137993	135138113	bb.chr6.135137993	0.015932	0.056511	8	False
chr6	135181306	135181535	MYB_exon_1	0.043305	0.099044	8	False
chr6	135185900	135186020	MYB_exon_2	-0.006356	0.059317	8	False
chr6	135187828	135187948	MYB_exon_3	0.006102	0.057916	8	False
chr6	135189765	135189885	MYB_exon_4	0.061542	0.058217	8	False
chr6	135190125	135190346	MYB_exon_5	0.052317	0.045588	8	False
chr6	135192322	135192557	MYB_exon_6	0.048955	0.067620	8	False
chr6	135193799	135193919	MYB_exon_7	0.017283	0.074575	8	False
chr6	135194346	135194466	MYB_exon_8	0.022732	0.048068	8	False
chr6	135195746	135196001	MYB_exon_9	-0.035858	0.023888	8	False
chr6	135196959	135197079	MYB_exon_10	0.005157	0.050945	8	False
chr6	135197081	135197201	MYB_exon_10	-0.030231	0.042613	8	False
chr6	135197202	135197322	MYB_exon_10	-0.021936	0.077769	8	False
chr6	135198906	135199049	MYB_exon_11	-0.014482	0.072798	8	False
chr6	135200080	135200200	MYB_exon_12	0.039912	0.035743	8	False
chr6	135200291	135200411	MYB_exon_13	0.039092	0.073959	8	False
chr6	135201632	135201752	MYB_exon_14	0.015952	0.047053	8	False
chr6	135203209	135203329	MYB_exon_15	0.016439	0.093345	8	False
chr6	135217862	135218123	MYB_exon_16	-0.040718	0.058141	8	False
chr6	135218123	135218385	MYB_exon_16	0.010328	0.097531	8	False
chr6	135218385	135218647	MYB_exon_16	0.012408	0.066544	8	False
chr6	135218647	135218909	MYB_exon_16	-0.003382	0.037776	8	False
chr6	135218909	135219171	MYB_exon_16	-0.051129	0.105997	8	False
chr6	136067224	136067344	bb.chr6.136067224	-0.037546	0.148605	8	False
chr6	137487590	137487710	bb.chr6.137487590	0.102239	0.098845	8	False
chr6	138091415	138091535	bb.chr6.138091415	-0.037642	0.141781	8	False
chr6	139093717	139093837	bb.chr6.139093717	-0.001383	0.062449	8	False
chr6	139869661	139869781	bb.chr6.139869661	0.014701	0.091260	8	False
chr6	140761884	140762004	bb.chr6.140761884	-0.024840	0.149870	8	False
chr6	141703981	141704101	bb.chr6.141703981	-0.007373	0.095559	8	False
chr6	142476092	142476212	bb.chr6.142476092	0.102416	0.044595	8	False
chr6	143223450	143223570	bb.chr6.143223450	-0.041467	0.147315	8	False
chr6	143940669	143940789	bb.chr6.143940669	-0.024343	0.089259	8	False
chr6	144554059	144554179	bb.chr6.144554059	0.021061	0.102170	8	False
chr6	145343971	145344091	bb.chr6.145343971	-0.017638	0.115766	8	False
chr6	145993839	145993959	bb.chr6.145993839	-0.258786	0.803287	8	True
chr6	147511567	147511687	bb.chr6.147511567	-0.013132	0.086383	8	False
chr6	148154969	148155089	bb.chr6.148154969	0.009407	0.079533	8	False
chr6	150072694	150072814	bb.chr6.150072694	-0.020382	0.075296	8	False
chr6	150800564	150800684	bb.chr6.150800564	0.003631	0.059869	8	False
chr6	151459827	151459947	bb.chr6.151459827	0.008922	0.178239	8	False
chr6	152199299	152199419	bb.chr6.152199299	-0.218576	0.534375	8	True
chr6	152915255	152915375	bb.chr6.152915255	-0.040145	0.186025	8	False
chr6	153679182	153679302	bb.chr6.153679182	-0.034890	0.084218	8	False
chr6	154319616	154319736	bb.chr6.154319616	-0.007105	0.135946	8	False
chr6	155280808	155280928	bb.chr6.155280808	0.013330	0.060144	8	False
chr6	156229486	156229606	bb.chr6.156229486	0.015158	0.073859	8	False
chr6	156934252	156934372	bb.chr6.156934252	-0.035670	0.090409	8	False
chr6	157554082	157554202	bb.chr6.157554082	0.006399	0.071578	8	False
chr6	158500632	158500752	bb.chr6.158500632	-0.032350	0.069192	8	False
chr6	159218438	159218558	bb.chr6.159218438	0.027934	0.120551	8	False
chr6	159863158	159863278	bb.chr6.159863158	0.010145	0.075895	8	False
chr6	160864668	160864788	bb.chr6.160864668	-0.030134	0.107613	8	False
chr6	162325267	162325387	bb.chr6.162325267	0.023424	0.097248	8	False
chr6	163016583	163016703	bb.chr6.163016583	-0.027154	0.225208	8	False
chr6	164197947	164198067	bb.chr6.164197947	-0.023685	0.088136	8	False
chr6	165267639	165267759	bb.chr6.165267639	0.006016	0.074505	8	False
chr6	165875485	165875605	bb.chr6.165875485	0.026862	0.187085	8	False
chr6	166803830	166803950	bb.chr6.166803830	0.006654	0.139707	8	False
chr6	167507394	167507514	bb.chr6.167507394	-0.039471	0.095250	8	False
chr6	168247696	168247816	bb.chr6.168247696	-0.003483	0.073881	8	False
chr6	168957569	168957689	bb.chr6.168957569	0.002448	0.054242	8	False
chr6	169780473	169780593	bb.chr6.169780473	-0.030550	0.099033	8	False
chr7	244803	244923	bb.chr7.244803	-0.021121	0.088845	8	False
chr7	1298926	1299046	bb.chr7.1298926	0.005418	0.137690	8	False
chr7	2119742	2119862	bb.chr7.2119742	0.046113	0.068848	8	False
chr7	2913739	2913859	bb.chr7.2913739	-0.015606	0.062962	8	False
chr7	3616373	3616493	bb.chr7.3616373	0.012406	0.091454	8	False
chr7	4520622	4520742	bb.chr7.4520622	-0.017658	0.056711	8	False
chr7	5836113	5836233	bb.chr7.5836113	-0.054019	0.224202	8	False
chr7	6831241	6831361	bb.chr7.6831241	0.032320	0.049523	8	False
chr7	8817226	8817346	bb.chr7.8817226	-0.149401	0.335034	8	True
chr7	9619565	9619685	bb.chr7.9619565	-0.002948	0.087533	8	False
chr7	10477712	10477832	bb.chr7.10477712	0.018001	0.043738	8	False
chr7	11251713	11251833	bb.chr7.11251713	-0.037581	0.204940	8	False
chr7	12039156	12039276	bb.chr7.12039156	-0.140061	0.277589	8	False
chr7	13097569	13097689	bb.chr7.13097569	-0.014282	0.062367	8	False
chr7	14165831	14165951	bb.chr7.14165831	0.023638	0.075352	8	False
chr7	14985269	14985389	bb.chr7.14985269	0.016047	0.101690	8	False
chr7	15827519	15827639	bb.chr7.15827519	-0.005225	0.041673	8	False
chr7	16602064	16602184	bb.chr7.16602064	-0.019450	0.115419	8	False
chr7	17671767	17671887	bb.chr7.17671767	-0.025731	0.161102	8	False
chr7	18695564	18695684	bb.chr7.18695564	0.024670	0.076012	8	False
chr7	19729196	19729316	bb.chr7.19729196	0.010492	0.084188	8	False
chr7	20372517	20372637	bb.chr7.20372517	-0.017689	0.049496	8	False
chr7	21160212	21160332	bb.chr7.21160212	-0.047228	0.164690	8	False
chr7	21960497	21960617	bb.chr7.21960497	0.002287	0.139595	8	False
