chrom	start	end	name	gene	n_probes	span_bp	covered_bp	span_ratio
chr5	171407675	171407795	NPM1_exon_10	NPM1	1	120	120	1.0
chr5	171410511	171410899	NPM1_exon_11	NPM1	3	388	360	1.08
chr5	177511575	177511926	DDX41_exon_17	DDX41	3	351	360	0.97
chr5	177512089	177512209	DDX41_exon_16	DDX41	1	120	120	1.0
chr5	177512296	177512416	DDX41_exon_15	DDX41	1	120	120	1.0
chr5	177512494	177512644	DDX41_exon_14	DDX41	2	150	240	0.62
chr5	177512775	177512895	DDX41_exon_13	DDX41	1	120	120	1.0
chr5	177513001	177513121	DDX41_exon_12	DDX41	1	120	120	1.0
chr5	177513351	177513483	DDX41_exon_11	DDX41	2	132	240	0.55
chr5	177513683	177513846	DDX41_exon_10	DDX41	2	163	240	0.68
chr5	177514699	177514836	DDX41_exon_9	DDX41	2	137	240	0.57
chr5	177514914	177515068	DDX41_exon_8	DDX41	2	154	240	0.64
chr5	177515183	177515303	DDX41_exon_7	DDX41	1	120	120	1.0
chr5	177515683	177515820	DDX41_exon_6	DDX41	2	137	240	0.57
chr5	177515898	177516018	DDX41_exon_5	DDX41	1	120	120	1.0
chr5	177516106	177516226	DDX41_exon_4	DDX41	1	120	120	1.0
chr5	177516286	177516446	DDX41_exon_3	DDX41	2	160	240	0.67
chr5	177516718	177516838	DDX41_exon_2	DDX41	1	120	120	1.0
chr5	177516907	177517027	DDX41_exon_1	DDX41	1	120	120	1.0
chr6	41934950	41936106	CCND3_exon_5	CCND3	10	1156	1200	0.96
chr6	41936557	41936694	CCND3_exon_4	CCND3	2	137	240	0.57
chr6	41937233	41937393	CCND3_exon_3	CCND3	2	160	240	0.67
chr6	41940368	41940584	CCND3_exon_2	CCND3	2	216	240	0.9
chr6	41941450	41941807	CCND3_exon_1	CCND3	3	357	360	0.99
chr6	99542385	99543608	CCNC_exon_12	CCNC	11	1223	1320	0.93
chr6	99545109	99545229	CCNC_exon_11	CCNC	1	120	120	1.0
chr6	99546382	99546502	CCNC_exon_10	CCNC	1	120	120	1.0
chr6	99549479	99549599	CCNC_exon_9	CCNC	1	120	120	1.0
chr6	99550201	99550321	CCNC_exon_8	CCNC	1	120	120	1.0
chr6	99550974	99551094	CCNC_exon_7	CCNC	1	120	120	1.0
chr6	99551785	99551905	CCNC_exon_6	CCNC	1	120	120	1.0
chr6	99558485	99558605	CCNC_exon_5	CCNC	1	120	120	1.0
chr6	99561317	99561437	CCNC_exon_4	CCNC	1	120	120	1.0
chr6	99561578	99561698	CCNC_exon_3	CCNC	1	120	120	1.0
chr6	99562833	99562953	CCNC_exon_2	CCNC	1	120	120	1.0
chr6	99568494	99568659	CCNC_exon_1	CCNC	2	165	240	0.69
chr6	135181306	135181535	MYB_exon_1	MYB	2	229	240	0.95
chr6	135185900	135186020	MYB_exon_2	MYB	1	120	120	1.0
chr6	135187828	135187948	MYB_exon_3	MYB	1	120	120	1.0
chr6	135189765	135189885	MYB_exon_4	MYB	1	120	120	1.0
chr6	135190125	135190346	MYB_exon_5	MYB	2	221	240	0.92
chr6	135192322	135192557	MYB_exon_6	MYB	2	235	240	0.98
chr6	135193799	135193919	MYB_exon_7	MYB	1	120	120	1.0
chr6	135194346	135194466	MYB_exon_8	MYB	1	120	120	1.0
chr6	135195746	135196001	MYB_exon_9	MYB	3	255	360	0.71
chr6	135196959	135197322	MYB_exon_10	MYB	3	363	360	1.01
chr6	135198906	135199049	MYB_exon_11	MYB	2	143	240	0.6
chr6	135200080	135200200	MYB_exon_12	MYB	1	120	120	1.0
chr6	135200291	135200411	MYB_exon_13	MYB	1	120	120	1.0
chr6	135201632	135201752	MYB_exon_14	MYB	1	120	120	1.0
chr6	135203209	135203329	MYB_exon_15	MYB	1	120	120	1.0
chr6	135217862	135219171	MYB_exon_16	MYB	11	1309	1320	0.99
chr7	50304714	50304921	IKZF1_exon_1	IKZF1	2	207	240	0.86
chr7	50319040	50319160	IKZF1_exon_2	IKZF1	1	120	120	1.0
chr7	50327636	50327756	IKZF1_exon_3	IKZF1	1	120	120	1.0
chr7	50376531	50376792	IKZF1_exon_4	IKZF1	3	261	360	0.72
chr7	50382538	50382706	IKZF1_exon_5	IKZF1	2	168	240	0.7
chr7	50387346	50387466	IKZF1_exon_6	IKZF1	1	120	120	1.0
chr7	50391727	50391862	IKZF1_exon_7	IKZF1	2	135	240	0.56
chr7	50399916	50405100	IKZF1_exon_8	IKZF1	44	5184	5280	0.98
chr7	93099532	93106104	SAMD9_exon_3	SAMD9	55	6572	6600	1.0
chr7	93114787	93114907	SAMD9_exon_2	SAMD9	1	120	120	1.0
chr7	93117859	93117979	SAMD9_exon_1	SAMD9	1	120	120	1.0
chr7	93130054	93135990	SAMD9L_exon_5	SAMD9L	50	5936	6000	0.99
chr7	93144731	93144851	SAMD9L_exon_4	SAMD9L	1	120	120	1.0
chr7	93145383	93146039	SAMD9L_exon_3	SAMD9L	6	656	720	0.91
chr7	93146881	93147145	SAMD9L_exon_2	SAMD9L	3	264	360	0.73
chr7	93148192	93148384	SAMD9L_exon_1	SAMD9L	2	192	240	0.8
chr7	101817608	101817728	CUX1_exon_1	CUX1	1	120	120	1.0
chr7	101916108	101916228	CUX1_exon_2	CUX1	1	120	120	1.0
chr7	102028050	102028170	CUX1_exon_3	CUX1	1	120	120	1.0
chr7	102070334	102070454	CUX1_exon_4	CUX1	1	120	120	1.0
chr7	102097362	102097500	CUX1_exon_5	CUX1	2	138	240	0.57
chr7	102104336	102104456	CUX1_exon_6	CUX1	1	120	120	1.0
chr7	102111675	102111795	CUX1_exon_7	CUX1	1	120	120	1.0
chr7	102115196	102115316	CUX1_exon_8	CUX1	1	120	120	1.0
chr7	102158527	102158647	CUX1_exon_9	CUX1	1	120	120	1.0
chr7	102170436	102170556	CUX1_exon_10	CUX1	1	120	120	1.0
chr7	102178467	102178656	CUX1_exon_11	CUX1	2	189	240	0.79
chr7	102189791	102189911	CUX1_exon_12	CUX1	1	120	120	1.0
chr7	102193806	102193926	CUX1_exon_13	CUX1	1	120	120	1.0
chr7	102195492	102195612	CUX1_exon_14	CUX1	1	120	120	1.0
chr7	102196632	102197304	CUX1_exon_15	CUX1	6	672	720	0.93
chr7	102198798	102198918	CUX1_exon_16	CUX1	1	120	120	1.0
chr7	102200070	102200190	CUX1_exon_17	CUX1	1	120	120	1.0
chr7	102201358	102202203	CUX1_exon_18	CUX1	7	845	840	1.01
chr7	102204389	102204555	CUX1_exon_19	CUX1	2	166	240	0.69
chr7	102205075	102205195	CUX1_exon_20	CUX1	1	120	120	1.0
chr7	102227365	102227668	CUX1_exon_21	CUX1	3	303	360	0.84
chr7	102234050	102234239	CUX1_exon_22	CUX1	2	189	240	0.79
chr7	102239318	102239583	CUX1_exon_23	CUX1	3	265	360	0.74
chr7	102248410	102258232	CUX1_exon_24	CUX1	82	9822	9840	1.0
chr7	134646849	134646969	BPGM_exon_1	BPGM	1	120	120	1.0
chr7	134661445	134662107	BPGM_exon_2	BPGM	6	662	720	0.92
chr7	134678851	134679815	BPGM_exon_3	BPGM	8	964	960	1.0
chr7	139359892	139360321	LUC7L2_exon_1	LUC7L2	4	429	480	0.89
chr7	139376045	139376165	LUC7L2_exon_2	LUC7L2	1	120	120	1.0
chr7	139398587	139398707	LUC7L2_exon_3	LUC7L2	1	120	120	1.0
chr7	139402130	139402250	LUC7L2_exon_4	LUC7L2	1	120	120	1.0
chr7	139405642	139405786	LUC7L2_exon_5	LUC7L2	2	144	240	0.6
chr7	139407172	139407349	LUC7L2_exon_6	LUC7L2	2	177	240	0.74
chr7	139409551	139409671	LUC7L2_exon_7	LUC7L2	1	120	120	1.0
chr7	139412513	139412633	LUC7L2_exon_8	LUC7L2	1	120	120	1.0
chr7	139417536	139417728	LUC7L2_exon_9	LUC7L2	2	192	240	0.8
chr7	139422161	139423453	LUC7L2_exon_10	LUC7L2	11	1292	1320	0.98
chr7	140753272	140753392	BRAF_exon_15	BRAF	1	120	120	1.0
chr7	148807381	148807705	EZH2_exon_20	EZH2	3	324	360	0.9
chr7	148809065	148809185	EZH2_exon_19	EZH2	1	120	120	1.0
chr7	148809271	148809391	EZH2_exon_18	EZH2	1	120	120	1.0
chr7	148810296	148810416	EZH2_exon_17	EZH2	1	120	120	1.0
chr7	148811607	148811727	EZH2_exon_16	EZH2	1	120	120	1.0
chr7	148813957	148814136	EZH2_exon_15	EZH2	2	179	240	0.75
chr7	148814915	148815035	EZH2_exon_14	EZH2	1	120	120	1.0
chr7	148815491	148815611	EZH2_exon_13	EZH2	1	120	120	1.0
chr7	148816672	148816792	EZH2_exon_12	EZH2	1	120	120	1.0
chr7	148817220	148817390	EZH2_exon_11	EZH2	2	170	240	0.71
chr7	148817875	148818116	EZH2_exon_10	EZH2	2	241	240	1.0
chr7	148819571	148819691	EZH2_exon_9	EZH2	1	120	120	1.0
chr7	148826452	148826631	EZH2_exon_8	EZH2	2	179	240	0.75
chr7	148827157	148827277	EZH2_exon_7	EZH2	1	120	120	1.0
chr7	148828738	148828879	EZH2_exon_6	EZH2	2	141	240	0.59
chr7	148829726	148829846	EZH2_exon_5	EZH2	1	120	120	1.0
chr7	148832630	148832750	EZH2_exon_4	EZH2	1	120	120	1.0
chr7	148846472	148846592	EZH2_exon_3	EZH2	1	120	120	1.0
chr7	148847182	148847302	EZH2_exon_2	EZH2	1	120	120	1.0
chr7	148884166	148884286	EZH2_exon_1	EZH2	1	120	120	1.0
chr7	152644878	152649362	XRCC2_exon_3	XRCC2	19	4484	2280	1.97
chr7	152660683	152660803	XRCC2_exon_2	XRCC2	1	120	120	1.0
chr7	152676033	152676153	XRCC2_exon_1	XRCC2	1	120	120	1.0
chr8	2935359	2938743	CSMD1_exon_70	CSMD1	29	3384	3480	0.97
chr8	2942470	2942603	CSMD1_exon_69	CSMD1	2	133	240	0.55
chr8	2949282	2949402	CSMD1_exon_68	CSMD1	1	120	120	1.0
chr8	2950225	2950345	CSMD1_exon_67	CSMD1	1	120	120	1.0
chr8	2951112	2951274	CSMD1_exon_66	CSMD1	2	162	240	0.68
chr8	2954156	2954276	CSMD1_exon_65	CSMD1	1	120	120	1.0
chr8	2955587	2955767	CSMD1_exon_64	CSMD1	2	180	240	0.75
chr8	2957690	2957810	CSMD1_exon_63	CSMD1	1	120	120	1.0
chr8	2961131	2961251	CSMD1_exon_62	CSMD1	1	120	120	1.0
chr8	2962464	2962638	CSMD1_exon_61	CSMD1	2	174	240	0.72
chr8	2963220	2963394	CSMD1_exon_60	CSMD1	2	174	240	0.72
chr8	2965773	2965953	CSMD1_exon_59	CSMD1	2	180	240	0.75
chr8	2966568	2966745	CSMD1_exon_58	CSMD1	2	177	240	0.74
chr8	2973115	2973298	CSMD1_exon_57	CSMD1	2	183	240	0.76
chr8	2974449	2974623	CSMD1_exon_56	CSMD1	2	174	240	0.72
chr8	2978610	2978799	CSMD1_exon_55	CSMD1	2	189	240	0.79
chr8	2998009	2998183	CSMD1_exon_54	CSMD1	2	174	240	0.72
chr8	2999956	3000130	CSMD1_exon_53	CSMD1	2	174	240	0.72
chr8	3018475	3018649	CSMD1_exon_52	CSMD1	2	174	240	0.72
chr8	3029317	3029512	CSMD1_exon_51	CSMD1	2	195	240	0.81
chr8	3052460	3052646	CSMD1_exon_50	CSMD1	2	186	240	0.78
chr8	3087095	3087284	CSMD1_exon_49	CSMD1	2	189	240	0.79
chr8	3091514	3091661	CSMD1_exon_48	CSMD1	2	147	240	0.61
chr8	3096847	3097036	CSMD1_exon_47	CSMD1	2	189	240	0.79
chr8	3106523	3106643	CSMD1_exon_46	CSMD1	1	120	120	1.0
chr8	3107679	3107799	CSMD1_exon_45	CSMD1	1	120	120	1.0
chr8	3108601	3108747	CSMD1_exon_44	CSMD1	2	146	240	0.61
chr8	3110156	3110334	CSMD1_exon_43	CSMD1	2	178	240	0.74
chr8	3118397	3118586	CSMD1_exon_42	CSMD1	2	189	240	0.79
chr8	3142463	3142673	CSMD1_exon_41	CSMD1	2	210	240	0.88
chr8	3151393	3151513	CSMD1_exon_40	CSMD1	1	120	120	1.0
chr8	3157867	3157987	CSMD1_exon_39	CSMD1	1	120	120	1.0
chr8	3162156	3162276	CSMD1_exon_38	CSMD1	1	120	120	1.0
chr8	3181100	3181220	CSMD1_exon_37	CSMD1	1	120	120	1.0
chr8	3187864	3187984	CSMD1_exon_36	CSMD1	1	120	120	1.0
chr8	3188887	3189007	CSMD1_exon_35	CSMD1	1	120	120	1.0
chr8	3189910	3190114	CSMD1_exon_34	CSMD1	2	204	240	0.85
chr8	3199708	3199828	CSMD1_exon_33	CSMD1	1	120	120	1.0
chr8	3201607	3201727	CSMD1_exon_32	CSMD1	1	120	120	1.0
chr8	3205500	3205620	CSMD1_exon_31	CSMD1	1	120	120	1.0
chr8	3214495	3214690	CSMD1_exon_30	CSMD1	2	195	240	0.81
chr8	3219253	3219441	CSMD1_exon_29	CSMD1	2	188	240	0.78
chr8	3223727	3223866	CSMD1_exon_28	CSMD1	2	139	240	0.58
chr8	3230038	3230230	CSMD1_exon_27	CSMD1	2	192	240	0.8
chr8	3284142	3284345	CSMD1_exon_26	CSMD1	2	203	240	0.85
chr8	3307696	3307816	CSMD1_exon_25	CSMD1	1	120	120	1.0
chr8	3308310	3308502	CSMD1_exon_24	CSMD1	2	192	240	0.8
chr8	3343292	3343449	CSMD1_exon_23	CSMD1	2	157	240	0.65
chr8	3347990	3348160	CSMD1_exon_22	CSMD1	2	170	240	0.71
chr8	3359150	3359339	CSMD1_exon_21	CSMD1	2	189	240	0.79
chr8	3367030	3367246	CSMD1_exon_20	CSMD1	2	216	240	0.9
chr8	3369250	3369370	CSMD1_exon_19	CSMD1	1	120	120	1.0
chr8	3387492	3387681	CSMD1_exon_18	CSMD1	2	189	240	0.79
chr8	3396192	3396380	CSMD1_exon_17	CSMD1	2	188	240	0.78
chr8	3399389	3399528	CSMD1_exon_16	CSMD1	2	139	240	0.58
chr8	3406025	3406220	CSMD1_exon_15	CSMD1	2	195	240	0.81
chr8	3407897	3408224	CSMD1_exon_14	CSMD1	3	327	360	0.91
chr8	3409421	3409604	CSMD1_exon_13	CSMD1	2	183	240	0.76
chr8	3468706	3468826	CSMD1_exon_12	CSMD1	1	120	120	1.0
chr8	3493613	3493733	CSMD1_exon_11	CSMD1	1	120	120	1.0
chr8	3574944	3575064	CSMD1_exon_10	CSMD1	1	120	120	1.0
chr8	3586136	3586256	CSMD1_exon_9	CSMD1	1	120	120	1.0
chr8	3616690	3616810	CSMD1_exon_8	CSMD1	1	120	120	1.0
chr8	3708375	3708495	CSMD1_exon_7	CSMD1	1	120	120	1.0
chr8	3753924	3754044	CSMD1_exon_6	CSMD1	1	120	120	1.0
chr8	3997901	3998109	CSMD1_exon_5	CSMD1	2	208	240	0.87
chr8	4031903	4032098	CSMD1_exon_4	CSMD1	2	195	240	0.81
chr8	4419947	4420067	CSMD1_exon_3	CSMD1	1	120	120	1.0
chr8	4637340	4637557	CSMD1_exon_2	CSMD1	2	217	240	0.9
chr8	4994330	4994913	CSMD1_exon_1	CSMD1	5	583	600	0.97
chr8	76681245	76681619	ZFHX4_exon_1	ZFHX4	4	374	480	0.78
chr8	76704041	76706677	ZFHX4_exon_2	ZFHX4	22	2636	2640	1.0
chr8	76707544	76708047	ZFHX4_exon_3	ZFHX4	5	503	600	0.84
chr8	76778206	76778438	ZFHX4_exon_4	ZFHX4	2	232	240	0.97
chr8	76833288	76833408	ZFHX4_exon_5	ZFHX4	1	120	120	1.0
chr8	76842651	76842771	ZFHX4_exon_6	ZFHX4	1	120	120	1.0
chr8	76848993	76849127	ZFHX4_exon_7	ZFHX4	2	134	240	0.56
chr8	76849510	76849711	ZFHX4_exon_8	ZFHX4	2	201	240	0.84
chr8	76850242	76850362	ZFHX4_exon_9	ZFHX4	1	120	120	1.0
chr8	76850884	76856299	ZFHX4_exon_10	ZFHX4	46	5415	5520	0.98
chr8	76863092	76867280	ZFHX4_exon_11	ZFHX4	35	4188	4200	1.0
chr8	116845932	116847690	RAD21_exon_14	RAD21	15	1758	1800	0.98
chr8	116848928	116849048	RAD21_exon_13	RAD21	1	120	120	1.0
chr8	116850616	116850766	RAD21_exon_12	RAD21	2	150	240	0.62
chr8	116851946	116852095	RAD21_exon_11	RAD21	2	149	240	0.62
chr8	116852547	116852707	RAD21_exon_10	RAD21	2	160	240	0.67
chr8	116854243	116854467	RAD21_exon_9	RAD21	2	224	240	0.93
chr8	116856165	116856285	RAD21_exon_8	RAD21	1	120	120	1.0
chr8	116856647	116856767	RAD21_exon_7	RAD21	1	120	120	1.0
chr8	116857265	116857472	RAD21_exon_6	RAD21	2	207	240	0.86
chr8	116858343	116858463	RAD21_exon_5	RAD21	1	120	120	1.0
chr8	116861829	116861949	RAD21_exon_4	RAD21	1	120	120	1.0
chr8	116863133	116863253	RAD21_exon_3	RAD21	1	120	120	1.0
chr8	116866584	116866760	RAD21_exon_2	RAD21	2	176	240	0.73
chr8	116874609	116874775	RAD21_exon_1	RAD21	2	166	240	0.69
chr8	127736229	127736622	MYC_exon_1	MYC	4	393	480	0.82
chr8	127738246	127739018	MYC_exon_2	MYC	7	772	840	0.92
chr8	127740394	127742950	MYC_exon_3	MYC	22	2556	2640	0.97
chr9	5066672	5066792	JAK2_exon_10	JAK2	1	120	120	1.0
chr9	5069020	5069207	JAK2_exon_11	JAK2	2	187	240	0.78
chr9	5069927	5070047	JAK2_exon_12	JAK2	1	120	120	1.0
chr9	5072490	5072625	JAK2_exon_13	JAK2	2	135	240	0.56
chr9	5073694	5073814	JAK2_exon_14	JAK2	1	120	120	1.0
chr9	5077455	5077575	JAK2_exon_15	JAK2	1	120	120	1.0
chr9	5078304	5078443	JAK2_exon_16	JAK2	2	139	240	0.58
chr9	21967766	21968241	CDKN2A_exon_3	CDKN2A	4	475	480	0.99
chr9	21970900	21971207	CDKN2A_exon_2	CDKN2A	3	307	360	0.85
chr9	21974676	21974856	CDKN2A_exon_1	CDKN2A	2	180	240	0.75
chr9	22002901	22006246	CDKN2B_exon_2	CDKN2B	28	3345	3360	1.0
chr9	22008796	22009304	CDKN2B_exon_1	CDKN2B	5	508	600	0.85
chr9	36833267	36840635	PAX5_exon_10	PAX5	62	7368	7440	0.99
chr9	36846835	36846955	PAX5_exon_9	PAX5	1	120	120	1.0
chr9	36881994	36882114	PAX5_exon_8	PAX5	1	120	120	1.0
chr9	36923358	36923478	PAX5_exon_7	PAX5	1	120	120	1.0
chr9	36966547	36966723	PAX5_exon_6	PAX5	2	176	240	0.73
chr9	37002650	37002770	PAX5_exon_5	PAX5	1	120	120	1.0
chr9	37006464	37006584	PAX5_exon_4	PAX5	1	120	120	1.0
chr9	37014995	37015193	PAX5_exon_3	PAX5	2	198	240	0.82
chr9	37020634	37020800	PAX5_exon_2	PAX5	2	166	240	0.69
chr9	37033984	37034267	PAX5_exon_1	PAX5	3	283	360	0.79
chr9	83968081	83969439	HNRNPK_exon_17	HNRNPK	12	1358	1440	0.94
chr9	83970160	83970330	HNRNPK_exon_16	HNRNPK	2	170	240	0.71
chr9	83970709	83970829	HNRNPK_exon_15	HNRNPK	1	120	120	1.0
chr9	83970793	83970913	HNRNPK_exon_14	HNRNPK	1	120	120	1.0
chr9	83971247	83971367	HNRNPK_exon_13	HNRNPK	1	120	120	1.0
chr9	83971621	83971741	HNRNPK_exon_12	HNRNPK	1	120	120	1.0
chr9	83971880	83972188	HNRNPK_exon_11	HNRNPK	3	308	360	0.86
chr9	83972846	83972966	HNRNPK_exon_10	HNRNPK	1	120	120	1.0
chr9	83973281	83973401	HNRNPK_exon_9	HNRNPK	1	120	120	1.0
chr9	83973865	83973985	HNRNPK_exon_8	HNRNPK	1	120	120	1.0
chr9	83974510	83974630	HNRNPK_exon_7	HNRNPK	1	120	120	1.0
chr9	83975412	83975532	HNRNPK_exon_6	HNRNPK	1	120	120	1.0
chr9	83976953	83977073	HNRNPK_exon_5	HNRNPK	1	120	120	1.0
chr9	83977685	83977805	HNRNPK_exon_4	HNRNPK	1	120	120	1.0
chr9	83978185	83978305	HNRNPK_exon_3	HNRNPK	1	120	120	1.0
chr9	83978351	83978471	HNRNPK_exon_2	HNRNPK	1	120	120	1.0
chr9	83980095	83980215	HNRNPK_exon_1	HNRNPK	1	120	120	1.0
chr9	136494431	136497557	NOTCH1_exon_34	NOTCH1	26	3126	3120	1.0
chr9	136498894	136499014	NOTCH1_exon_33	NOTCH1	1	120	120	1.0
chr9	136499110	136499258	NOTCH1_exon_32	NOTCH1	2	148	240	0.62
chr9	136500550	136500846	NOTCH1_exon_31	NOTCH1	3	296	360	0.82
chr9	136501746	136501912	NOTCH1_exon_30	NOTCH1	2	166	240	0.69
chr9	136501994	136502114	NOTCH1_exon_29	NOTCH1	1	120	120	1.0
chr9	136502270	136502487	NOTCH1_exon_28	NOTCH1	2	217	240	0.9
chr9	136503180	136503329	NOTCH1_exon_27	NOTCH1	2	149	240	0.62
chr9	136504671	136505103	NOTCH1_exon_26	NOTCH1	4	432	480	0.9
chr9	136505308	136505880	NOTCH1_exon_25	NOTCH1	5	572	600	0.95
chr9	136506521	136506641	NOTCH1_exon_24	NOTCH1	1	120	120	1.0
chr9	136506714	136506972	NOTCH1_exon_23	NOTCH1	3	258	360	0.72
chr9	136507303	136507436	NOTCH1_exon_22	NOTCH1	2	133	240	0.55
chr9	136507953	136508138	NOTCH1_exon_21	NOTCH1	2	185	240	0.77
chr9	136508230	136508384	NOTCH1_exon_20	NOTCH1	2	154	240	0.64
chr9	136508868	136509070	NOTCH1_exon_19	NOTCH1	2	202	240	0.84
chr9	136509731	136509960	NOTCH1_exon_18	NOTCH1	2	229	240	0.95
chr9	136510651	136510804	NOTCH1_exon_17	NOTCH1	2	153	240	0.64
chr9	136511150	136511270	NOTCH1_exon_16	NOTCH1	1	120	120	1.0
chr9	136513016	136513136	NOTCH1_exon_15	NOTCH1	1	120	120	1.0
chr9	136513390	136513536	NOTCH1_exon_14	NOTCH1	2	146	240	0.61
chr9	136514508	136514701	NOTCH1_exon_13	NOTCH1	2	193	240	0.8
chr9	136515283	136515403	NOTCH1_exon_12	NOTCH1	1	120	120	1.0
chr9	136515481	136515715	NOTCH1_exon_11	NOTCH1	2	234	240	0.97
chr9	136515976	136516096	NOTCH1_exon_10	NOTCH1	1	120	120	1.0
chr9	136517267	136517387	NOTCH1_exon_9	NOTCH1	1	120	120	1.0
chr9	136517750	136517936	NOTCH1_exon_8	NOTCH1	2	186	240	0.78
chr9	136518135	136518291	NOTCH1_exon_7	NOTCH1	2	156	240	0.65
chr9	136518589	136518823	NOTCH1_exon_6	NOTCH1	2	234	240	0.97
chr9	136519442	136519562	NOTCH1_exon_5	NOTCH1	1	120	120	1.0
chr9	136522848	136523187	NOTCH1_exon_4	NOTCH1	3	339	360	0.94
chr9	136523715	136523978	NOTCH1_exon_3	NOTCH1	3	263	360	0.73
chr9	136544016	136544136	NOTCH1_exon_2	NOTCH1	1	120	120	1.0
chr9	136545724	136546047	NOTCH1_exon_1	NOTCH1	3	323	360	0.9
chr10	8062184	8062304	GATA3_intronic	GATA3	1	120	120	1.0
chr10	27004114	27005722	ANKRD26_exon_34	ANKRD26	14	1608	1680	0.96
chr10	27006896	27007016	ANKRD26_exon_33	ANKRD26	1	120	120	1.0
chr10	27012880	27013109	ANKRD26_exon_32	ANKRD26	2	229	240	0.95
chr10	27014492	27014710	ANKRD26_exon_31	ANKRD26	2	218	240	0.91
chr10	27017500	27017791	ANKRD26_exon_30	ANKRD26	3	291	360	0.81
chr10	27022561	27022681	ANKRD26_exon_29	ANKRD26	1	120	120	1.0
chr10	27024441	27024561	ANKRD26_exon_28	ANKRD26	1	120	120	1.0
chr10	27028828	27028948	ANKRD26_exon_27	ANKRD26	1	120	120	1.0
chr10	27029261	27029381	ANKRD26_exon_26	ANKRD26	1	120	120	1.0
chr10	27033223	27033376	ANKRD26_exon_25	ANKRD26	2	153	240	0.64
chr10	27034794	27035751	ANKRD26_exon_24	ANKRD26	8	957	960	1.0
chr10	27037184	27037322	ANKRD26_exon_23	ANKRD26	2	138	240	0.57
chr10	27037869	27038053	ANKRD26_exon_22	ANKRD26	2	184	240	0.77
chr10	27039963	27040177	ANKRD26_exon_21	ANKRD26	2	214	240	0.89
chr10	27043424	27043566	ANKRD26_exon_20	ANKRD26	2	142	240	0.59
chr10	27044134	27044254	ANKRD26_exon_19	ANKRD26	1	120	120	1.0
chr10	27046351	27046522	ANKRD26_exon_18	ANKRD26	2	171	240	0.71
chr10	27048799	27048978	ANKRD26_exon_17	ANKRD26	2	179	240	0.75
chr10	27053318	27053438	ANKRD26_exon_16	ANKRD26	1	120	120	1.0
chr10	27060307	27060427	ANKRD26_exon_15	ANKRD26	1	120	120	1.0
chr10	27060508	27060628	ANKRD26_exon_14	ANKRD26	1	120	120	1.0
chr10	27061125	27061245	ANKRD26_exon_13	ANKRD26	1	120	120	1.0
chr10	27063978	27064098	ANKRD26_exon_12	ANKRD26	1	120	120	1.0
chr10	27066464	27066584	ANKRD26_exon_11	ANKRD26	1	120	120	1.0
chr10	27067160	27067280	ANKRD26_exon_10	ANKRD26	1	120	120	1.0
chr10	27077336	27077539	ANKRD26_exon_9	ANKRD26	2	203	240	0.85
chr10	27077591	27077711	ANKRD26_exon_8	ANKRD26	1	120	120	1.0
chr10	27079050	27079170	ANKRD26_exon_7	ANKRD26	1	120	120	1.0
chr10	27082718	27082838	ANKRD26_exon_6	ANKRD26	1	120	120	1.0
chr10	27086494	27086614	ANKRD26_exon_5	ANKRD26	1	120	120	1.0
chr10	27092397	27092517	ANKRD26_exon_4	ANKRD26	1	120	120	1.0
chr10	27093347	27093521	ANKRD26_exon_3	ANKRD26	2	174	240	0.72
chr10	27093680	27093800	ANKRD26_exon_2	ANKRD26	1	120	120	1.0
chr10	27100326	27100510	ANKRD26_5UTR	ANKRD26	2	184	240	0.77
chr10	87863623	87864547	PTEN_exon_1	PTEN	8	924	960	0.96
chr10	87894005	87894125	PTEN_exon_2	PTEN	1	120	120	1.0
chr10	87925474	87925594	PTEN_exon_3	PTEN	1	120	120	1.0
chr10	87931032	87931152	PTEN_exon_4	PTEN	1	120	120	1.0
chr10	87933011	87933250	PTEN_exon_5	PTEN	2	239	240	1.0
chr10	87952116	87952258	PTEN_exon_6	PTEN	2	142	240	0.59
chr10	87957851	87958018	PTEN_exon_7	PTEN	2	167	240	0.7
chr10	87960893	87961117	PTEN_exon_8	PTEN	2	224	240	0.93
chr10	87965285	87971929	PTEN_exon_9	PTEN	55	6644	6600	1.01
chr10	110567693	110567830	SMC3_exon_1	SMC3	2	137	240	0.57
chr10	110568900	110569020	SMC3_exon_2	SMC3	1	120	120	1.0
chr10	110573680	110573800	SMC3_exon_3	SMC3	1	120	120	1.0
chr10	110575303	110575423	SMC3_exon_4	SMC3	1	120	120	1.0
chr10	110577381	110577501	SMC3_exon_5	SMC3	1	120	120	1.0
chr10	110577808	110577928	SMC3_exon_6	SMC3	1	120	120	1.0
chr10	110578598	110578718	SMC3_exon_7	SMC3	1	120	120	1.0
chr10	110580901	110581021	SMC3_exon_8	SMC3	1	120	120	1.0
chr10	110581921	110582097	SMC3_exon_9	SMC3	2	176	240	0.73
chr10	110582543	110582663	SMC3_exon_10	SMC3	1	120	120	1.0
chr10	110583382	110583547	SMC3_exon_11	SMC3	2	165	240	0.69
chr10	110583840	110583960	SMC3_exon_12	SMC3	1	120	120	1.0
chr10	110584181	110584395	SMC3_exon_13	SMC3	2	214	240	0.89
chr10	110589598	110589718	SMC3_exon_14	SMC3	1	120	120	1.0
chr10	110589888	110590008	SMC3_exon_15	SMC3	1	120	120	1.0
chr10	110590410	110590571	SMC3_exon_16	SMC3	2	161	240	0.67
