chromosome	start	end	gene	mean_log2	stdev_log2	n_samples	is_noisy
chr1	157588471	157740473	Antitarget	-0.016796	0.270398	25	False
chr1	157740473	157892476	Antitarget	-0.000104	0.313764	25	True
chr1	157892476	158044479	Antitarget	-0.014347	0.244285	25	False
chr1	158044479	158196482	Antitarget	-0.019230	0.297099	25	False
chr1	158196982	158197101	chr1_158166772_158166891	0.043922	0.102931	25	False
chr1	158197601	158360444	Antitarget	0.039555	0.324895	25	True
chr1	158360444	158523288	Antitarget	-0.045128	0.379592	25	True
chr1	158523288	158686131	Antitarget	-0.032651	0.399972	25	True
chr1	158686131	158848975	Antitarget	-0.035509	0.265080	25	False
chr1	158849475	158849594	chr1_158819265_158819384	-0.007468	0.062823	25	False
chr1	158850094	158988843	Antitarget	-0.043737	0.353448	25	True
chr1	158988843	159127592	Antitarget	-0.005286	0.248871	25	False
chr1	159127592	159266342	Antitarget	-0.037406	0.408688	25	True
chr1	159266342	159405091	Antitarget	-0.021881	0.253653	25	False
chr1	159405091	159543840	Antitarget	-0.020058	0.259202	25	False
chr1	159543840	159682590	Antitarget	-0.018528	0.290747	25	False
chr1	159683090	159683209	chr1_159652880_159652999	0.024541	0.128535	25	False
chr1	159683709	159836573	Antitarget	-0.028500	0.256311	25	False
chr1	159836573	159989437	Antitarget	-0.018232	0.330544	25	True
chr1	159989437	160142301	Antitarget	-0.082755	0.329835	25	True
chr1	160142301	160295166	Antitarget	0.003431	0.195001	25	False
chr1	160295666	160295785	chr1_160265456_160265575	0.030495	0.057486	25	False
chr1	160296285	160458369	Antitarget	0.013230	0.248765	25	False
chr1	160458369	160620454	Antitarget	-0.006308	0.213741	25	False
chr1	160620454	160782539	Antitarget	-0.039302	0.304189	25	True
chr1	160782539	160944624	Antitarget	0.001166	0.192684	25	False
chr1	160944624	161106709	Antitarget	-0.023266	0.140344	25	False
chr1	161106709	161268794	Antitarget	0.000050	0.179059	25	False
chr1	161269294	161269413	chr1_161239084_161239203	0.038264	0.076923	25	False
chr1	161269913	161414582	Antitarget	0.077802	0.344120	25	True
chr1	161414582	161559251	Antitarget	-0.008692	0.220561	25	False
chr1	161559251	161703920	Antitarget	-0.091922	0.376503	25	True
chr1	161703920	161848589	Antitarget	-0.006590	0.209768	25	False
chr1	161848589	161993258	Antitarget	-0.077810	0.324903	25	True
chr1	161993758	161993877	chr1_161963548_161963667	0.000911	0.110120	25	False
chr1	161994377	162151371	Antitarget	-0.027053	0.287546	25	False
chr1	162151371	162308365	Antitarget	-0.059691	0.344567	25	True
chr1	162308365	162465359	Antitarget	0.008361	0.185378	25	False
chr1	162465359	162622353	Antitarget	-0.022811	0.192868	25	False
chr1	162622853	162622972	chr1_162592643_162592762	0.048841	0.083443	25	False
chr1	162623472	162762622	Antitarget	-0.031094	0.273813	25	False
chr1	162762622	162901772	Antitarget	-0.047758	0.285796	25	False
chr1	162901772	163040922	Antitarget	-0.035898	0.262527	25	False
chr1	163040922	163180072	Antitarget	-0.036432	0.312662	25	True
chr1	163180072	163319222	Antitarget	-0.044240	0.259589	25	False
chr1	163319722	163319841	chr1_163289512_163289631	0.095446	0.074524	25	False
chr1	163320341	163475370	Antitarget	-0.028334	0.341268	25	True
chr1	163475370	163630400	Antitarget	-0.039582	0.334893	25	True
chr1	163630400	163785430	Antitarget	-0.031862	0.323525	25	True
chr1	163785430	163940460	Antitarget	-0.032083	0.331329	25	True
chr1	163940960	163941079	chr1_163910197_163910316	0.048334	0.108613	25	False
chr1	163941579	164083464	Antitarget	-0.069224	0.366067	25	True
chr1	164083464	164225349	Antitarget	-0.028274	0.280489	25	False
chr1	164225349	164367235	Antitarget	-0.045616	0.415831	25	True
chr1	164367235	164509120	Antitarget	0.003920	0.312600	25	True
chr1	164509120	164651006	Antitarget	-0.001320	0.272235	25	False
chr1	164651006	164792891	Antitarget	0.003391	0.311938	25	True
chr1	164792891	164934777	Antitarget	-0.091940	0.310372	25	True
chr1	164935277	164935396	chr1_164904514_164904633	0.025083	0.071893	25	False
chr1	164935896	165087571	Antitarget	-0.023852	0.290589	25	False
chr1	165087571	165239246	Antitarget	-0.043177	0.315965	25	True
chr1	165239246	165390922	Antitarget	-0.036084	0.318327	25	True
chr1	165390922	165542597	Antitarget	-0.038009	0.281856	25	False
chr1	165542597	165694273	Antitarget	-0.016043	0.267985	25	False
chr1	165694273	165845948	Antitarget	-0.016165	0.210005	25	False
chr1	165845948	165997624	Antitarget	0.004803	0.189381	25	False
chr1	165998124	165998243	chr1_165967361_165967480	0.069245	0.047552	25	False
chr1	165998743	166153954	Antitarget	-0.045899	0.342629	25	True
chr1	166153954	166309165	Antitarget	-0.079527	0.407477	25	True
chr1	166309165	166464377	Antitarget	-0.018244	0.331131	25	True
chr1	166464377	166619588	Antitarget	-0.020483	0.212706	25	False
chr1	166619588	166774799	Antitarget	-0.038908	0.304777	25	True
chr1	166774799	166930011	Antitarget	-0.007564	0.144138	25	False
chr1	166930511	166930630	chr1_166899748_166899867	0.076530	0.054469	25	False
chr1	166931130	167098331	Antitarget	-0.036522	0.279762	25	False
chr1	167098331	167265532	Antitarget	-0.062866	0.265962	25	False
chr1	167265532	167432733	Antitarget	0.048471	0.416930	25	True
chr1	167432733	167599934	Antitarget	-0.002904	0.270211	25	False
chr1	167600434	167600553	chr1_167569671_167569790	-0.051988	0.051267	25	False
chr1	167601053	167765923	Antitarget	0.030975	0.425940	25	True
chr1	167765923	167930793	Antitarget	-0.003805	0.200132	25	False
chr1	167930793	168095663	Antitarget	0.020446	0.160636	25	False
chr1	168095663	168260534	Antitarget	-0.022503	0.193238	25	False
chr1	168261034	168261153	chr1_168230272_168230391	0.032802	0.078728	25	False
chr1	168261653	168405311	Antitarget	0.029380	0.401251	25	True
chr1	168405311	168548969	Antitarget	-0.064386	0.272178	25	False
chr1	168548969	168692627	Antitarget	-0.019306	0.299052	25	False
chr1	168692627	168836285	Antitarget	-0.015244	0.368917	25	True
chr1	168836285	168979943	Antitarget	-0.035582	0.195752	25	False
chr1	168979943	169123601	Antitarget	-0.026984	0.332614	25	True
chr1	169124101	169124220	chr1_169093339_169093458	0.014267	0.065933	25	False
chr1	169124720	169266867	Antitarget	-0.021757	0.317675	25	True
chr1	169266867	169409014	Antitarget	-0.024933	0.292911	25	False
chr1	169409014	169551162	Antitarget	-0.126712	0.362809	25	True
chr1	169551162	169693309	Antitarget	-0.016249	0.296422	25	False
chr1	169693309	169835456	Antitarget	-0.037666	0.251961	25	False
chr1	169835456	169977604	Antitarget	0.120139	0.606201	25	True
chr1	169977604	170119751	Antitarget	-0.004077	0.278122	25	False
chr1	170119751	170261899	Antitarget	-0.016160	0.326009	25	True
chr1	170262399	170262518	chr1_170231540_170231659	0.030272	0.056465	25	False
chr1	170263018	170403909	Antitarget	-0.043650	0.324946	25	True
chr1	170403909	170544800	Antitarget	-0.056854	0.233573	25	False
chr1	170544800	170685691	Antitarget	0.062827	0.352934	25	True
chr1	170685691	170826583	Antitarget	-0.015757	0.314439	25	True
chr1	170826583	170967474	Antitarget	-0.007657	0.302998	25	True
chr1	170967474	171108365	Antitarget	-0.004867	0.301653	25	True
chr1	171108365	171249257	Antitarget	-0.029088	0.273422	25	False
chr1	171249757	171249876	chr1_171218896_171219015	0.044386	0.086556	25	False
chr1	171250376	171387795	Antitarget	-0.020327	0.215633	25	False
chr1	171387795	171525214	Antitarget	-0.008024	0.249989	25	False
chr1	171525214	171662633	Antitarget	0.002685	0.234299	25	False
chr1	171662633	171800052	Antitarget	-0.003609	0.203128	25	False
chr1	171800052	171937472	Antitarget	-0.002666	0.319572	25	True
chr1	171937972	171938091	chr1_171907112_171907231	0.028539	0.089752	25	False
chr1	171938591	172078522	Antitarget	-0.033533	0.272184	25	False
chr1	172078522	172218454	Antitarget	-0.056409	0.322601	25	True
chr1	172218454	172358386	Antitarget	0.001038	0.389070	25	True
chr1	172358386	172498318	Antitarget	-0.037726	0.364086	25	True
chr1	172498318	172638250	Antitarget	-0.055476	0.301397	25	True
chr1	172638750	172638869	chr1_172607890_172608009	-0.020268	0.069904	25	False
chr1	172639369	172793068	Antitarget	-0.031066	0.280494	25	False
chr1	172793068	172946767	Antitarget	-0.071817	0.476195	25	True
chr1	172946767	173100466	Antitarget	0.000948	0.215073	25	False
chr1	173100466	173254165	Antitarget	-0.045300	0.311966	25	True
chr1	173254665	173254784	chr1_173223804_173223923	0.032530	0.053441	25	False
chr1	173255284	173407231	Antitarget	-0.051865	0.281968	25	False
chr1	173407231	173559179	Antitarget	-0.032254	0.301178	25	True
chr1	173559179	173711127	Antitarget	-0.038671	0.254232	25	False
chr1	173711127	173863075	Antitarget	-0.002680	0.179793	25	False
chr1	173863575	173863694	chr1_173832713_173832832	-0.012571	0.066416	25	False
chr1	173864194	174010876	Antitarget	-0.003958	0.227028	25	False
chr1	174010876	174157559	Antitarget	-0.010144	0.193408	25	False
chr1	174157559	174304242	Antitarget	0.007176	0.219670	25	False
chr1	174304242	174450924	Antitarget	-0.029384	0.314001	25	True
chr1	174450924	174597607	Antitarget	0.002046	0.231399	25	False
chr1	174597607	174744290	Antitarget	-0.005494	0.176108	25	False
chr1	174744290	174890972	Antitarget	0.022378	0.238360	25	False
chr1	174890972	175037655	Antitarget	0.009158	0.203390	25	False
chr1	175037655	175184338	Antitarget	0.011912	0.309248	25	True
chr1	175184338	175331020	Antitarget	-0.017685	0.260323	25	False
chr1	175331020	175477703	Antitarget	0.178688	0.623292	25	True
chr1	175477703	175624386	Antitarget	-0.095897	0.373899	25	True
chr1	175624886	175625005	chr1_175594022_175594141	0.043180	0.085413	25	False
chr1	175625505	175788789	Antitarget	-0.019790	0.267830	25	False
chr1	175788789	175952073	Antitarget	-0.017808	0.279942	25	False
chr1	175952073	176115357	Antitarget	0.008917	0.243095	25	False
chr1	176115357	176278641	Antitarget	-0.032031	0.215327	25	False
chr1	176278641	176441926	Antitarget	-0.017480	0.184934	25	False
chr1	176442426	176442545	chr1_176411562_176411681	0.077777	0.070965	25	False
chr1	176443045	176607774	Antitarget	-0.034069	0.295508	25	False
chr1	176607774	176772504	Antitarget	-0.027641	0.267616	25	False
chr1	176772504	176937233	Antitarget	-0.038605	0.267880	25	False
chr1	176937233	177101963	Antitarget	-0.040217	0.331958	25	True
chr1	177101963	177266693	Antitarget	-0.067248	0.293841	25	False
chr1	177267193	177267312	chr1_177236329_177236448	0.051729	0.068773	25	False
chr1	177267812	177418132	Antitarget	0.011408	0.326718	25	True
chr1	177418132	177568453	Antitarget	-0.035110	0.308832	25	True
chr1	177568453	177718774	Antitarget	-0.015993	0.267954	25	False
chr1	177718774	177869095	Antitarget	-0.029971	0.314994	25	True
chr1	177869095	178019416	Antitarget	-0.047577	0.292382	25	False
chr1	178019416	178169737	Antitarget	0.024058	0.291822	25	False
chr1	178169737	178320058	Antitarget	-0.020541	0.218000	25	False
chr1	178320058	178470379	Antitarget	-0.020652	0.258147	25	False
chr1	178470379	178620700	Antitarget	0.010119	0.200655	25	False
chr1	178621200	178621319	chr1_178590335_178590454	0.061752	0.060875	25	False
chr1	178621819	178776937	Antitarget	-0.000331	0.209153	25	False
chr1	178776937	178932055	Antitarget	0.009023	0.329379	25	True
chr1	178932055	179087173	Antitarget	-0.054742	0.211207	25	False
chr1	179087173	179242291	Antitarget	-0.026406	0.196397	25	False
chr1	179242291	179397409	Antitarget	-0.034166	0.201314	25	False
chr1	179397409	179552527	Antitarget	-0.033580	0.201896	25	False
chr1	179553027	179553146	chr1_179522162_179522281	0.059451	0.116709	25	False
chr1	179553646	179706267	Antitarget	-0.011643	0.224894	25	False
chr1	179706267	179858888	Antitarget	-0.009396	0.284683	25	False
chr1	179858888	180011509	Antitarget	-0.052443	0.272342	25	False
chr1	180011509	180164130	Antitarget	-0.060902	0.279290	25	False
chr1	180164130	180316751	Antitarget	-0.001259	0.246919	25	False
chr1	180316751	180469372	Antitarget	-0.055748	0.214698	25	False
chr1	180469372	180621993	Antitarget	0.030534	0.251266	25	False
chr1	180621993	180774614	Antitarget	-0.019076	0.287685	25	False
chr1	180774614	180927235	Antitarget	-0.011932	0.264078	25	False
chr1	180927735	180927854	chr1_180896871_180896990	0.068338	0.158110	25	False
chr1	180928354	181091228	Antitarget	0.001274	0.206230	25	False
chr1	181091228	181254103	Antitarget	0.017906	0.373501	25	True
chr1	181254103	181416977	Antitarget	-0.052044	0.305949	25	True
chr1	181416977	181579852	Antitarget	-0.023884	0.350459	25	True
chr1	181580352	181580471	chr1_181549488_181549607	0.025016	0.082214	25	False
chr1	181580971	181728184	Antitarget	-0.065933	0.374454	25	True
chr1	181728184	181875397	Antitarget	-0.000288	0.284266	25	False
chr1	181875397	182022610	Antitarget	-0.044579	0.280808	25	False
chr1	182022610	182169823	Antitarget	0.010165	0.264062	25	False
chr1	182169823	182317036	Antitarget	0.001460	0.259662	25	False
chr1	182317036	182464249	Antitarget	0.000478	0.208240	25	False
chr1	182464249	182611463	Antitarget	0.022641	0.231528	25	False
chr1	182611963	182612082	chr1_182581098_182581217	-0.248253	0.135435	25	False
chr1	182612582	182754950	Antitarget	-0.021573	0.292368	25	False
chr1	182754950	182897318	Antitarget	-0.018391	0.240758	25	False
chr1	182897318	183039686	Antitarget	-0.000561	0.384428	25	True
chr1	183039686	183182055	Antitarget	-0.008862	0.209969	25	False
chr1	183182055	183324423	Antitarget	0.012102	0.243520	25	False
chr1	183324423	183466791	Antitarget	0.010091	0.233113	25	False
chr1	183466791	183609160	Antitarget	0.018984	0.270874	25	False
chr1	183609660	183609779	chr1_183578795_183578914	0.014947	0.061198	25	False
chr1	183610279	183767752	Antitarget	-0.019323	0.274070	25	False
chr1	183767752	183925225	Antitarget	-0.066712	0.315670	25	True
chr1	183925225	184082698	Antitarget	-0.021843	0.255109	25	False
chr1	184082698	184240171	Antitarget	-0.008770	0.195771	25	False
chr1	184240171	184397644	Antitarget	-0.043982	0.299549	25	False
chr1	184397644	184555118	Antitarget	-0.012922	0.259870	25	False
chr1	184555618	184555737	chr1_184524752_184524871	0.026425	0.135413	25	False
chr1	184556237	184694987	Antitarget	-0.039793	0.343626	25	True
chr1	184694987	184833737	Antitarget	-0.006206	0.336292	25	True
chr1	184833737	184972488	Antitarget	-0.019103	0.187354	25	False
chr1	184972488	185111238	Antitarget	0.043186	0.302809	25	True
chr1	185111238	185249989	Antitarget	-0.002847	0.254479	25	False
chr1	185250489	185250608	chr1_185219621_185219740	0.078838	0.137130	25	False
chr1	185251108	185404661	Antitarget	0.061328	0.315788	25	True
chr1	185404661	185558215	Antitarget	-0.032186	0.253913	25	False
chr1	185558215	185711768	Antitarget	-0.050113	0.342254	25	True
chr1	185711768	185865322	Antitarget	0.000343	0.427739	25	True
chr1	185865322	186018876	Antitarget	-0.028586	0.312923	25	True
chr1	186019376	186019495	chr1_185988508_185988627	0.028357	0.128176	25	False
chr1	186019995	186162972	Antitarget	-0.034841	0.284738	25	False
chr1	186162972	186305949	Antitarget	-0.002017	0.271791	25	False
chr1	186305949	186448926	Antitarget	-0.008469	0.332684	25	True
chr1	186448926	186591903	Antitarget	-0.057740	0.308314	25	True
chr1	186591903	186734880	Antitarget	-0.021994	0.261302	25	False
chr1	186734880	186877857	Antitarget	-0.030326	0.283919	25	False
chr1	186877857	187020834	Antitarget	-0.031237	0.316051	25	True
chr1	187020834	187163811	Antitarget	-0.027948	0.328458	25	True
chr1	187163811	187306788	Antitarget	-0.066353	0.454423	25	True
chr1	187307288	187307407	chr1_187276420_187276539	0.020040	0.072424	25	False
chr1	187307907	187464956	Antitarget	-0.024327	0.317227	25	True
chr1	187464956	187622006	Antitarget	-0.005217	0.265820	25	False
chr1	187622006	187779055	Antitarget	-0.020093	0.244097	25	False
chr1	187779055	187936105	Antitarget	0.050930	0.518088	25	True
chr1	187936105	188093154	Antitarget	-0.066981	0.347735	25	True
chr1	188093154	188250204	Antitarget	-0.071297	0.379268	25	True
chr1	188250704	188250823	chr1_188219835_188219954	0.208383	0.124151	25	False
chr1	188251323	188395865	Antitarget	-0.049817	0.367026	25	True
chr1	188395865	188540408	Antitarget	-0.087735	0.319153	25	True
chr1	188540408	188684950	Antitarget	-0.037687	0.312552	25	True
chr1	188684950	188829493	Antitarget	-0.021709	0.291923	25	False
chr1	188829493	188974036	Antitarget	-0.018091	0.293910	25	False
chr1	188974536	188974655	chr1_188943667_188943786	0.032996	0.149508	25	False
chr1	188975155	189135482	Antitarget	-0.035931	0.252904	25	False
chr1	189135482	189295810	Antitarget	-0.032319	0.324746	25	True
chr1	189295810	189456137	Antitarget	-0.026979	0.277941	25	False
chr1	189456137	189616465	Antitarget	-0.034035	0.294842	25	False
chr1	189616465	189776792	Antitarget	-0.051369	0.410265	25	True
chr1	189776792	189937120	Antitarget	-0.048957	0.270291	25	False
chr1	189937120	190097448	Antitarget	0.057254	0.289672	25	False
chr1	190097948	190098248	Target=52;ProbeIdx=6;BRINP3_Ex_8,Target=52;ProbeIdx=18;BRINP3_Ex_8,Target=52;ProbeIdx=30;BRINP3_Ex_8,Target=52;ProbeIdx=42;BRINP3_Ex_8,Target=52;ProbeIdx=54;BRINP3_Ex_8,Target=52;ProbeIdx=66;BRINP3_Ex_8,Target=52;ProbeIdx=78;BRINP3_Ex_8,Target=52;ProbeIdx=90;BRINP3_Ex_8,Target=52;ProbeIdx=102;BRINP3_Ex_8,Target=52;ProbeIdx=114;BRINP3_Ex_8	-0.201835	0.137061	25	False
chr1	190098248	190098548	Target=52;ProbeIdx=6;BRINP3_Ex_8,Target=52;ProbeIdx=18;BRINP3_Ex_8,Target=52;ProbeIdx=30;BRINP3_Ex_8,Target=52;ProbeIdx=42;BRINP3_Ex_8,Target=52;ProbeIdx=54;BRINP3_Ex_8,Target=52;ProbeIdx=66;BRINP3_Ex_8,Target=52;ProbeIdx=78;BRINP3_Ex_8,Target=52;ProbeIdx=90;BRINP3_Ex_8,Target=52;ProbeIdx=102;BRINP3_Ex_8,Target=52;ProbeIdx=114;BRINP3_Ex_8	-0.149621	0.145359	25	False
chr1	190098548	190098848	Target=52;ProbeIdx=6;BRINP3_Ex_8,Target=52;ProbeIdx=18;BRINP3_Ex_8,Target=52;ProbeIdx=30;BRINP3_Ex_8,Target=52;ProbeIdx=42;BRINP3_Ex_8,Target=52;ProbeIdx=54;BRINP3_Ex_8,Target=52;ProbeIdx=66;BRINP3_Ex_8,Target=52;ProbeIdx=78;BRINP3_Ex_8,Target=52;ProbeIdx=90;BRINP3_Ex_8,Target=52;ProbeIdx=102;BRINP3_Ex_8,Target=52;ProbeIdx=114;BRINP3_Ex_8	-0.170462	0.094505	25	False
chr1	190098848	190099148	Target=52;ProbeIdx=6;BRINP3_Ex_8,Target=52;ProbeIdx=18;BRINP3_Ex_8,Target=52;ProbeIdx=30;BRINP3_Ex_8,Target=52;ProbeIdx=42;BRINP3_Ex_8,Target=52;ProbeIdx=54;BRINP3_Ex_8,Target=52;ProbeIdx=66;BRINP3_Ex_8,Target=52;ProbeIdx=78;BRINP3_Ex_8,Target=52;ProbeIdx=90;BRINP3_Ex_8,Target=52;ProbeIdx=102;BRINP3_Ex_8,Target=52;ProbeIdx=114;BRINP3_Ex_8	-0.162037	0.150696	25	False
chr1	190099648	190160118	Antitarget	-0.035604	0.320495	25	True
chr1	190160618	190160978	Target=12;ProbeIdx=8;BRINP3_Ex_7,Target=12;ProbeIdx=12;BRINP3_Ex_7,Target=12;ProbeIdx=20;BRINP3_Ex_7,Target=12;ProbeIdx=24;BRINP3_Ex_7,Target=12;ProbeIdx=32;BRINP3_Ex_7	-0.142731	0.191205	25	False
chr1	190161478	190214535	Antitarget	-0.038899	0.479598	25	True
chr1	190215035	190215154	chr1_190184165_190184284	-0.164271	0.071783	25	False
chr1	190215654	190225552	Antitarget	-0.956915	3.394417	25	True
chr1	190226052	190226412	Target=54;ProbeIdx=10;BRINP3_Ex_6,Target=54;ProbeIdx=22;BRINP3_Ex_6,Target=54;ProbeIdx=34;BRINP3_Ex_6	-0.263118	0.131850	25	False
chr1	190234362	190234482	Target=55;ProbeIdx=12;BRINP3_Ex_5	0.596492	0.163586	25	False
chr1	190234982	190264345	Antitarget	-0.151117	0.750496	25	True
chr1	190264845	190265085	Target=56;ProbeIdx=11;BRINP3_Ex_4,Target=56;ProbeIdx=23;BRINP3_Ex_4	0.044433	0.238263	25	False
chr1	190281520	190281760	Target=57;ProbeIdx=9;BRINP3_Ex_3,Target=57;ProbeIdx=21;BRINP3_Ex_3	-0.165161	0.129990	25	False
chr1	190282260	190454075	Antitarget	-0.061722	0.269688	25	False
chr1	190454575	190454935	Target=58;ProbeIdx=5;BRINP3_Ex_2,Target=58;ProbeIdx=17;BRINP3_Ex_2,Target=58;ProbeIdx=29;BRINP3_Ex_2	-0.087198	0.119283	25	False
chr1	190455435	190601419	Antitarget	-0.028733	0.380575	25	True
chr1	190601419	190747403	Antitarget	-0.054323	0.318158	25	True
chr1	190747403	190893388	Antitarget	-0.061117	0.359547	25	True
chr1	190893888	190894007	chr1_190863018_190863137	0.007057	0.093101	25	False
chr1	190894507	191034299	Antitarget	-0.120210	0.483001	25	True
chr1	191034299	191174091	Antitarget	-0.021084	0.285692	25	False
chr1	191174091	191313883	Antitarget	-0.034260	0.323141	25	True
chr1	191313883	191453675	Antitarget	-0.086075	0.392667	25	True
chr1	191453675	191593468	Antitarget	-0.139616	0.558050	25	True
chr1	191593968	191594087	chr1_191563098_191563217	0.061660	0.096680	25	False
chr1	191594587	191737054	Antitarget	-0.072712	0.316402	25	True
chr1	191737054	191879521	Antitarget	-0.063789	0.332518	25	True
chr1	191879521	192021988	Antitarget	-0.059912	0.410640	25	True
chr1	192021988	192164455	Antitarget	-0.033241	0.210298	25	False
chr1	192164455	192306922	Antitarget	-0.098916	0.416852	25	True
chr1	192306922	192449389	Antitarget	-0.040513	0.357717	25	True
chr1	192449389	192591856	Antitarget	-0.009293	0.226688	25	False
chr1	192592356	192592475	chr1_192561486_192561605	-0.012577	0.075323	25	False
chr1	192592975	192738993	Antitarget	-0.023343	0.227021	25	False
chr1	192738993	192885012	Antitarget	0.014310	0.471167	25	True
chr1	192885012	193031030	Antitarget	-0.021998	0.307872	25	True
chr1	193031030	193177049	Antitarget	0.000997	0.251653	25	False
chr1	193177049	193323067	Antitarget	-0.022252	0.277654	25	False
chr1	193323067	193469086	Antitarget	-0.001856	0.205166	25	False
chr1	193469586	193469705	chr1_193438716_193438835	0.037599	0.054813	25	False
chr1	193470205	193619120	Antitarget	-0.041224	0.301509	25	True
chr1	193619120	193768036	Antitarget	-0.035345	0.337436	25	True
chr1	193768036	193916952	Antitarget	-0.023445	0.210770	25	False
chr1	193916952	194065867	Antitarget	-0.028903	0.296593	25	False
chr1	194065867	194214783	Antitarget	-0.026334	0.288201	25	False
chr1	194214783	194363699	Antitarget	-0.054876	0.354532	25	True
chr1	194363699	194512615	Antitarget	-0.080751	0.378057	25	True
chr1	194513115	194513234	chr1_194482245_194482364	0.037269	0.067217	25	False
chr1	194513734	194660679	Antitarget	-0.056633	0.308915	25	True
chr1	194660679	194807625	Antitarget	-0.025010	0.242019	25	False
chr1	194807625	194954570	Antitarget	-0.053628	0.300128	25	True
chr1	194954570	195101516	Antitarget	-0.038699	0.262043	25	False
chr1	195101516	195248462	Antitarget	-0.047110	0.334194	25	True
chr1	195248962	195249081	chr1_195218092_195218211	0.070433	0.109071	25	False
chr1	195249581	195395888	Antitarget	-0.038309	0.295447	25	False
chr1	195395888	195542196	Antitarget	-0.043924	0.406244	25	True
chr1	195542196	195688503	Antitarget	-0.009484	0.228143	25	False
chr1	195688503	195834811	Antitarget	-0.032247	0.510052	25	True
chr1	195834811	195981119	Antitarget	-0.153342	0.458941	25	True
chr1	195981119	196127426	Antitarget	-0.061043	0.422539	25	True
chr1	196127426	196273734	Antitarget	-0.022978	0.231571	25	False
chr1	196273734	196420041	Antitarget	-0.050054	0.289779	25	False
chr1	196420041	196566349	Antitarget	-0.030892	0.360378	25	True
chr1	196566349	196712657	Antitarget	-0.033904	0.333985	25	True
chr1	196713157	196713276	chr1_196682287_196682406	-0.020673	0.085053	25	False
chr1	196713776	196870683	Antitarget	-0.058755	0.502050	25	True
chr1	196870683	197027591	Antitarget	-0.015928	0.284158	25	False
chr1	197027591	197184498	Antitarget	-0.015504	0.291714	25	False
chr1	197184498	197341406	Antitarget	-0.004651	0.306357	25	True
chr1	197341406	197498313	Antitarget	-0.085826	0.346230	25	True
chr1	197498313	197655221	Antitarget	-0.052264	0.335781	25	True
chr1	197655221	197812128	Antitarget	-0.006409	0.260073	25	False
chr1	197812128	197969036	Antitarget	-0.011709	0.281957	25	False
chr1	197969036	198125944	Antitarget	-0.019977	0.367123	25	True
chr1	198126444	198126563	chr1_198095574_198095693	0.038621	0.070224	25	False
chr1	198127063	198286578	Antitarget	-0.023659	0.253267	25	False
chr1	198286578	198446093	Antitarget	-0.054632	0.413696	25	True
chr1	198446093	198605609	Antitarget	-0.046690	0.467798	25	True
chr1	198605609	198765124	Antitarget	-0.020250	0.462309	25	True
chr1	198765124	198924640	Antitarget	-0.042731	0.380860	25	True
chr1	198924640	199084155	Antitarget	-0.029118	0.277055	25	False
chr1	199084155	199243671	Antitarget	-0.079451	0.240391	25	False
chr1	199244171	199244290	chr1_199213299_199213418	-0.002636	0.120095	25	False
chr1	199244790	199385897	Antitarget	-0.040077	0.222015	25	False
chr1	199385897	199527005	Antitarget	-0.113019	0.411734	25	True
chr1	199527005	199668113	Antitarget	-0.007432	0.427987	25	True
chr1	199668113	199809220	Antitarget	-0.078697	0.368316	25	True
chr1	199809220	199950328	Antitarget	-0.002502	0.202844	25	False
chr1	199950328	200091436	Antitarget	-0.031116	0.217331	25	False
chr1	200091436	200232544	Antitarget	0.002606	0.241148	25	False
chr1	200233044	200233163	chr1_200202172_200202291	0.015643	0.095601	25	False
chr1	200233663	200379324	Antitarget	-0.018639	0.207900	25	False
chr1	200379324	200524986	Antitarget	-0.013499	0.197380	25	False
chr1	200524986	200670648	Antitarget	-0.014496	0.170924	25	False
chr1	200670648	200816309	Antitarget	-0.019758	0.164298	25	False
chr1	200816309	200961971	Antitarget	-0.019873	0.225364	25	False
chr1	200961971	201107633	Antitarget	-0.022897	0.241362	25	False
chr1	201107633	201253295	Antitarget	-0.030317	0.314189	25	True
chr1	201253795	201253914	chr1_201222923_201223042	0.056379	0.133117	25	False
chr1	201254414	201413419	Antitarget	-0.034494	0.265200	25	False
chr1	201413419	201572425	Antitarget	-0.004433	0.176203	25	False
chr1	201572425	201731431	Antitarget	0.009805	0.234631	25	False
chr1	201731431	201890436	Antitarget	-0.020485	0.231360	25	False
chr1	201890436	202049442	Antitarget	-0.017084	0.155695	25	False
chr1	202049442	202208448	Antitarget	-0.000971	0.156283	25	False
chr1	202208948	202209067	chr1_202178076_202178195	0.035545	0.155884	25	False
chr1	202209567	202331275	Antitarget	-0.002960	0.209558	25	False
chr1	202331775	202332015	Target=59;ProbeIdx=7;UBE2T_Ex_7,Target=59;ProbeIdx=19;UBE2T_Ex_7	0.005809	0.122108	25	False
chr1	202332940	202333163	Target=13;ProbeIdx=6;UBE2T_Ex_6,Target=13;ProbeIdx=11;UBE2T_Ex_6,Target=13;ProbeIdx=18;UBE2T_Ex_6,Target=14;ProbeIdx=4;UBE2T_Ex_5,Target=14;ProbeIdx=11;UBE2T_Ex_5,Target=14;ProbeIdx=16;UBE2T_Ex_5,Target=15;ProbeIdx=5;UBE2T_Ex_4,Target=15;ProbeIdx=12;UBE2T_Ex_4,Target=15;ProbeIdx=17;UBE2T_Ex_4	0.087333	0.175260	25	False
