Chromosome	Position	RelativeEnrichment
chr3	169744001	0.5223
chr3	169745001	0.6137
chr3	169764001	2.1678
chr3	169765001	3.0990
chr3	171263001	0.7265
chr3	172467001	0.6173
chr3	173395001	0.6838
chr3	174278001	1.0268
chr3	175471001	0.1746
chr3	177589001	0.6583
chr3	178774001	0.7348
chr3	179973001	0.6229
chr3	180821001	0.7256
chr3	181504001	0.7574
chr3	182708001	0.8135
chr3	183919001	0.2833
chr3	183920001	0.5859
chr3	184805001	0.7942
chr3	185710001	0.2158
chr3	186320001	0.6514
chr3	187241001	0.7963
chr3	188459001	0.5528
chr3	189331001	0.2715
chr3	189332001	0.3325
chr3	190233001	0.9772
chr3	190850001	0.6508
chr3	191753001	0.6799
chr3	192369001	0.7247
chr3	193548001	0.8006
chr3	194512001	0.6764
chr3	195185001	0.7844
chr3	195947001	0.4895
chr3	196631001	0.4672
chr3	196632001	0.3262
chr3	198052001	0.5237
chr4	670001	0.5371
chr4	1359001	0.7423
chr4	2267001	0.5169
chr4	2936001	0.5945
chr4	3751001	0.6592
chr4	4555001	0.7404
chr4	5676001	0.5087
chr4	5677001	0.2831
chr4	6723001	0.2609
chr4	6724001	0.5508
chr4	8046001	0.5831
chr4	8881001	0.7070
chr4	9994001	0.6445
chr4	10691001	0.7228
chr4	11745001	0.6748
chr4	12353001	0.7694
chr4	13150001	0.7808
chr4	13786001	0.5839
chr4	14943001	0.7685
chr4	15848001	0.7568
chr4	16653001	0.8606
chr4	17941001	0.6812
chr4	18797001	0.6482
chr4	19597001	0.8491
chr4	20210001	0.7004
chr4	20983001	0.8746
chr4	22139001	0.3448
chr4	23349001	0.8494
chr4	24132001	0.6928
chr4	24527001	3.9104
chr4	24528001	0.7139
chr4	24529001	1.3175
chr4	24532001	0.7460
chr4	24533001	0.5090
chr4	24537001	0.6930
chr4	24540001	2.1256
chr4	24541001	0.8004
chr4	24542001	1.1023
chr4	24543001	0.9355
chr4	24548001	0.9848
chr4	24549001	0.8725
chr4	24554001	1.4568
chr4	24556001	1.2089
chr4	24570001	1.2990
chr4	24576001	2.6072
chr4	24584001	1.0593
chr4	24992001	0.4737
chr4	25773001	0.7838
chr4	27101001	0.5485
chr4	27919001	0.8098
chr4	28706001	0.6163
chr4	29337001	0.8543
chr4	30621001	0.6715
chr4	31397001	0.7348
chr4	32221001	0.9026
chr4	32927001	0.8186
chr4	34919001	0.8364
chr4	36012001	1.1407
chr4	36738001	0.7791
chr4	38396001	0.8028
chr4	39133001	0.8579
chr4	40253001	0.5942
chr4	41133001	0.7845
chr4	42427001	0.3239
chr4	43230001	0.7671
chr4	43945001	1.1113
chr4	44578001	0.8507
chr4	45793001	0.7974
chr4	47560001	0.8072
chr4	48334001	0.4286
chr4	48335001	0.2549
chr4	49616001	0.6115
chr4	52112001	0.7874
chr4	52958001	0.6584
chr4	53708001	0.7094
chr4	54435001	0.8649
chr4	54657001	NaN
chr4	54658001	NaN
chr4	54695001	1.8460
chr4	54698001	1.7186
chr4	54699001	0.8986
chr4	54703001	1.2315
chr4	54707001	1.2441
chr4	54709001	0.9284
chr4	54723001	0.8757
chr4	54725001	0.9239
chr4	54726001	0.8071
chr4	54727001	2.3638
chr4	54728001	0.7003
chr4	54729001	1.4213
chr4	54731001	1.3838
chr4	54733001	0.7988
chr4	54736001	1.6502
chr4	54737001	0.7434
chr4	54738001	3.0475
chr4	54739001	5.4924
chr4	54740001	4.3383
chr4	55157001	NaN
chr4	55158001	0.4882
chr4	56105001	0.4289
chr4	56878001	0.7965
chr4	58017001	0.6793
chr4	59816001	0.2015
chr4	61182001	0.3753
chr4	61183001	0.5121
chr4	61914001	0.6523
chr4	62564001	0.2852
chr4	62565001	0.6017
chr4	63311001	0.6511
chr4	64438001	0.6331
chr4	65081001	0.2070
chr4	65984001	0.4153
chr4	67075001	0.9882
chr4	67894001	0.1961
chr4	69079001	0.8869
chr4	69735001	0.6762
chr4	70557001	0.6568
chr4	71406001	0.4917
chr4	72188001	0.3609
chr4	73275001	0.6154
chr4	74545001	0.3087
chr4	74546001	0.5359
chr4	75303001	0.7538
chr4	76211001	0.5274
chr4	77208001	0.7349
chr4	78012001	0.1696
chr4	78013001	0.3528
chr4	78719001	0.2675
chr4	80191001	0.6532
chr4	81961001	0.5668
chr4	82680001	0.3868
chr4	82681001	0.3438
chr4	83426001	0.3368
chr4	84161001	0.6832
chr4	85012001	0.5446
chr4	86337001	0.6344
chr4	87393001	0.7007
chr4	88249001	0.8421
chr4	89295001	0.6546
chr4	90645001	0.8238
chr4	91763001	1.2802
chr4	92775001	0.5252
chr4	92776001	0.3183
chr4	93620001	1.0429
chr4	94364001	0.9216
chr4	95216001	0.7789
chr4	96002001	0.6794
chr4	96891001	0.6566
chr4	98045001	0.4385
chr4	98878001	1.1427
chr4	100095001	0.7317
chr4	100762001	0.6737
chr4	102193001	0.6707
chr4	103021001	0.6685
chr4	103800001	0.7122
chr4	104576001	0.7494
chr4	105146001	0.4550
chr4	105185001	0.4972
chr4	105190001	0.9689
chr4	105233001	NaN
chr4	105234001	5.0686
chr4	105235001	5.2380
chr4	105236001	5.7415
chr4	105237001	1.8004
chr4	105241001	0.9316
chr4	105242001	0.7302
chr4	105243001	1.2580
chr4	105259001	1.0482
chr4	105261001	1.0666
chr4	105269001	0.7443
chr4	105272001	2.0435
chr4	105275001	4.6259
chr4	105276001	4.0000
chr4	105277001	5.6692
chr4	105278001	6.0790
chr4	105279001	5.2645
chr4	106463001	NaN
chr4	107552001	0.8030
chr4	108625001	0.4937
chr4	109268001	0.5355
chr4	109959001	0.6813
chr4	110798001	0.8815
chr4	112146001	0.3967
chr4	112147001	0.4410
chr4	112845001	0.4928
chr4	113467001	0.4798
chr4	113468001	0.1317
chr4	114534001	0.5052
chr4	114535001	0.3412
chr4	115334001	0.8583
chr4	116107001	0.8008
chr4	116949001	0.6625
chr4	118294001	0.8574
chr4	119130001	0.8076
chr4	120174001	0.3356
chr4	120175001	0.3981
chr4	120936001	0.7783
chr4	122078001	0.6223
chr4	123118001	1.0059
chr4	123930001	0.7820
chr4	124742001	0.7718
chr4	126883001	0.4868
chr4	127705001	0.6115
chr4	128931001	0.5317
chr4	128932001	0.2013
chr4	129567001	0.6874
chr4	130516001	0.5578
chr4	131130001	0.7851
chr4	132523001	0.7232
chr4	133302001	0.7741
chr4	133999001	1.0527
chr4	135205001	0.5710
chr4	136769001	1.2611
chr4	138159001	NaN
chr4	138160001	0.6555
chr4	138961001	0.8392
chr4	139756001	0.5891
chr4	139757001	0.2598
chr4	140380001	0.8541
chr4	141061001	0.8819
chr4	142434001	0.4879
chr4	143506001	0.4406
chr4	144356001	0.9514
chr4	144357001	0.2023
chr4	145042001	0.5924
chr4	145888001	0.6100
chr4	146745001	0.7722
chr4	147557001	0.3492
chr4	148362001	0.3453
chr4	148363001	0.2924
chr4	149146001	0.7183
chr4	150310001	0.4645
chr4	151622001	0.8264
chr4	152662001	0.7779
chr4	153502001	0.5325
chr4	153503001	0.7090
chr4	155075001	0.9118
chr4	156689001	0.3260
chr4	156690001	0.4923
chr4	158965001	0.6491
chr4	159948001	0.7242
chr4	160711001	0.4529
chr4	161512001	0.7738
chr4	162322001	0.4834
chr4	163128001	0.5118
chr4	163129001	1.2254
chr4	163133001	1.1891
chr4	163137001	0.8915
chr4	163140001	1.1993
chr4	163145001	2.0609
chr4	163148001	1.2626
chr4	163164001	1.0276
chr4	163166001	1.9226
chr4	163403001	0.5405
chr4	164189001	0.7039
chr4	165061001	0.7341
chr4	165842001	0.7445
chr4	166485001	0.5343
chr4	166486001	0.2061
chr4	167118001	0.6059
chr4	168769001	0.7529
chr4	170405001	0.1797
chr4	170406001	0.7723
chr4	171118001	0.8637
chr4	171981001	0.8778
chr4	172586001	0.6538
chr4	173421001	0.3165
chr4	174139001	0.2164
chr4	175015001	1.1800
chr4	176544001	0.5040
chr4	177351001	0.5174
chr4	177352001	0.2546
chr4	178438001	0.5928
chr4	179793001	0.6991
chr4	180865001	0.8357
chr4	181660001	1.2671
chr4	182444001	0.7852
chr4	183532001	0.2176
chr4	183533001	0.5520
chr4	184344001	0.7345
chr4	185162001	0.6739
chr4	186228001	0.6823
chr4	187292001	0.5599
chr4	187934001	0.7671
chr4	188644001	0.8087
chr4	189446001	0.7126
chr5	202001	0.6785
chr5	1076001	0.7396
chr5	1882001	NaN
chr5	2693001	0.5324
chr5	2694001	0.2129
chr5	3488001	0.6874
chr5	4297001	0.4576
chr5	4949001	0.4681
chr5	5910001	0.7903
chr5	6989001	0.3919
chr5	8549001	0.2950
chr5	9401001	0.5509
chr5	9402001	0.2942
chr5	10150001	0.7345
chr5	10964001	0.4970
chr5	11869001	0.3325
chr5	11870001	0.4579
chr5	12551001	0.2050
chr5	13185001	1.2905
chr5	13986001	0.4358
chr5	13987001	0.4067
chr5	14779001	0.1963
chr5	14780001	0.4818
chr5	15850001	0.7251
chr5	16924001	0.8035
chr5	18329001	0.7661
chr5	19373001	0.8021
chr5	20613001	0.4271
chr5	22005001	0.7791
chr5	22812001	0.2542
chr5	23620001	0.8167
chr5	24512001	0.8581
chr5	25247001	0.7118
chr5	26028001	0.9291
chr5	26861001	0.4571
chr5	26862001	0.3484
chr5	28210001	0.7215
chr5	28933001	0.5555
chr5	29582001	0.3880
chr5	29583001	0.3680
chr5	30895001	0.5388
chr5	31951001	0.7877
chr5	32831001	0.7008
chr5	33581001	0.9360
chr5	34861001	0.6256
chr5	35856001	0.7461
chr5	35857001	0.5352
chr5	35860001	0.6453
chr5	35867001	1.1269
chr5	35871001	1.0513
chr5	35873001	1.2515
chr5	35874001	0.8468
chr5	35875001	1.1917
chr5	35876001	5.0233
chr5	35877001	4.9658
chr5	35878001	5.2762
chr5	35879001	2.8864
chr5	36049001	0.5940
chr5	36050001	0.7221
chr5	36819001	0.8228
chr5	37612001	0.4825
chr5	38264001	0.7326
chr5	39259001	0.7879
chr5	40286001	0.6196
chr5	40916001	0.6813
chr5	44048001	0.5394
chr5	44865001	0.7803
chr5	45690001	0.9105
chr5	51158001	0.6701
chr5	52282001	0.8578
chr5	53087001	0.4141
chr5	53088001	0.3817
chr5	54437001	0.6289
chr5	55247001	0.4223
chr5	55248001	0.4694
chr5	56149001	0.7916
chr5	57028001	0.8243
chr5	57653001	0.8039
chr5	58454001	0.7557
chr5	59586001	0.6493
chr5	60631001	0.6654
chr5	61969001	0.1635
chr5	61970001	0.4779
chr5	62769001	0.9482
chr5	63524001	0.3791
chr5	64568001	0.4776
chr5	65192001	0.3525
chr5	65907001	0.5200
chr5	65908001	0.2867
chr5	66533001	NaN
chr5	66534001	0.2891
chr5	67478001	0.4109
chr5	67479001	0.1781
chr5	68365001	0.5924
chr5	71456001	0.5532
chr5	71457001	0.2424
chr5	72150001	0.8690
chr5	73152001	0.6533
chr5	73776001	0.7001
chr5	74588001	0.5763
chr5	75656001	0.2853
chr5	75657001	0.4966
chr5	76485001	0.5943
chr5	77275001	0.6728
chr5	77981001	0.7667
chr5	78885001	0.2501
chr5	78886001	0.4286
chr5	79713001	0.6824
chr5	80514001	0.4870
chr5	81857001	0.3947
chr5	82909001	0.2637
chr5	82910001	0.4764
chr5	83965001	0.8000
chr5	84627001	0.2203
chr5	85329001	0.3996
chr5	85330001	0.8368
chr5	86133001	0.7160
chr5	87276001	0.7221
chr5	88839001	0.6225
chr5	89673001	0.8765
chr5	90441001	0.7419
chr5	91323001	0.4756
chr5	92104001	0.4692
chr5	92865001	0.7184
chr5	93682001	1.0778
chr5	94390001	0.6979
chr5	95241001	0.7879
chr5	96064001	0.7740
chr5	97117001	1.1234
chr5	98134001	0.3900
chr5	98781001	0.8075
chr5	99975001	0.7011
chr5	100624001	0.2095
chr5	101240001	0.6877
chr5	101997001	0.7667
chr5	102831001	0.2634
chr5	103930001	0.5593
chr5	104875001	0.3477
chr5	105770001	1.0505
chr5	106518001	0.6595
chr5	107316001	0.5838
chr5	109204001	0.6799
chr5	110016001	0.7223
chr5	111081001	0.4956
chr5	111894001	0.2700
chr5	111895001	NaN
chr5	112689001	0.4017
chr5	113791001	0.7199
chr5	114460001	0.6518
chr5	115402001	0.7919
chr5	116052001	0.7084
chr5	116993001	0.8847
chr5	117919001	0.6827
chr5	118736001	0.2612
chr5	119410001	0.7994
chr5	120198001	0.7290
chr5	120910001	0.7706
chr5	122415001	0.6883
chr5	123173001	0.5533
chr5	123174001	0.2037
chr5	124013001	0.7639
chr5	124781001	0.4482
chr5	125595001	0.2546
chr5	126426001	0.5459
chr5	127486001	0.8262
chr5	128186001	0.5722
chr5	128854001	0.6960
chr5	129623001	0.6456
chr5	130599001	0.4802
chr5	130600001	0.1625
chr5	131771001	0.7960
chr5	132481001	1.7462
chr5	132482001	0.6941
chr5	132483001	3.6436
chr5	132484001	1.1534
chr5	132485001	0.7233
chr5	132486001	2.3431
chr5	132487001	1.2387
chr5	132488001	0.3395
chr5	132489001	0.7613
chr5	132490001	NaN
chr5	133399001	0.7133
chr5	134060001	0.5953
chr5	135008001	0.6070
chr5	136638001	0.6566
chr5	137662001	0.8073
chr5	138393001	0.6303
chr5	139471001	0.5908
chr5	140322001	0.6966
chr5	142628001	0.5651
chr5	142629001	0.2667
chr5	143793001	0.7122
chr5	144458001	0.4383
chr5	144459001	0.4667
chr5	145225001	0.7641
chr5	145942001	0.8089
chr5	146878001	0.2536
chr5	146879001	0.4545
chr5	147847001	0.7853
chr5	148487001	0.5440
chr5	149492001	NaN
chr5	149493001	4.1040
chr5	149494001	7.1924
chr5	149495001	5.5238
chr5	149496001	4.4821
chr5	149505001	0.7993
chr5	149507001	0.7165
chr5	149509001	0.6288
chr5	149511001	0.9259
chr5	149513001	0.7474
chr5	149520001	0.9088
chr5	149525001	0.7335
chr5	149550001	1.3484
chr5	149551001	1.4215
chr5	149732001	0.7415
chr5	150053001	2.9899
chr5	150054001	1.4812
chr5	150055001	1.0122
chr5	150056001	1.2045
chr5	150057001	1.2018
chr5	150059001	0.9895
chr5	150060001	0.6293
chr5	150061001	1.2731
chr5	150068001	0.7023
chr5	150069001	0.5090
chr5	150070001	1.6077
chr5	150073001	1.2448
chr5	150077001	0.9971
chr5	150078001	0.7086
chr5	150080001	2.3479
chr5	150081001	0.3911
chr5	150086001	1.1124
chr5	150520001	0.6977
chr5	151640001	0.7208
chr5	152431001	0.8097
chr5	153123001	0.6795
chr5	153739001	0.6026
chr5	154559001	0.3195
chr5	154560001	0.4179
chr5	155593001	0.5215
chr5	156388001	0.9381
chr5	157045001	0.1982
chr5	157046001	0.5525
chr5	157751001	0.7011
chr5	158374001	0.6491
chr5	159115001	0.7259
chr5	159739001	0.6886
chr5	160434001	0.7287
chr5	161821001	0.7902
chr5	162571001	0.4684
chr5	163244001	0.7424
chr5	163903001	0.2377
chr5	164743001	0.9690
chr5	165551001	0.5671
chr5	166325001	0.6340
chr5	167097001	0.3016
chr5	167098001	0.3919
chr5	167947001	0.6926
chr5	168756001	0.6704
chr5	169911001	0.8014
chr5	170788001	0.6432
chr5	171387001	0.2978
chr5	171388001	NaN
chr5	171390001	0.7883
chr5	171391001	1.1632
chr5	171392001	0.8862
chr5	171400001	1.4733
chr5	171405001	0.8032
chr5	171407001	0.8056
chr5	171410001	1.2996
chr5	171442001	0.7792
chr5	172235001	0.7808
chr5	172994001	0.7107
chr5	174192001	0.7335
chr5	175202001	0.8347
chr5	176260001	0.6683
chr5	176861001	0.5240
chr5	177511001	1.6406
chr5	177512001	2.6739
chr5	177513001	2.0013
chr5	177514001	1.1873
chr5	177515001	2.3008
chr5	177516001	2.7198
chr5	177517001	NaN
chr5	177630001	0.6187
chr5	178387001	0.6876
chr5	179218001	0.6948
chr5	179818001	0.6528
chr5	181108001	0.6709
chr6	500001	0.4113
chr6	501001	0.1254
chr6	1426001	0.7518
chr6	2097001	0.6039
chr6	2841001	0.6915
chr6	3572001	0.7305
chr6	4518001	0.4916
chr6	5177001	0.8255
chr6	5946001	0.5532
chr6	6637001	0.6849
chr6	7355001	0.6183
chr6	8083001	0.6367
chr6	8787001	0.6484
chr6	9518001	0.3582
chr6	9519001	0.7432
chr6	10223001	0.8579
chr6	10923001	0.5571
chr6	11617001	0.4557
chr6	12514001	0.3091
chr6	13139001	0.8649
chr6	14668001	0.6854
chr6	15414001	0.5344
chr6	16399001	0.6455
chr6	17295001	0.7359
chr6	17296001	0.2063
chr6	18023001	0.6592
chr6	18975001	0.9742
chr6	19670001	0.7315
chr6	20396001	0.5856
chr6	21103001	0.4830
chr6	21808001	0.7213
chr6	22541001	0.8463
chr6	23492001	0.7392
chr6	24112001	0.8426
chr6	25395001	0.7409
chr6	26091001	0.6561
chr6	27344001	0.8318
chr6	28443001	0.7614
chr6	33673001	0.7761
chr6	34833001	0.5886
chr6	35611001	0.6153
chr6	36321001	0.6773
chr6	37035001	0.2565
chr6	37761001	0.4341
chr6	37762001	0.3187
chr6	38428001	0.5009
chr6	39375001	0.3607
chr6	39376001	0.4235
chr6	40383001	0.6303
chr6	41308001	0.5499
chr6	41934001	NaN
chr6	41935001	4.0277
chr6	41936001	1.2880
chr6	41937001	0.9144
chr6	41940001	0.8606
chr6	41941001	NaN
chr6	42509001	0.5074
chr6	43428001	0.7444
chr6	44154001	0.7825
chr6	44805001	0.6055
chr6	45556001	0.6841
chr6	46708001	0.5156
chr6	47476001	0.8125
chr6	48736001	0.4739
chr6	49369001	0.9752
chr6	50113001	0.7656
chr6	51619001	0.7058
chr6	52566001	0.6327
chr6	53273001	0.3225
chr6	53982001	0.7078
chr6	54687001	0.4872
chr6	55677001	0.6027
chr6	56426001	0.5469
chr6	58275001	0.7513
chr6	60720001	0.4378
chr6	61920001	0.6052
chr6	61921001	0.8397
chr6	62833001	0.9535
chr6	63574001	0.5805
chr6	64800001	1.0062
chr6	65476001	0.6609
chr6	66429001	0.3350
chr6	66430001	0.7200
chr6	68487001	0.7494
chr6	69398001	0.7592
chr6	70371001	0.9848
chr6	71105001	0.7270
chr6	71875001	1.8202
chr6	72639001	0.6355
chr6	73348001	0.7460
chr6	74016001	0.9213
chr6	75134001	0.5843
chr6	75937001	0.6563
chr6	77104001	0.6738
chr6	77105001	0.2062
chr6	78037001	0.6368
chr6	78691001	0.7127
chr6	79466001	0.8512
chr6	80079001	0.1504
chr6	80080001	0.3998
chr6	81136001	0.3443
chr6	81137001	0.3930
chr6	81832001	0.6717
chr6	82777001	0.4586
chr6	83474001	0.6622
chr6	84448001	1.1047
chr6	85115001	0.4653
chr6	85116001	0.3838
chr6	85768001	0.2452
chr6	85769001	0.5284
chr6	86534001	0.4495
chr6	87524001	0.4154
chr6	88572001	0.7576
chr6	89623001	0.5901
chr6	90393001	0.2711
chr6	90394001	0.2808
chr6	91479001	0.7245
chr6	92275001	0.7652
chr6	92987001	1.0573
chr6	93653001	0.7916
chr6	94466001	NaN
chr6	95394001	0.2744
chr6	96086001	0.5996
chr6	97077001	0.7802
chr6	97753001	NaN
chr6	97754001	0.1846
chr6	98490001	0.4475
chr6	98491001	0.3230
chr6	99377001	0.6158
chr6	99542001	3.9788
chr6	99543001	5.1225
chr6	99545001	1.2811
chr6	99546001	0.9695
chr6	99549001	0.9989
chr6	99550001	1.1146
chr6	99558001	0.8273
chr6	99561001	2.5664
chr6	99562001	1.2252
chr6	99568001	0.9475
chr6	100315001	0.4646
chr6	101360001	0.6401
chr6	102401001	0.7651
chr6	103331001	0.8642
chr6	103959001	0.6820
chr6	104618001	0.8500
chr6	105822001	0.5299
chr6	106796001	0.5859
chr6	107555001	0.6438
chr6	108168001	0.5392
chr6	108795001	0.3800
chr6	108796001	NaN
chr6	109866001	0.6166
chr6	110607001	0.6647
chr6	111785001	0.6480
chr6	112617001	0.6072
chr6	113276001	0.6887
chr6	113987001	0.7510
chr6	114748001	0.6764
chr6	115668001	0.6584
chr6	116400001	0.9163
chr6	117492001	0.5300
chr6	118321001	0.6747
chr6	119025001	0.7882
chr6	119897001	0.6741
chr6	120853001	0.8458
chr6	121600001	0.6184
chr6	122581001	0.7161
chr6	123271001	0.6491
chr6	123972001	0.9599
chr6	124666001	0.6998
chr6	125889001	0.8343
chr6	126819001	0.8252
chr6	128007001	0.5030
chr6	128715001	0.7767
chr6	129432001	0.4259
chr6	129433001	0.2548
chr6	130139001	0.6337
chr6	131276001	0.2442
chr6	132235001	0.4889
chr6	132970001	0.6692
chr6	133639001	0.6656
chr6	134253001	0.6662
chr6	135137001	0.2806
chr6	135138001	0.5789
chr6	135181001	0.2788
chr6	135185001	0.4914
chr6	135186001	0.3114
chr6	135187001	1.0338
chr6	135189001	0.8706
chr6	135190001	1.6426
chr6	135192001	1.4599
chr6	135193001	0.7203
chr6	135194001	0.9152
chr6	135195001	1.1584
chr6	135196001	0.6729
chr6	135197001	1.5135
chr6	135198001	0.5663
chr6	135199001	0.6599
chr6	135200001	1.5323
chr6	135201001	0.7062
chr6	135203001	0.9046
chr6	135217001	0.8272
chr6	135218001	4.7105
chr6	135219001	1.1656
chr6	136067001	0.6337
chr6	137487001	0.7684
chr6	138091001	0.7008
chr6	139093001	0.8378
chr6	139869001	0.8650
chr6	140761001	0.3159
chr6	140762001	NaN
chr6	141703001	0.3229
chr6	141704001	0.7139
chr6	142476001	0.7172
chr6	143223001	0.6072
chr6	143940001	1.2025
chr6	144554001	0.8248
chr6	145343001	0.3380
chr6	145344001	0.3994
chr6	145993001	0.4909
chr6	147511001	1.0936
chr6	148154001	0.2988
chr6	148155001	0.5374
chr6	150072001	0.4122
chr6	150800001	0.7477
chr6	151459001	0.5506
chr6	152199001	0.4621
chr6	152915001	0.6491
chr6	153679001	0.9338
chr6	154319001	0.6994
chr6	155280001	0.7996
chr6	156229001	0.6541
chr6	156934001	0.8137
chr6	157554001	0.7294
chr6	158500001	0.6657
chr6	159218001	0.7872
chr6	159863001	0.6955
chr6	160864001	0.6268
chr6	162325001	0.7437
chr6	163016001	0.7120
chr6	164197001	0.2715
chr6	164198001	0.3622
chr6	165267001	0.7693
chr6	165875001	0.4574
chr6	166803001	0.6495
chr6	167507001	0.6282
chr6	168247001	0.7482
chr6	168957001	0.7063
chr6	169780001	0.6302
chr6	170484001	0.1072
chr7	244001	0.5843
chr7	1298001	0.1653
chr7	1299001	0.2865
chr7	2119001	0.7133
chr7	2913001	0.6377
chr7	3616001	0.7021
chr7	4520001	0.7932
chr7	5836001	0.4636
chr7	6831001	0.7068
chr7	7766001	0.1093
chr7	8817001	0.7085
chr7	9619001	1.0533
chr7	10477001	0.7439
chr7	11251001	0.9276
chr7	12039001	0.6547
chr7	13097001	0.7012
chr7	14165001	0.6771
chr7	14985001	0.9580
chr7	15827001	0.8855
chr7	16602001	0.6316
chr7	17671001	0.5481
chr7	18695001	0.8504
chr7	19729001	0.7842
chr7	20372001	0.6934
chr7	21160001	0.5379
chr7	21960001	0.7061
chr7	22820001	0.8342
chr7	23449001	0.4284
chr7	24109001	0.4947
chr7	24927001	0.7645
chr7	25616001	0.1897
chr7	25617001	0.5030
chr7	26545001	0.4209
chr7	27548001	0.5423
chr7	28258001	0.7229
chr7	29158001	0.6074
chr7	29890001	0.7072
chr7	29891001	0.7105
chr7	30531001	0.7732
chr7	31309001	0.7074
chr7	32149001	0.6308
chr7	33220001	0.2509
chr7	33873001	0.6861
chr7	35375001	0.6824
chr7	36450001	0.2520
chr7	36451001	0.2136
chr7	37796001	0.6057
chr7	38553001	0.6368
chr7	39228001	0.8632
chr7	39870001	0.5828
chr7	41008001	0.7677
chr7	42264001	0.8619
chr7	43155001	0.6460
chr7	43966001	0.4459
chr7	44573001	0.6425
chr7	45196001	0.6066
chr7	45861001	0.2041
chr7	45862001	0.5339
chr7	46637001	0.6496
chr7	47408001	0.6296
chr7	48312001	0.6708
chr7	49023001	0.3965
chr7	49024001	0.4193
chr7	49781001	0.6984
chr7	50304001	0.7425
chr7	50319001	0.6278
chr7	50327001	0.7276
chr7	50376001	1.7351
chr7	50382001	0.9730
chr7	50387001	0.7183
chr7	50391001	0.8135
chr7	50399001	NaN
chr7	50400001	3.9450
chr7	50401001	4.0439
chr7	50402001	4.9104
chr7	50403001	5.6723
chr7	50404001	5.1561
chr7	50405001	NaN
chr7	50640001	0.6802
chr7	51451001	0.7150
chr7	52208001	0.2967
chr7	52209001	0.1679
chr7	53586001	0.7121
chr7	54902001	0.7626
chr7	56053001	0.4821
chr7	57349001	0.6133
chr7	63027001	0.6374
chr7	64355001	0.6119
chr7	65186001	0.4831
chr7	66239001	0.1292
chr7	67043001	0.1827
chr7	67879001	0.7539
chr7	68530001	0.7853
chr7	69224001	0.7691
chr7	70580001	0.6891
chr7	71361001	0.5222
chr7	72423001	0.6559
chr7	73675001	0.5218
chr7	74490001	0.5030
chr7	75543001	0.6197
chr7	76606001	0.5116
chr7	77416001	0.5491
chr7	78173001	0.7476
chr7	78996001	0.4672
chr7	78997001	0.1744
chr7	79690001	0.4724
chr7	80414001	0.6726
chr7	81744001	0.4565
chr7	82430001	0.8948
chr7	83090001	0.7850
chr7	83778001	0.9612
chr7	85154001	0.6770
chr7	85776001	0.1835
chr7	85777001	0.4050
chr7	86473001	0.7851
chr7	87315001	0.7643
chr7	88421001	0.5102
chr7	89151001	0.8392
chr7	90271001	0.3590
chr7	91015001	0.3507
chr7	91016001	0.1140
chr7	92413001	0.6861
chr7	93018001	0.7511
chr7	93099001	2.8916
chr7	93100001	6.9432
chr7	93101001	6.1479
chr7	93102001	6.0359
chr7	93103001	6.2962
chr7	93104001	6.2419
chr7	93105001	6.7737
chr7	93106001	1.3615
chr7	93114001	0.9806
chr7	93117001	0.8419
chr7	93130001	4.9797
chr7	93131001	5.2128
chr7	93132001	6.5555
chr7	93133001	6.6754
chr7	93134001	5.8401
chr7	93135001	6.1443
chr7	93144001	NaN
chr7	93145001	3.4266
chr7	93146001	1.2448
chr7	93147001	0.8945
chr7	93148001	1.5045
chr7	94003001	0.7497
chr7	94834001	0.6719
chr7	96152001	0.6577
chr7	96780001	0.5875
chr7	97758001	0.7141
chr7	98540001	0.6697
chr7	99969001	0.5005
chr7	100603001	0.4352
chr7	101235001	0.5937
chr7	101668001	0.6464
chr7	101817001	NaN
chr7	101916001	0.7291
chr7	102028001	0.5657
chr7	102070001	0.6690
chr7	102097001	0.7704
chr7	102104001	0.7928
chr7	102111001	0.7281
chr7	102115001	0.8777
chr7	102158001	0.7507
chr7	102170001	0.7850
chr7	102178001	1.0656
chr7	102189001	0.6843
chr7	102193001	0.6078
chr7	102195001	0.7064
chr7	102196001	1.7205
chr7	102197001	1.5432
chr7	102198001	0.8045
chr7	102200001	0.5977
chr7	102201001	2.4895
chr7	102202001	0.8319
chr7	102204001	1.2136
chr7	102205001	0.6517
chr7	102227001	1.6057
chr7	102234001	1.0617
chr7	102239001	1.4299
chr7	102248001	NaN
chr7	102249001	3.3874
chr7	102250001	4.1523
chr7	102251001	4.4379
chr7	102252001	3.9902
chr7	102253001	4.2272
chr7	102254001	4.2637
chr7	102255001	4.3474
chr7	102256001	3.9335
chr7	102257001	3.9355
chr7	102258001	0.9020
chr7	102337001	0.3362
chr7	102991001	0.5288
chr7	103917001	0.8699
chr7	104706001	0.7440
chr7	105787001	0.4517
chr7	106759001	0.1430
chr7	107678001	0.6702
chr7	108292001	0.7327
chr7	109009001	0.6616
chr7	110093001	0.6388
chr7	110876001	0.7955
chr7	111717001	0.6888
chr7	112449001	0.7065
chr7	113492001	0.5704
chr7	114112001	0.4433
chr7	114113001	0.4686
chr7	114955001	0.4280
chr7	116260001	0.8572
chr7	117040001	0.6820
chr7	117872001	0.5678
chr7	118712001	0.5571
chr7	121076001	0.8499
chr7	121901001	0.4202
chr7	122603001	0.2862
chr7	123239001	0.8574
chr7	124308001	0.4415
chr7	125121001	0.7649
